@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute birdornot {yes,no}

@data
-24.4626,-49.479,6.762511,62.9553,-21.37576,-35.45012,30.74102,-19.8582,26.67737,-12.44037,5.212969,-11.59009,25.5085,0.234437,-0.19098,2.192313,-0.321428,-2.48413,-1.710638,-1.566877,7.238359,-3.007929,-6.011929,4.88502,-1.162008,0.102398,-0.055989,-0.224974,-0.028762,-0.181376,0.428066,-0.289914,0.964667,0.23645,-1.726921,1.140476,-0.092229,-0.006341,-0.041104,yes
-27.20119,-51.60136,11.44457,63.6699,-23.87046,-45.75702,20.25851,4.146435,26.07959,-42.15831,24.32528,-14.67521,25.77466,-0.433123,-1.055169,2.124129,-0.032039,-1.370335,-4.230525,-1.127339,9.085815,-6.360187,-6.704258,6.599271,-1.562469,0.035842,0.103388,0.06522,0.347067,-1.03576,0.06258,1.317297,2.534003,-1.604924,-3.100315,4.050213,-1.013531,0.089744,-0.112069,yes
-21.92112,-49.37272,15.38305,60.99085,-32.54906,-38.84986,28.14788,4.331281,11.93662,-27.64105,20.08191,-15.85757,25.88742,0.28827,-0.883754,2.082594,-1.373004,-0.900696,-1.900263,3.036687,7.496882,-9.966408,0.036614,3.56675,-0.993485,-0.069842,0.652646,0.525905,0.890376,-2.53837,-0.524893,3.955154,1.814084,-3.762449,-1.711649,5.128873,-2.301995,0.914533,-0.184974,yes
-27.89896,-54.80798,13.07289,63.77732,-22.64079,-54.90288,26.40089,13.47614,2.246815,-38.36132,30.77485,-17.26869,25.49826,0.724459,0.481505,3.982505,-4.974438,-2.96295,4.970659,8.801355,-0.915525,-15.03027,11.21487,0.476498,-0.797549,-0.371829,1.097583,1.037004,0.47334,-3.564283,-0.848438,5.85432,-0.786121,-4.659607,2.257583,3.7763,-3.411393,2.510396,-0.34862,yes
-22.67237,-52.29446,16.36132,56.03656,-26.49408,-40.37851,42.85326,12.96136,-11.23828,-14.1558,19.82194,-15.26077,25.29749,2.918875,1.67021,5.715003,-10.54208,-4.312285,13.46454,2.539197,-6.573218,-7.231133,10.67287,-3.56357,3.028198,-0.618635,0.909182,0.943587,-1.210474,-2.091725,0.661015,3.824903,-3.566336,-2.91061,5.707148,-0.409673,-2.434115,2.935094,-0.460909,yes
-23.20328,-47.73296,30.86795,41.27485,-41.7127,-20.1394,56.9126,-4.746228,-37.48429,7.173401,26.83776,-18.96135,24.21047,3.73949,2.852869,2.674624,-13.26892,-3.906729,17.35867,-4.809199,-7.177168,3.560092,6.859112,-6.892532,8.978673,-1.432861,0.439747,0.547867,-3.452026,1.070193,2.938723,-1.277248,-4.102496,0.924101,6.24793,-4.017653,-0.109383,1.930733,-0.382962,yes
-9.674587,-44.55919,35.06053,19.53169,-44.57453,11.0911,25.58801,-19.42363,-4.35349,2.955945,4.23261,0.129751,23.43813,3.326665,2.6485,-3.315836,-7.68439,2.87627,11.03025,-7.989716,-3.925345,9.274153,0.166127,-4.919308,8.793874,-1.843873,-0.392068,0.296453,-4.028449,3.938774,3.672496,-5.996944,-0.297847,3.420165,1.640459,-3.327769,2.757983,-1.464287,-0.13115,yes
-15.7004,-44.41127,17.09641,15.68518,-33.1342,6.15568,10.98752,-6.217209,16.60488,-12.62164,4.106852,19.92941,19.26363,2.719299,2.731692,-8.762205,-1.052319,8.136389,-0.198434,-6.446669,2.381043,7.956742,-3.620022,0.607453,5.973276,-1.674019,-0.380525,0.207612,-2.041206,4.040769,2.276386,-6.412127,2.824096,3.126712,-2.781945,-1.24514,3.29476,-4.057918,0.293753,yes
-9.790485,-40.7128,6.667915,30.40945,-16.40198,1.625185,25.86723,-5.929873,8.087899,-3.427641,6.590853,9.263217,18.55155,1.468633,3.213063,-8.708826,3.043492,8.028638,-7.741628,1.868695,5.748498,-1.227163,-0.726405,6.47635,-2.790539,-1.153807,-0.380629,0.01921,0.614482,1.707933,-0.639537,-3.361688,2.824511,1.210484,-3.941535,0.442865,1.3006,-3.959955,0.51221,yes
-9.548833,-35.9977,1.253234,30.57438,-15.11703,-16.39861,24.53965,0.412109,-3.921275,-7.734916,28.6959,6.338297,18.28367,2.765883,3.608646,-4.834912,1.570989,4.899017,-5.316027,4.382076,3.619468,-5.098974,1.079676,3.883437,-5.518709,-0.30913,-0.48649,-0.808504,2.712229,0.480948,-1.758505,-0.931687,0.874753,0.302109,-2.236421,-0.958576,-1.112881,-1.714726,0.697524,yes
