@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute birdornot {yes,no}

@data
-80.57505,-22.65131,30.5555,8.603654,0.889438,-17.06984,-7.757858,51.98185,-19.03414,-9.225717,-11.45811,-7.93825,12.78769,7.850906,7.962645,-1.859041,-8.667185,2.191497,3.655667,-2.66356,-0.848037,-12.18804,15.60441,-0.785562,-2.444856,0.048035,0.089417,-1.50429,0.32984,1.219713,0.383217,-2.533101,1.737952,-0.23951,1.319824,-1.54515,-1.023347,1.876702,-0.034183,yes
-56.42315,-2.171901,23.22484,-8.986649,9.122005,-11.64434,-26.27307,61.4311,-51.01419,22.52361,-10.99781,-7.693929,13.05012,10.17969,6.450461,-1.544628,-8.065982,3.263731,0.25533,1.174048,-3.578867,-10.73425,16.21272,-3.353175,0.828883,-0.002228,-1.29216,-3.054126,0.817346,2.785947,-0.038737,-3.258286,1.956696,0.162138,3.834565,-5.036578,-0.602643,2.420752,-0.019989,yes
-53.39647,6.922205,24.92562,-25.93712,7.730642,-1.504251,-11.81806,43.01703,-63.9843,52.92166,-15.61607,-20.28469,12.89665,7.1336,1.197286,-0.367046,-2.869221,3.571463,-7.309667,4.107398,-0.680171,-6.315809,7.574506,-4.618492,5.301785,-0.097748,-2.442391,-3.394453,0.573899,3.186405,-0.513718,-1.617913,0.199054,0.69596,5.253836,-6.89939,0.406855,1.829511,0.028925,yes
-43.26588,-5.185764,25.64729,-14.45587,13.78749,-23.57598,0.14248,38.56992,-50.23034,40.76418,-26.145,2.379387,12.72207,1.74876,-3.925307,1.481691,2.363567,1.307828,-7.153092,3.734439,-0.12128,4.048676,-5.563529,-1.882314,5.785583,0.020979,-2.790669,-1.404812,-0.156654,1.34351,-1.08594,2.935322,-2.788184,0.593157,4.371266,-5.3672,2.008444,-0.851738,0.06965,yes
-51.48569,-15.15795,27.50904,-3.007843,16.41401,-47.65235,-0.428646,60.01158,-51.00512,19.52653,-26.97697,13.53402,12.46298,-0.14558,-3.821735,-0.502707,2.050067,0.600861,-0.729684,-2.948488,0.902967,6.689681,-8.004418,0.513285,4.224348,0.181059,-1.878657,2.037066,-1.634948,-1.353677,-1.031158,7.042998,-4.805185,-0.417904,1.81465,-1.60992,2.957106,-2.786219,0.053211,yes
-48.63475,-10.75836,29.34159,-8.633449,11.31946,-24.33575,-13.29558,52.32743,-37.26041,11.40353,-14.72893,4.324633,13.37185,-0.134063,1.93591,-2.260067,-3.808078,-0.680669,11.64195,-9.23893,-1.404652,4.61933,-2.833823,4.123158,-2.89109,0.20662,-1.166031,4.231616,-2.736955,-2.070977,-0.137849,5.315402,-3.189845,-0.505397,-1.28381,1.927323,1.16058,-1.258101,-0.04495,yes
-51.43994,-9.400173,20.56494,-18.59799,11.96896,-4.772787,-19.84147,40.65311,-37.02086,27.5799,-18.75768,-0.135574,13.47705,-1.318276,8.452009,-6.670906,-6.551785,-0.59008,18.5078,-13.43184,-2.128004,2.47211,-1.839945,7.1643,-4.290971,0.075486,-0.796304,3.693242,-1.771776,-0.899078,1.076035,-0.110395,0.489626,0.060694,-2.431671,2.480319,-0.430139,0.445781,-0.103597,yes
-43.95907,1.614899,17.819,-25.70118,12.60667,13.19399,-36.34576,41.22589,-34.12581,22.56838,-9.638861,-5.241265,13.24813,-3.495047,11.0959,-9.118983,-3.690393,1.214052,9.805174,-6.973111,-1.132779,-0.261591,0.990848,0.595078,3.75274,-0.150984,0.032519,0.320572,0.588771,0.437849,1.754706,-5.128229,3.505977,0.528385,-1.703585,1.430902,-1.448729,1.294315,-0.123822,yes
-60.41491,20.91547,-0.0842,-27.2329,12.82,26.1218,-56.06277,54.92233,-40.21186,4.744376,6.299493,-3.13789,12.90227,-2.44661,10.06448,-5.93213,-2.504167,5.033678,-0.36327,-1.633267,1.070503,-3.028212,2.48484,0.126629,3.131335,-0.158126,1.780345,-3.520318,3.369653,0.814469,1.228435,-6.278179,4.73482,-0.644455,0.591247,0.496748,-1.501835,-0.251962,-0.149711,yes
-61.6225,29.56331,-5.928763,-22.76796,16.9642,9.242827,-30.05049,39.52892,-36.97286,27.77553,-24.28213,24.58949,12.90432,0.592697,2.732535,0.314399,-3.642642,5.28098,-4.563657,2.391668,-0.361981,-1.148432,2.158296,0.398351,-0.130667,-0.295684,2.345131,-5.786907,3.496831,0.692149,0.449273,-3.910335,2.294762,-1.83656,3.665267,-1.132118,0.290179,-3.068876,-0.228952,yes
-54.84127,26.94802,2.778178,-32.58544,34.95859,-4.613557,-31.15544,46.85411,-50.7384,37.40052,-10.8029,0.605723,12.85833,5.539575,-4.9679,5.460668,-2.503316,3.518632,-5.698676,5.559871,-5.73568,5.871765,0.060071,-0.246511,-3.609076,-0.60072,1.12778,-5.480773,1.452509,1.778006,-1.469877,-0.639935,0.371975,-2.822331,5.126071,-2.043652,-0.177358,-1.778771,-0.282913,yes
-43.7824,12.26129,17.95981,-41.23812,27.94228,5.743379,-36.84109,43.4501,-34.60471,17.03179,0.904091,-7.766405,11.79168,4.237516,-10.32245,2.668776,-0.230072,4.217938,-7.078796,0.904129,-6.912488,13.61475,-3.457357,2.232545,-8.221435,-1.074447,-1.002591,-2.303299,-1.101162,2.979331,-2.628299,1.346299,-0.476854,-0.817722,2.201077,-1.794835,-0.284256,0.432467,-0.16946,yes
-41.63708,4.726974,15.27485,-30.5144,24.92413,-0.62186,-24.86811,24.28334,-12.03712,10.4166,-7.52617,-5.005322,10.45498,1.369879,-10.8119,0.153227,4.679579,-1.784187,-2.305375,0.970377,-9.765898,15.22055,-4.925596,-1.677257,-1.717135,-1.183311,-2.553514,0.67451,-1.838704,3.355227,-2.985065,1.06629,-0.20041,1.704965,-1.57007,-2.030416,0.328141,2.220618,0.086106,yes
-47.03701,-10.93839,1.16678,-24.95384,43.07112,-28.14701,-28.6735,16.25187,11.75026,23.98071,-14.75777,-13.71216,8.733755,-2.335411,-5.861965,-2.53769,7.662564,-5.209107,0.471187,2.302146,-2.435481,5.182559,-4.323045,-0.307555,1.085696,-0.851689,-1.718235,2.547036,-0.335862,2.38183,-2.295321,-0.190311,2.412002,1.399008,-3.71512,-0.806061,-0.207815,2.506534,0.49841,yes
-46.36457,-15.51161,11.94083,-17.32969,18.47323,0.804763,-30.38735,11.62373,2.186878,9.298082,-11.35826,-5.007079,8.470731,-3.941535,-3.825593,-1.129622,10.3265,-6.693169,-4.14222,3.858814,0.550643,2.237512,-9.659166,2.664246,2.840449,-0.28157,-0.593435,2.769262,0.827478,-0.90575,2.184892,-3.842959,4.00715,-0.239813,-3.383972,3.040811,-1.364777,0.093873,0.793916,yes
-53.09571,-6.92924,6.93837,-9.517662,5.122188,7.386002,-22.57074,37.6025,-15.80391,-4.024172,1.282361,-2.337045,8.52536,-1.697951,-1.080415,1.630889,8.855617,-4.804177,-7.111929,11.51992,-5.075721,1.530671,-5.120878,-0.977281,2.032444,0.966731,0.450499,1.825864,2.300719,-4.2159,4.814261,-4.418538,4.052005,-2.533696,-2.718643,6.76323,-2.650883,-1.831274,0.800399,yes
-58.31541,-16.40557,6.740949,13.40001,10.43275,-39.09947,-8.625428,16.36124,12.92753,-23.87679,-2.225004,3.509366,9.151333,-1.916027,0.643639,2.206328,-0.445695,8.937807,-17.72861,16.39724,-9.644841,0.126637,10.67738,-8.16628,-1.721145,1.877058,1.033905,1.251478,2.589663,-5.588994,3.190619,-0.053592,1.350042,-0.169181,-4.648821,7.327017,-1.291006,-2.787262,0.441973,yes
-49.55135,-15.89349,11.92117,3.959398,23.07048,-43.75454,18.04513,-11.49549,14.03329,14.96376,-24.2108,-7.808161,13.22711,-1.095667,1.032738,7.297932,-8.030841,11.04671,-14.82831,16.29296,-10.00622,-7.355218,19.32483,-8.146705,-5.789876,2.070993,1.092998,-0.262845,1.913364,-3.006315,-1.076358,3.809751,-3.544224,4.875337,-4.439798,0.081714,3.359051,-1.184534,-0.144264,yes
-57.71689,-7.811289,20.48107,-26.29669,54.18812,-62.26802,31.29091,-12.05148,-12.09854,53.191,-39.44307,-10.87725,15.50515,0.926848,1.375221,8.985171,-9.17524,1.334481,-0.551994,8.222502,2.169988,-16.56365,14.75306,-0.206072,-7.184702,1.376165,1.389982,-1.961345,1.119301,1.971371,-6.309673,6.115085,-5.469817,6.865097,-1.616683,-8.570856,7.121301,1.319667,-0.431466,yes
-58.87331,-6.062688,36.55796,-29.82352,38.47805,-55.17125,38.9359,1.777761,-40.06697,54.0661,-20.84213,-24.09312,15.70342,2.345603,-2.760431,7.808286,-1.811184,-6.384305,3.348516,-2.113832,13.39355,-12.32318,-6.75015,11.83787,-1.15845,0.495856,0.594708,-2.625054,-0.360119,4.515771,-6.363798,3.832253,-3.554482,3.424215,2.613464,-9.812021,5.312938,3.220432,-0.346397,yes
-49.02019,-14.44487,39.3484,-15.58473,9.401368,-36.15108,22.0417,20.57455,-42.84058,30.33735,-4.939702,-24.27167,14.794,3.31325,-7.266501,7.547658,6.301334,-13.89505,3.758402,-1.748447,12.98076,-5.472799,-19.13941,17.44794,2.561476,0.507297,-0.350245,-1.659544,-1.361305,3.481085,-2.438375,0.645999,-0.210579,-3.601631,6.687284,-4.633416,-0.934637,3.749001,-0.095008,yes
-42.17168,-26.37886,41.52893,-10.4525,13.54233,-40.07043,12.10058,39.15924,-32.21156,-7.360169,17.72687,-6.903199,16.06196,0.684671,-7.771673,6.216092,6.809726,-13.15751,2.177762,3.506028,1.70947,0.166679,-12.78903,9.590983,5.439195,0.773441,-1.137382,0.296131,-1.976684,0.913354,1.005599,0.207857,0.454131,-6.514896,7.001292,1.795184,-6.601123,2.756732,-0.010406,yes
-49.50145,-33.98571,55.73388,-4.475527,-2.819279,-51.02642,35.96634,34.16156,-43.39024,-11.79291,28.51211,-6.664828,17.86236,0.006091,-4.41688,2.974745,3.919732,-7.470788,3.263379,4.359678,-9.996126,10.62784,-5.394578,-3.755813,8.261482,0.762335,-0.963374,1.922531,-2.956615,-0.981902,4.038116,0.2836,-2.337285,-3.186975,5.066949,3.05663,-6.998487,2.145895,-0.123238,yes
-55.20932,-35.15063,59.44568,-1.329487,-21.1992,-36.84477,49.50372,3.531604,-38.95875,11.18606,10.38689,-5.700565,18.03644,-1.68773,-2.704586,0.211321,3.946386,-4.568441,4.635313,-2.89724,-7.69249,14.63297,-4.646647,-10.56587,9.775208,0.316308,-0.503243,2.285582,-2.905895,-0.989119,4.660285,-0.888467,-4.319391,3.52999,0.685768,-0.087892,-1.933871,0.932416,-0.141863,yes
-42.47092,-32.14338,45.26375,-0.547579,-10.58181,-21.44702,25.13852,-11.59225,13.67222,-5.908655,-20.04878,16.43442,17.61843,-0.317418,-0.187389,-4.23303,2.823494,2.000988,3.947624,-10.23324,1.746859,12.6288,-7.927451,-7.466075,11.12294,0.119672,-0.949525,1.41177,-1.378761,-0.379664,2.794427,-2.236619,-2.37124,6.287915,-4.48129,-0.36096,2.854034,-1.729125,-0.016044,yes
-54.1256,-40.82295,47.82059,7.315452,-5.418613,-31.68357,3.028286,23.5737,12.42203,-33.53553,-10.82204,30.42322,17.76546,-1.669788,1.54149,-4.709495,2.412251,5.408027,-2.606697,-10.79447,13.48793,2.595036,-11.96206,1.77676,8.670543,0.385459,-1.278327,0.324202,0.127921,-0.226568,0.367903,-1.980526,1.637281,2.177818,-5.538785,2.617978,3.412597,-4.755898,0.098659,yes
-51.6304,-32.08649,40.38128,5.319473,-0.704635,-33.8689,8.037863,32.87481,-5.936611,-29.06936,1.786189,30.88799,18.59621,-4.750503,0.518931,-1.458652,2.788481,1.513112,-4.298711,-3.547908,10.85324,-5.759643,-3.541672,4.343042,0.168188,0.647538,-0.702941,-0.213079,1.210369,-0.394219,-1.948198,-0.118423,3.955882,-2.799735,-4.131864,5.26945,1.581062,-6.05033,0.017802,yes
-58.97852,-27.47163,38.33945,7.798242,0.902346,-43.66731,4.081707,48.7377,-16.17915,-37.04387,8.353205,30.42537,19.47485,-5.862823,-1.436734,-0.536263,2.831053,-2.484987,-1.144151,1.946498,-1.356592,-3.866739,6.250354,0.592555,-8.526909,0.545668,0.724879,0.058474,0.650311,-0.417407,-2.145244,1.655071,3.742268,-5.301951,-1.380783,5.429557,-0.09185,-4.668887,-0.250602,yes
-63.79697,-36.22438,42.71106,13.15343,-6.176728,-36.9487,6.87227,30.09195,-0.825403,-21.86285,-7.921186,17.27429,20.00143,-1.735605,0.236327,-0.267799,0.642996,-3.793497,2.624236,3.175687,-4.829557,-4.799628,9.313593,1.031338,-10.52998,0.128576,2.321937,1.413672,-0.830342,-0.882137,0.113189,1.744318,1.021256,-3.376073,0.544148,2.795371,-0.737992,-1.350058,-0.483833,yes
-77.35643,-45.93767,43.97439,17.55374,-15.1075,-35.86442,13.34357,18.18217,-9.467268,-5.887019,-3.005575,-5.404475,19.79119,0.447157,1.97516,-2.053364,1.397957,-2.664889,2.207184,4.555076,-5.180429,-4.788886,8.758092,2.973364,-9.324809,-0.608071,1.958373,1.408757,-1.15543,-0.471673,2.010986,0.911368,-2.337558,0.347572,1.583307,0.128243,-1.165215,1.724715,-0.504539,yes
-51.11947,-21.67183,36.22481,3.656707,-11.6672,-24.64917,19.28536,24.0048,-33.2907,1.920172,12.62227,-3.846988,19.08092,3.704194,5.881342,-4.851812,-0.905654,2.169008,2.747212,0.254082,-4.115204,-2.577831,9.181311,-0.537324,-6.18315,-1.194756,-0.874894,-0.855333,-0.482984,0.962402,2.345359,-0.466625,-4.090614,1.271749,3.449263,-2.684886,-1.163731,2.61431,-0.297513,yes
