@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute birdornot {yes,no}

@data
-19.05577,-7.72339,-2.191236,16.01398,4.64464,3.632752,-0.306085,0.895033,-1.066528,3.891676,-4.239224,1.835163,15.41435,1.33588,-0.489912,-0.479083,-0.448049,-0.583531,-1.032854,0.098729,2.34321,-0.213461,-1.347686,1.920478,-0.293072,0.04176,-0.161869,0.920793,0.465972,0.072559,0.14554,0.026537,-0.447857,-0.767429,0.554103,0.466846,-0.27349,0.09288,-0.018084,yes
-12.4056,-20.898,-3.688096,12.12214,-12.90915,-3.411928,2.723698,5.518078,-8.972231,-2.768473,-0.966064,-2.186541,15.55372,1.102483,1.454096,0.730375,-0.01792,-0.512809,-1.048187,-0.497526,1.654267,1.0477,-0.216366,1.259832,-0.10963,0.010647,-0.415733,1.171786,0.458355,-0.052577,0.670713,0.38223,-0.720754,-1.243985,0.521107,0.699301,-0.066619,0.679997,-0.026839,yes
-15.70145,-3.585645,-3.838219,15.71965,10.50388,1.990823,-1.327332,10.29956,1.81902,0.48332,3.726585,2.380654,15.55346,0.643235,3.142051,1.246046,-0.300318,0.108807,-0.892501,-1.842428,-1.149463,1.926472,0.420881,0.883351,0.079606,-0.033102,-0.356738,-0.343596,-0.26181,-0.287313,0.378132,0.568849,-0.309191,-1.267086,-0.130687,0.371793,-0.104695,1.020198,-0.020149,yes
-15.22051,-2.52178,2.284131,16.07155,-0.849027,-0.787216,-2.283091,4.464102,2.7292,4.514027,-1.922967,1.014269,15.39802,-0.396465,3.553036,0.950129,-0.784802,2.423862,0.808119,-2.534463,-2.130379,1.322108,1.264533,2.105947,2.920575,-0.055005,-0.243916,-1.316705,-0.744506,-0.091906,0.374949,0.557395,0.148488,-0.643048,-0.700105,-0.381616,-0.141807,0.647255,0.000687,yes
-14.43214,-1.201244,1.052883,12.53769,-0.841387,-2.142108,-7.014831,-4.325295,2.715117,2.354833,0.655981,0.632786,15.32669,0.301663,-3.25736,-1.898011,-1.501171,-0.161207,0.883236,-0.428759,-2.099897,-1.004098,-0.22917,0.973945,3.292818,-0.026158,-0.240473,-1.626757,-0.189284,0.547309,0.003709,-0.327716,0.786222,0.544704,-0.986496,-0.208297,-0.809216,-0.502865,0.017534,yes
-15.02258,-4.325019,-1.383002,9.789115,4.882792,2.695135,-7.104869,2.178612,-2.809742,2.618434,11.09897,13.29027,15.39208,0.053689,-1.929722,-1.420128,0.122976,1.496943,0.850919,-0.461922,-1.085756,-0.98754,-1.799419,0.505502,1.520041,0.010612,-0.225747,-0.430928,0.721115,0.906413,-0.684576,-1.243988,0.642447,0.741683,-0.581454,0.109489,-1.280164,-1.838835,0.014715,yes
-14.2921,-18.97083,-11.49471,11.35502,6.831939,4.66583,-1.060237,0.942819,-0.432001,0.285267,2.085341,12.70674,15.42564,-0.784204,-2.250354,1.484754,1.982338,0.590812,-2.552478,1.052412,1.051746,-1.851184,0.911371,-2.362506,-1.734454,0.021758,-0.313733,1.853824,1.531103,0.558525,-0.50656,-0.878845,0.000202,0.267402,-0.081812,0.445592,-0.487624,-1.894965,-0.008216,yes
-15.02208,-3.285599,1.457287,17.27776,2.799023,0.063407,-7.569999,-3.598737,-0.634943,-3.448287,-0.110135,2.577494,15.40161,-0.982265,0.894894,2.86432,2.005511,-1.375026,-3.693963,-0.062815,0.002217,-1.16162,1.241709,-2.626647,-3.759967,-0.005386,-0.065972,1.483467,0.814876,-0.731299,-0.786776,0.555907,-0.089922,-0.199212,0.426378,0.06808,0.288714,-0.421527,-0.01796,yes
-18.35341,-12.97272,7.056507,18.70506,3.154559,-13.58864,-1.520206,3.82211,-7.628203,9.94505,-5.551993,-2.683096,15.43071,-0.749028,4.599452,3.615279,0.350189,-1.258022,-1.238547,-0.627301,-1.306872,-1.326116,0.478225,0.101899,-3.542005,-0.059241,0.487366,0.538187,-0.834305,-1.288419,-0.255866,2.048327,-0.183817,-0.63287,0.783054,-0.995844,1.250953,1.19191,-0.016574,yes
-17.90325,-2.849602,3.662991,16.14165,-0.15365,-6.647445,-7.188962,0.750049,-5.01974,3.997089,1.784406,2.185349,15.36261,-0.293762,2.06271,1.588988,-2.717445,-1.512522,2.973487,-0.071676,-0.902507,0.881814,-1.242444,0.716868,0.316184,-0.038687,0.710203,-0.768119,-1.327447,-0.988721,0.285968,1.587638,0.180153,-0.068323,0.463825,-1.071083,0.699654,1.575308,0.011009,yes
-16.59666,3.808434,5.478837,13.67402,2.018164,1.828522,-4.387259,-7.765934,-4.870183,-1.046298,1.647567,-4.807211,15.14893,1.308372,-0.143326,-2.049105,-2.098277,-0.619769,4.355431,0.137756,-1.660242,1.042368,-2.825773,2.220503,2.187022,-0.044461,0.30791,-1.425402,-0.785563,-0.197007,0.284869,0.191944,0.146177,0.672849,0.011549,-0.312112,-0.225589,1.070179,0.041585,yes
-17.36927,-1.362627,10.19106,6.206055,-4.195388,7.222262,-6.494851,-2.31725,2.395119,-4.164834,-0.125574,5.220471,15.34906,1.540051,-0.574312,-0.940723,-1.713861,-0.264312,1.447241,0.455423,-0.162714,-0.02674,-2.461706,-0.18768,1.252059,0.042267,-0.312918,-0.274735,0.225473,0.597534,0.821165,-0.079453,0.253093,-0.049872,-0.736512,0.831433,-0.906593,-0.596793,0.023829,yes
-12.07854,-14.43284,-6.453056,13.18147,2.076585,1.253662,-1.178481,-2.945452,-6.123792,-0.102854,6.505513,6.734455,15.21519,-0.126385,-1.209048,0.952318,-1.136636,-0.457785,0.484294,-0.159966,1.687475,-0.814093,-0.472703,-0.57377,1.340951,0.108206,-0.796556,0.085038,0.592816,0.898649,1.02492,0.351105,0.238501,-0.237464,-0.553117,1.04274,-1.241047,-1.321383,0.007317,yes
-12.46205,3.399476,4.925323,7.818621,-1.504418,0.876188,-6.516233,-2.473759,-4.526634,-8.783164,-1.582966,2.67481,15.54082,-1.14097,1.221896,1.215641,-0.210596,2.512311,4.511788,1.342649,-2.825727,-1.872517,1.738186,-2.418959,-2.244743,0.004123,-0.473334,-0.754859,-0.909017,1.426028,1.265492,0.532467,0.431039,-0.281915,-0.337079,0.725106,-0.167342,-0.852051,-0.028668,yes
-19.68219,-4.617858,12.8733,7.184556,-1.616246,7.423027,-5.176396,0.749697,-5.479769,-1.100649,-0.492586,3.170372,15.59408,-1.333899,-0.616238,-0.163207,1.643335,3.116522,4.57868,0.886648,-1.516053,-0.800328,0.287983,-2.869093,-2.67149,0.011199,0.381957,-0.255413,-1.48,0.942469,0.376045,-0.941477,0.198053,-0.008869,0.322332,0.188129,0.250491,-0.261042,-0.036202,yes
-19.27229,-0.160636,6.606094,8.151533,10.21258,26.69652,2.217354,-18.29346,-7.289476,5.024996,-8.721322,-4.2212,15.18023,-0.222861,-4.645013,-4.928046,4.026292,4.275995,2.062382,2.087309,0.029477,-1.719015,0.783479,0.123271,-1.001975,-0.052567,0.649003,0.385005,-0.605354,-0.220819,-1.215205,-3.073817,-0.466925,1.301372,0.802987,0.156942,1.096628,0.819705,-0.000827,yes
-15.34291,-15.73397,-8.109478,21.23169,11.80069,11.23689,-1.112033,-2.61587,-8.744012,-5.567019,-4.270774,-3.174991,15.45147,1.324344,0.447343,-3.37584,1.457266,0.540599,-2.998389,0.457968,0.21553,0.720815,0.945295,-0.592429,-0.585645,-0.044459,0.38389,2.142469,1.083416,-1.714354,-1.732657,-2.557894,-0.819445,1.007513,1.456467,0.435298,0.532321,0.934026,0.000499,yes
-15.746,-14.26754,-9.223518,20.92651,13.16709,9.281165,1.888133,-0.643593,-11.48959,-2.632584,0.922481,0.837616,15.34929,0.774923,2.615132,-0.204811,-1.221656,-2.275753,-7.068761,-0.777636,2.81534,1.381846,2.194242,1.925847,0.810861,0.027818,-0.052737,2.424098,2.073555,-1.674592,-1.611911,-0.971798,-1.319588,0.070871,1.209719,-0.088546,-0.200394,0.676864,0.013857,yes
-14.82362,4.672307,3.908901,8.083395,-0.390507,1.138759,-2.721946,-6.997586,0.224362,7.454615,-8.276632,-2.287262,15.28726,0.086659,6.466037,2.892253,-4.304459,-2.27089,-3.64522,-1.778105,2.128581,4.931575,1.759093,-1.108778,1.092221,-0.0265,-0.472895,-0.018749,0.889547,0.189786,0.099927,1.002643,-0.870252,-0.892129,-0.309899,-0.848979,0.208318,0.890392,0.004223,yes
-15.65732,2.711881,-0.42715,8.6174,4.929416,-3.598216,-0.865871,-2.025902,-4.864432,9.485392,2.91084,-0.61076,15.40143,0.132296,4.466129,2.305682,-1.465804,-2.377816,-2.473192,-3.392594,-0.572692,2.2242,-0.066148,-0.620526,1.543409,0.007739,-0.52121,-1.734646,-0.206009,1.261214,1.174626,1.75314,-0.000448,-1.453709,-1.266553,-0.884507,-0.437786,0.407611,-0.007491,yes
-14.95396,8.106503,1.953605,5.863952,4.565077,-0.549518,-8.625558,8.718187,12.60128,-2.83054,-10.80884,3.0103,15.2929,-0.718817,-0.571903,-0.183354,2.52827,1.091268,-0.282957,-2.585813,-2.551098,-1.249858,-2.169403,1.722347,3.500041,-0.013304,-0.875029,-2.606751,-0.084897,0.525638,1.72429,-0.445929,1.646186,-0.518582,-3.829591,1.87133,-0.078478,-0.172212,0.094057,yes
-15.01935,6.346012,3.282538,14.70721,-1.199784,-2.240655,-12.12303,-11.36494,-6.557045,2.179252,-0.914045,5.905882,15.38516,-1.428391,-2.53913,0.302946,1.668047,1.9163,0.015807,-0.376022,-2.113366,-1.860201,-0.264046,-1.678645,1.645005,-0.016237,-1.333587,-1.376467,0.925399,-1.30637,1.007339,-2.211447,3.780095,1.082468,-4.601743,5.024791,-1.328804,-0.774907,0.21917,yes
-18.73669,-0.004272,1.137288,17.67984,8.130431,-0.954807,-10.02243,-15.08356,-5.178621,0.260671,2.247546,11.95462,15.22887,-3.508144,-3.065087,3.469138,-3.243193,4.203503,-7.119363,4.944539,0.306009,-12.17418,11.21469,-0.972109,0.180362,0.455772,-1.223773,0.306131,1.362209,-1.793851,-0.612512,-2.870592,4.260627,1.506888,-4.512647,6.051096,-2.376298,-1.376098,0.310829,yes
-20.90791,-5.928383,1.49574,11.04969,12.72824,-3.316537,-2.047544,-0.691859,-5.275486,6.619555,-12.01058,3.142104,15.35225,-5.140976,-1.169616,5.10643,-5.111922,1.102763,-10.11223,11.7427,3.411096,-15.32235,18.36576,-5.917316,-0.671287,0.869051,-0.763984,0.538137,0.411901,-0.290952,-1.321213,-1.272852,2.76538,0.802949,-1.877353,3.335229,-1.134726,-0.310895,0.258404,yes
-29.5504,-1.081737,20.1927,-8.523255,18.61858,-35.60839,11.05939,4.911692,-48.9104,51.02278,-10.12112,5.294,17.58821,-4.981391,0.273996,4.225947,-3.051003,-1.564525,-9.571902,12.65796,2.221112,-17.08202,18.77118,-8.039805,-2.222306,1.098197,0.410986,0.242257,-1.165949,1.323426,-1.231374,1.989977,-0.110365,-0.428317,2.965336,-2.510723,-0.114015,-0.184352,0.007309,yes
-35.31738,1.036665,19.28698,2.249148,-0.930042,-35.47499,36.04957,-4.307084,-61.30292,68.62699,-24.31629,5.879758,18.55075,-4.511689,-1.517987,1.984047,0.117194,-1.805751,-5.122182,9.59417,0.943829,-8.79305,12.63386,-3.818426,1.291862,0.954568,1.40111,-0.089458,-1.318447,0.931371,0.514317,2.782419,-3.06245,-0.639843,4.86387,-5.782397,2.03769,-0.548333,-0.20061,yes
-36.43891,-2.116814,13.3714,6.825098,7.136948,-32.73509,34.2188,-2.170388,-62.57499,63.11284,-31.79862,-0.525738,19.12061,-1.767857,-1.679618,-0.799413,0.759381,-0.499112,0.335498,5.466981,-0.601941,-0.612154,1.527029,-2.591631,-1.722973,0.449558,1.61394,0.332493,-0.602863,-0.086413,1.172073,1.587638,-3.595911,0.510766,4.135412,-5.866719,3.497415,-1.035607,-0.294033,yes
-40.0221,-13.00078,14.82662,3.961483,9.440302,-30.3641,34.3436,7.568328,-42.40844,63.74381,-20.26396,12.51128,19.3589,0.257808,-0.640098,1.026874,-2.360259,3.141643,-1.153828,0.02594,1.623406,0.762065,-1.924153,1.547048,-3.662617,0.19032,1.275287,1.14731,0.119603,-0.283513,1.199759,0.005459,-2.958108,1.436883,0.845056,-4.459445,3.224757,-2.115733,-0.25043,yes
-36.03732,-2.461106,18.42581,-5.582516,10.93785,-36.48635,39.24728,-4.03572,-61.41841,61.09951,-25.10544,-6.636626,19.43193,0.70356,1.497516,1.690216,-2.24434,1.822142,-3.617889,-0.537484,4.435152,-1.182514,-3.283414,6.764534,-4.9231,0.010155,0.207124,0.573692,0.388121,0.458156,0.857456,-0.18256,-2.340876,1.559723,-0.387428,-2.398821,2.623121,-0.292439,-0.126084,yes
