@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute birdornot {yes,no}

@data
-29.1713,-13.03837,-4.888379,3.827679,-5.095354,-16.95585,-7.452522,20.4067,10.48577,4.366673,13.53565,9.453988,27.09958,-2.426102,-2.898369,-3.775541,2.38207,8.980516,2.569591,-1.069181,-4.573563,1.245967,4.540831,-11.50202,-3.257608,-0.048101,-0.557931,0.145554,0.334351,1.010195,-2.017888,-2.451419,1.564589,1.476615,-0.048196,-2.907299,1.834882,2.274195,-0.010568,yes
-32.45386,-19.97118,-10.25088,8.557174,14.63916,4.055587,-1.166629,10.10908,18.19374,15.08828,0.654223,-1.806379,27.03256,-3.646504,-2.358852,-3.982383,3.802467,8.358815,-3.286332,0.086263,0.395703,3.013285,-1.49138,-11.63191,3.031646,-0.083092,-0.408575,0.447865,1.038665,1.349211,-5.272161,-2.915408,2.72445,1.370043,-1.118689,-3.575691,5.173203,2.145764,-0.004087,yes
-39.66054,-24.06381,-21.08483,13.37328,29.93998,-14.61362,-15.94137,2.687701,12.86162,21.71002,-37.53374,-1.203867,26.89259,-4.605556,-2.440361,-2.000365,6.722844,-0.798071,-6.759542,6.176044,0.32488,0.121329,-6.979556,-2.262669,4.968743,-0.083444,0.294729,0.677841,1.543158,0.699419,-6.015072,-1.707684,2.679869,0.552846,-1.60192,-3.515524,7.193624,1.052239,0.010252,yes
-42.15921,-19.31991,-16.70207,18.06721,19.18106,-34.55863,-2.77678,31.24472,24.36427,-11.7619,-19.0892,29.94115,26.78762,-3.379248,-0.88805,0.530194,6.957736,-12.49099,-7.342883,8.930455,-0.172571,-3.78516,-7.577428,9.744321,3.358039,-0.050865,1.057073,0.587146,1.352383,-0.521174,-4.148201,1.51776,0.440668,-1.661293,-2.383081,-0.415732,5.380019,-2.143544,0.023895,yes
-47.34641,-25.56581,-11.66461,32.68688,-11.35666,-31.44645,24.23277,11.46328,8.00715,-17.10602,12.09401,18.42394,26.80483,-1.086084,-0.244568,1.68396,4.301532,-10.66994,-3.940554,7.908069,-1.525197,-3.36441,-9.993765,13.77799,1.840389,-0.012957,1.304159,0.729341,0.675616,-1.765315,-0.044225,2.849464,-2.201628,-0.538499,-0.982181,2.03735,-0.006548,-3.502305,0.020283,yes
-45.50717,-23.66043,-12.31002,33.68906,-27.16749,-24.24241,23.39857,4.858433,1.695175,-3.390832,24.56194,5.169912,26.82211,-0.120875,-0.521019,0.937371,2.407254,-7.446257,2.892972,1.423593,-6.985725,-7.15925,-2.062933,7.247859,-6.121898,0.001139,0.935103,0.614166,0.084595,-2.308587,3.302168,1.648136,-2.643747,1.146186,1.006152,1.974378,-4.476544,-1.83696,0.009007,yes
-43.41698,-23.11639,-14.86105,27.07002,-0.235448,-39.4745,10.5113,8.254857,7.37412,-32.44433,9.530623,20.3837,26.81055,0.286054,1.022831,1.174126,0.171511,-3.541564,2.369849,-1.078667,1.038961,-3.102534,0.449944,-1.047177,-7.802814,-0.008032,0.479746,0.584438,-0.366731,-2.245,3.348755,-0.272385,-1.840085,2.45614,2.32345,1.917832,-5.519925,0.869691,0.001417,yes
-44.7283,-23.14971,-10.41699,32.91191,-23.61083,-16.07975,11.20192,-2.079696,-11.11546,-14.40741,18.4318,-1.648222,26.79045,0.610198,1.549082,1.208085,-2.52019,0.45566,-2.257402,0.20509,4.276282,1.114663,-2.927392,-5.225816,-1.005159,-0.008291,0.374433,0.270899,-1.107945,-2.085689,4.837882,-2.158848,-1.635092,2.642364,3.083214,0.934767,-4.633578,4.124639,0.001698,yes
-46.30557,-20.70701,-6.740496,33.933,-30.84281,-23.67854,24.93776,20.12716,-1.100201,-9.348009,9.923205,-17.18106,26.7805,0.947109,1.642574,-0.28505,-4.459747,2.122876,-2.72729,-0.683105,5.124499,4.115886,0.027624,-7.584798,3.630473,-0.001158,0.236671,-0.337529,-1.626075,-1.301472,5.027953,-0.81377,-3.230251,-0.550003,1.373715,2.417709,-2.85559,3.914799,0.003193,yes
-41.01188,-17.11971,-10.32988,17.65661,-9.585511,-43.42741,17.21079,20.3037,11.50565,-29.57596,-1.763428,18.9265,26.79568,1.420763,0.523603,-3.872767,-5.705564,13.91093,-5.352699,-6.949647,4.183327,4.647612,2.822064,-12.65122,8.784656,0.006194,-0.106435,-0.373718,-0.937516,0.284146,2.789418,1.152469,-3.86385,-1.897962,-0.007591,3.897196,-1.65163,0.351177,-0.002205,yes
