@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute birdornot {yes,no}

@data
-23.15278,-2.291738,3.382114,6.996135,-3.011148,-8.091126,-0.432842,8.848289,12.55948,-2.47454,5.078915,-2.075628,27.09705,1.311248,-0.261486,-1.216106,-3.710307,-1.231156,3.853601,0.544882,-1.658904,-2.644476,0.906857,-4.19426,-1.465393,0.000226,-0.275952,0.064897,0.382062,-0.003299,0.239257,-0.260922,-0.149498,0.100158,-0.007813,-0.126549,1.324932,0.826034,-0.000601,yes
-22.3258,0.168072,2.439776,-2.834743,-10.09341,-7.874242,-4.618673,3.283893,11.41132,-3.198672,-6.938643,-2.467641,27.09771,0.992701,-0.627582,-1.820794,-3.950844,-0.390458,4.272581,1.517003,-0.855459,-3.172621,0.483347,-3.04655,-0.208409,-0.001289,-0.53878,0.106798,0.648795,0.296636,0.233793,-0.499937,-0.131161,0.907513,0.35932,-0.761375,1.594679,1.168187,-0.000615,yes
-17.01003,-4.82907,-2.227246,-6.63996,-5.625799,11.06844,4.384485,3.335967,-0.088824,2.421808,-9.883607,-9.206586,27.09785,0.090762,0.24605,0.996545,-3.606532,-0.455219,2.339504,-0.688668,-1.559837,-2.419466,0.485867,1.856546,2.036286,-0.002021,-0.758307,0.160048,0.679089,0.929169,0.254472,-0.987594,-0.470588,0.907348,0.627017,-0.930756,1.759108,1.179329,-0.000136,yes
-21.26065,-4.160983,-2.917176,-5.940036,-3.656113,3.691993,4.743508,7.327156,3.020523,-2.505978,-2.672576,0.447807,27.0902,-0.772408,0.018739,0.921543,-2.279014,-0.450163,2.110966,0.505854,2.829127,-0.96038,-2.689524,0.753732,2.624705,-0.001727,-0.560159,-0.0474,0.44694,1.183715,0.189878,-0.657795,-0.666492,-0.028437,0.716865,-0.03802,1.19013,0.210129,0.000101,yes
-23.23154,1.103038,11.04332,-9.483879,-8.505894,-2.176726,-8.557271,-0.972526,4.657545,-0.391554,12.22861,6.648078,27.0907,-1.597733,0.215595,0.808171,0.099624,0.071055,-0.00356,-1.302484,1.035542,-0.615511,-2.160488,2.701139,3.014694,-0.000234,-0.557016,-0.47987,-0.490326,1.162662,0.425011,-0.159077,0.263112,-0.610339,0.588631,1.378055,-0.224224,-0.392122,-0.000891,yes
-23.07708,-2.704289,0.412211,-12.80785,-10.90418,9.303168,4.381474,19.58378,4.236234,-15.23961,-14.22609,2.728551,27.09265,-0.963847,-0.849357,0.508092,0.114651,0.295793,2.155137,-1.508551,-2.295334,-0.490274,1.616424,2.481804,0.353032,-0.001679,-0.580368,-0.251041,-0.071156,0.37269,0.541719,-1.180142,-0.151327,-1.217107,0.055208,2.538463,-0.386049,-0.568557,-0.001968,yes
-24.09048,-4.479441,0.148913,-2.707929,-1.646494,8.245052,-1.946918,2.385367,-3.774234,-2.013816,9.398845,4.726513,27.09546,-2.5986,-1.719253,-1.248359,1.009946,1.296857,1.522033,1.634095,-2.0493,0.288634,5.223166,-0.128611,1.21151,-0.0065,-0.335623,0.235203,0.363479,-0.685421,-0.099442,-1.852116,-0.07848,0.358357,0.918597,1.938702,-1.318027,-0.802058,-0.002253,yes
-25.65042,-5.61653,5.070485,-8.754757,-5.606848,9.256787,-6.104424,-5.828462,4.785042,6.387275,11.15133,3.173749,27.07943,-3.173816,-0.269043,1.594027,-0.870725,1.645532,-4.552543,-1.719068,-1.713986,-1.136411,6.310964,0.238363,0.68351,-0.008432,0.035085,0.851369,0.582161,-0.519732,-0.198288,-1.723783,-0.474258,1.434376,1.726957,0.001538,-1.088322,-0.551803,-0.00051,yes
-34.93787,-6.037105,2.472386,-6.460701,-4.670275,5.456628,4.856154,1.487091,5.826313,14.91083,-1.103156,12.48303,27.06481,-2.170864,1.101453,2.082599,-2.834792,-1.101022,-5.910298,-1.589623,2.536655,4.300543,5.185752,-2.767278,-1.160833,-0.008123,0.949763,1.035636,0.685463,-0.403797,-0.847185,-0.361895,-1.377203,0.955826,1.340408,-2.454881,-0.080141,-0.428422,0.001563,yes
-33.52246,-3.270673,7.220611,-15.2851,-1.164626,-12.06533,-7.615403,11.46299,-6.246096,7.852882,-7.783275,2.267839,27.06582,-1.00229,1.997133,1.753418,-0.56164,0.503293,-2.747616,-2.267981,2.583567,6.138558,1.642822,-1.640473,-1.219813,-0.003419,1.057326,0.169132,-0.165006,0.693964,-0.723007,1.893761,-0.450965,-0.220223,0.627138,-3.657288,0.520226,0.684492,0.00204,yes
-31.00878,-0.145104,9.486845,-13.61672,-9.372716,-10.64538,-9.139546,6.422918,23.24405,23.18214,5.029756,-0.624699,27.06165,1.064453,2.325838,2.09926,-1.163584,-2.367949,-1.189906,-4.977464,0.581052,3.353189,-4.71717,0.410099,0.021061,-0.001193,0.624672,-0.751568,-0.726053,1.578649,0.495012,2.190842,0.594865,-0.969284,-1.531197,-3.162143,1.10982,1.577831,0.00188,yes
-32.62642,1.423135,10.33034,-7.984945,-0.739162,3.569712,-10.44648,4.621459,26.76896,10.46573,-0.11749,3.628549,27.06392,0.495155,-0.035576,0.760666,1.763491,-1.336038,2.556068,-2.279971,-1.837298,2.472956,-7.024014,1.250803,3.515024,-0.001698,0.390804,-1.187565,-1.142339,0.864788,0.537968,0.665727,1.218845,-1.192635,-2.383339,-0.8595,0.279386,1.054326,0.001318,yes
-30.06363,3.245181,11.41382,-15.92869,-16.72275,-8.310426,-18.61563,7.813117,6.084731,-9.981443,-2.885552,11.90798,27.0598,0.203774,-1.64003,-1.051291,3.895885,2.293705,2.392071,1.390697,-0.099334,-1.522641,-6.291546,1.336186,4.360903,0.000414,0.568536,-0.674819,-1.512966,0.386682,1.036795,0.098342,1.625633,-1.409761,-2.223448,2.028195,-0.518309,-0.691218,0.001789,yes
-31.51926,-5.143694,10.06045,-5.311653,-4.169799,-0.452472,-14.27722,1.581399,14.69835,-10.6854,2.428392,13.57662,27.05826,1.382066,-1.957758,-2.383002,1.232569,0.862306,-1.20997,0.642164,-3.039414,-3.340222,-1.867491,-0.706588,1.881894,0.002368,1.112949,0.642933,-0.83046,-1.28967,0.151775,-0.241057,1.306653,-0.48126,-2.14754,3.059683,-0.56115,-2.210124,0.001044,yes
-30.54349,-5.061841,4.365334,4.52606,3.81113,3.32607,-0.270694,7.446278,21.66615,2.299975,10.43775,16.20578,27.06655,3.463677,-0.087168,-3.893735,1.035288,1.716854,1.184823,1.689631,-5.866693,-4.85746,2.845541,-1.20275,-2.618466,0.00572,0.547682,1.224586,0.221727,-1.37663,-0.383988,0.467872,0.845449,0.973869,-0.371498,2.229917,0.109033,-1.862474,-0.001179,yes
-25.47616,-4.212142,1.939576,-12.04948,-6.694575,-8.298385,-16.40813,-10.39219,2.277142,-5.012434,-10.31208,10.88912,27.07238,4.42995,2.402658,-1.970414,-3.254558,-0.28874,1.954409,4.103827,-1.359918,-6.597333,3.705859,-0.28548,-4.045913,0.000869,-0.976338,0.908749,1.260129,0.24127,0.601703,1.005504,0.249781,2.955061,1.400774,0.907177,1.943637,-0.19166,-0.009557,yes
-15.7668,2.343565,-3.994418,-7.383342,-6.876095,1.536644,-9.102016,-15.53355,-11.99197,1.409782,-2.529066,0.159403,27.08134,1.418244,2.302695,-0.14895,-0.743703,0.949291,3.149243,3.88711,3.930261,-1.751574,2.071364,1.670795,-1.987565,-0.004732,-2.682418,-0.399927,1.868818,0.700625,0.806084,-0.618077,-1.572771,2.578738,2.700277,-0.675956,1.515094,1.440017,-0.018621,yes
-16.75785,3.166893,4.388258,-15.62974,-0.269888,10.21428,10.65758,6.271722,-1.459257,8.288992,7.484396,1.370244,27.05521,-2.476909,1.391055,2.045251,3.328416,4.2546,2.83534,0.792329,6.837416,2.110708,3.055484,7.574824,0.608143,-0.040189,-2.657506,-0.972813,1.379687,1.048685,0.292273,-1.566783,-2.767667,-0.194238,2.243442,-1.702329,-0.287466,1.441996,-0.022469,yes
-27.81142,2.762115,2.396241,2.597675,5.34524,9.815952,5.632001,18.76562,14.77649,6.006084,9.893484,11.0274,27.05148,-6.494986,-1.581004,3.442523,1.246924,3.475604,-2.34603,-4.518477,2.92833,4.289905,-0.209053,2.442568,2.254588,-0.066857,-0.92094,-0.867573,1.050426,-0.608781,-1.009701,-1.815541,-1.539115,-2.216017,-0.337801,-1.733276,-1.976317,-0.343543,-0.013242,yes
-31.83839,2.533859,8.9705,-0.397905,8.467757,1.73866,-19.81349,6.645297,-0.553545,7.966835,21.35077,8.495837,26.88636,-4.900967,-0.519558,3.132287,0.993555,-0.090531,-3.131871,-5.531713,-1.830143,1.599137,-3.665578,-2.108696,1.04299,-0.080415,0.933055,-0.566914,0.109499,-1.251611,-1.993331,-0.684144,0.974576,-1.889314,-1.762743,-1.477301,-2.961539,-1.453451,0.006135,yes
-40.70146,-5.244937,10.92708,-8.764639,6.133101,-5.955691,-16.45886,-1.078688,9.004705,0.525594,2.750587,7.869547,26.83148,-1.974429,-1.079864,4.559663,-2.620179,-1.92665,-2.944854,-0.646442,-2.816042,-3.184795,-3.234487,-3.36903,-3.922702,-0.050827,1.720482,-0.46837,-1.063879,-0.223425,-1.792423,0.972141,2.567918,-0.441888,-2.641086,0.119446,-1.347599,-1.620704,0.020354,yes
-34.81767,4.572627,15.78427,-4.98081,-1.116474,2.44075,-5.955549,7.043162,9.422318,-7.298656,0.512363,8.164122,26.76314,-0.071912,-1.694082,2.034175,-0.996087,-3.010928,-0.285966,3.729189,0.26303,-2.96566,-2.818304,-4.327071,-3.570467,-0.017527,0.806001,-0.844864,-1.656309,0.078611,-0.511773,1.468485,1.624311,-0.242754,-1.364276,1.551483,-0.204578,-0.093578,0.024612,yes
-36.19393,-3.65659,21.78767,-8.211766,0.504104,-5.259361,-4.529178,4.486483,-6.13542,-2.533605,3.467535,-8.420252,26.85896,-0.307106,-3.335591,-1.327816,1.124622,-4.026313,1.091722,3.690664,-0.327697,-6.633128,-0.03546,-3.186239,-3.542205,0.003468,0.128714,-0.15604,-2.006189,0.438534,0.290238,1.652299,-0.987428,-0.921594,0.958455,0.733263,0.380971,1.805404,0.018888,yes
-34.45172,-6.730725,13.71108,-5.654778,-3.772386,-0.039335,-7.132386,5.177862,-7.811781,-4.595083,-0.643063,-1.211596,26.78499,-1.704624,-3.616016,-2.205521,-0.485791,-1.599565,2.192264,0.421292,-4.288087,-3.498079,2.492321,-3.22298,0.384853,0.015498,0.244857,1.033935,-0.986163,-0.402423,1.088379,1.001033,-2.910992,-1.455558,2.594204,-0.471234,1.09011,1.941402,0.01718,yes
-42.41996,-16.27122,5.324596,-2.804545,-12.67051,0.742962,2.582873,-1.784523,-15.54388,-1.003493,-12.6029,-5.153617,26.83789,-0.514505,-0.899098,-3.351432,-0.682656,-1.181141,4.077528,-3.929633,-5.148453,1.873688,-2.223485,-2.016221,3.126661,0.027101,1.021646,2.145322,0.503221,-0.518347,1.320574,0.248911,-2.825737,-0.363637,3.664618,-1.654555,1.469669,1.069172,0.01564,yes
-40.22777,-7.200141,12.9882,-10.11338,-2.526994,10.40091,-7.405114,-11.26177,-3.363846,4.397897,-7.567321,8.455067,26.85116,1.256074,2.257344,-1.884834,-2.104565,1.008379,3.226294,-7.015625,-4.604381,5.751952,-4.080459,0.538469,2.80211,0.056556,1.19071,1.685565,0.980715,0.2849,0.53184,-0.793397,-0.148802,1.898004,2.244542,-0.793601,1.655432,-0.202615,0.010982,yes
-35.87843,-7.917373,5.391949,-9.395749,-6.024297,9.908156,-24.04098,-13.03597,1.009054,-18.14752,-3.15144,2.379724,26.96137,3.320776,4.454339,1.027944,-0.657728,1.272586,1.819264,-6.719562,-1.987735,7.064946,-5.021847,2.28138,0.595024,0.061138,0.530137,0.176788,1.083174,1.147102,0.572041,-1.018681,2.413813,2.289604,0.127646,1.53649,1.057,-0.819833,-0.000159,yes
-31.44212,0.379076,4.253229,-12.882,-2.053597,11.50954,-28.89858,-12.21832,12.67152,-16.42536,-2.676448,9.032286,27.00603,2.331286,2.135092,0.508367,0.926246,-0.16723,-0.645586,1.072245,3.621571,5.129001,-0.076503,2.905379,0.637598,0.053387,-0.347189,-1.365487,0.488349,1.534296,0.248137,-0.495452,3.301687,1.745817,-2.067036,1.906944,0.017723,-1.129575,-0.02038,yes
-30.20891,2.210869,14.8318,-4.708874,-6.544276,9.284968,-20.2682,-11.24492,11.76317,-15.7011,-3.641433,-2.467107,27.06615,1.598576,0.04597,0.867838,3.537448,2.266866,0.920063,4.095498,2.18659,2.823395,3.456986,2.085326,0.10975,0.027889,-1.411399,-1.776007,-0.470269,-0.034744,0.583015,0.090724,1.862945,0.096951,-3.107619,1.100419,-1.174249,-0.834785,-0.034855,yes
