@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute birdornot {yes,no}

@data
-27.04412,-9.673358,-7.433447,1.468307,-1.196553,3.374224,5.714157,8.405134,13.35162,14.65051,16.81035,14.77569,27.10678,-1.801851,1.364066,-0.077895,0.72238,2.608506,2.040613,2.434537,2.672121,1.357753,0.30161,-1.115813,-2.836223,0.00003,0.202507,0.299944,-0.253968,0.308097,-0.214798,-0.304984,-0.397579,-0.623943,-0.686395,-0.176826,0.161257,0.536962,0.00004,yes
-31.39975,-4.597754,-5.68643,4.12469,4.846561,4.58694,9.241561,17.87031,18.79072,13.6946,17.88602,11.86687,27.1071,-1.673814,2.418962,-0.646281,1.204973,3.021876,1.363731,1.563655,1.010907,0.148456,-0.090607,-1.07587,-1.983701,0.000084,0.499052,0.006236,0.187663,0.331308,-0.79514,-0.947735,-0.95058,-0.772325,-1.119012,-0.442803,0.529953,0.871923,0.000036,yes
-33.87556,-5.390831,-8.69643,3.752015,8.824421,12.97093,16.12314,17.03315,17.42084,16.63652,10.69345,2.048983,27.10678,-0.853335,2.33634,-1.063541,2.02157,1.327831,0.854134,0.882082,0.383012,-1.469573,-0.38641,-0.329497,-0.577674,0.000203,0.681642,-0.412913,0.760406,0.007546,-1.083006,-1.069745,-1.137879,-0.705254,-0.857512,-0.439787,0.608907,1.086886,0.00003,yes
-31.99747,0.280188,-10.03336,6.351317,8.90234,5.394526,8.327943,9.145658,12.05929,13.20448,14.48945,11.22053,27.10721,0.21915,0.909107,1.353243,1.729323,-0.726858,-2.104819,-1.542133,-0.044951,-2.823645,-1.568393,1.140796,0.394116,0.000124,0.475146,-0.895242,1.032121,-0.421291,-0.695334,-0.169413,-0.662723,-0.390681,0.255663,0.200807,-0.088396,0.520613,-0.000057,yes
-31.01193,-0.43063,-10.57769,10.46284,3.414711,7.241102,10.58138,14.68252,9.369472,12.96353,16.86115,12.21048,27.10774,0.659877,0.054431,2.724375,0.497935,-0.932157,-1.573837,-1.701964,-0.326222,-1.443756,-1.158432,0.820387,1.409297,0.000158,0.264107,-0.987896,0.321403,-0.697212,0.077139,0.965217,0.206435,-0.320634,0.888783,0.176857,-1.399189,-0.326241,-0.000132,yes
-31.73582,-2.532319,2.020411,9.415892,3.917127,-3.072239,4.301775,18.82087,8.698178,7.689134,20.50615,8.756698,27.10724,-0.054693,-0.916296,2.620368,-0.139665,0.675202,1.730652,-0.457935,-0.587881,1.413863,1.299441,-2.092793,-0.374123,-0.000179,0.119526,-0.597335,-1.122767,-0.576174,0.397508,1.71998,1.18233,-0.235715,0.765846,0.157401,-1.622273,-0.566224,-0.000054,yes
-30.707,-3.712423,-1.10144,4.709403,6.656243,9.335128,9.626404,10.56444,11.88262,13.60203,11.78703,10.32738,27.10755,0.60412,-1.690438,-0.090091,-0.529995,1.012495,3.762485,1.372157,-0.948695,0.855587,-0.93604,-5.708647,-1.82476,-0.000305,0.052777,0.04458,-1.652091,-0.240319,0.107653,0.419181,1.082531,0.177102,-0.055241,-0.353859,-0.419505,-0.556983,0.000059,yes
-32.4234,-2.660394,-1.669643,8.529714,10.65758,13.00077,6.515753,8.265297,17.87204,19.38243,6.562541,10.29147,27.10641,0.844658,-1.205132,-2.85336,-0.637581,0.288356,3.826917,2.832454,-0.912289,-0.144087,-0.892587,-3.70605,-0.819977,0.000084,-0.135166,0.346265,-0.98405,-0.184504,-0.197014,-0.886714,0.540751,0.669203,-0.289215,-0.337238,1.253649,-0.037814,0.000132,yes
-27.64754,-8.818783,-9.183115,8.255959,5.106958,18.01702,16.33517,15.21683,9.060474,2.436682,-4.710278,2.319294,27.10663,0.474087,0.42175,-2.799218,-0.454701,-0.20047,-0.526065,2.065498,0.721491,-0.940984,-1.831712,-0.470511,-1.152689,0.000323,-0.636383,0.57423,0.466108,-0.063238,-0.01558,-1.286203,-0.37402,0.834472,0.640369,1.124802,2.458314,0.797991,0.000033,yes
-29.04226,-6.0048,-8.20555,4.45471,6.133548,11.7214,15.10966,11.93323,9.388817,8.808875,10.22455,8.660856,27.10811,-0.665504,-0.241063,-0.945317,-1.099834,0.296616,-0.558641,1.899147,1.92304,0.866076,0.061089,1.556386,-0.89923,0.000167,-0.584028,0.323479,1.421897,0.273036,0.202884,-0.691124,-1.186724,0.277505,0.874561,1.259459,1.268497,0.874701,-0.000141,yes
