@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute fingersnapornot {yes,no}

@data
-47.19746,-24.95254,12.0436,5.235334,-9.797371,-1.37523,26.02046,-6.739127,17.65853,28.66099,23.55385,4.737644,20.36052,1.438978,0.448225,-0.6551,0.369377,0.294154,-0.943031,0.039462,0.033258,2.880404,1.624897,1.581199,2.207139,-0.256532,0.2789,0.182234,-0.118762,0.1713,0.050495,0.505765,-0.474065,1.032626,0.053696,-2.62183,-1.758621,-0.58434,-0.04303,yes
-43.32389,-22.44231,13.57164,3.302131,-7.028409,2.725043,28.81985,-2.909328,21.65626,32.9556,22.03108,6.03551,19.97782,1.6632,0.920873,-0.368529,2.19632,1.441159,0.64463,-0.333126,3.279109,2.111084,-4.066193,-1.821022,-1.485705,-0.361355,-0.253397,-0.150793,-0.097719,0.140001,-0.762681,0.619813,-0.665244,-0.558802,-1.106201,-2.715008,-1.831813,-0.750313,-0.029639,yes
-44.77821,-22.50827,10.88741,10.6303,-1.474123,5.642213,22.67851,0.727895,20.04954,17.35581,16.51757,11.62726,19.55475,0.859688,0.275253,-0.737103,-1.07873,-1.479843,-0.451991,-1.313747,-1.452808,-2.614773,-7.420548,-5.464841,-1.114447,-0.386597,-0.276076,0.070032,0.216692,-0.476035,-0.79536,0.752989,-0.085003,-1.391538,-1.499212,-0.514909,-0.603268,-0.273719,0.003949,yes
-42.08334,-20.81227,9.431499,7.959523,-4.234972,1.299846,23.6715,3.225951,16.14397,5.259974,8.990282,-5.777345,19.02218,0.354215,0.345389,0.112839,-0.498046,-3.361561,0.589607,-0.944984,-4.629667,-3.379074,-5.363486,-3.566338,-0.888772,-0.288558,-0.311267,-0.013886,0.232544,-0.297418,-0.116379,0.604697,0.373952,-0.554719,-0.616976,1.575962,0.986008,1.04622,0.021283,yes
-43.51929,-24.3913,10.42816,-2.487013,-18.5933,-2.922585,22.0259,-17.0708,7.340808,5.406063,2.750044,5.071838,18.90536,0.713091,1.086125,0.187675,-0.663614,-1.281287,2.849424,-0.079624,-2.970042,-1.870577,-0.301001,-0.562484,0.540079,-0.273183,-0.24295,0.009013,0.24344,0.648633,1.302679,0.027066,0.739844,1.905391,0.474711,2.23024,1.875892,0.389282,0.004732,yes
-42.18227,-19.77385,14.36546,7.370554,-15.27662,9.955476,24.42124,-17.15831,11.11526,12.11305,11.08315,4.86936,18.85973,0.180162,0.446007,0.331802,0.501671,0.759984,2.017408,0.919575,1.264134,-1.345893,0.253843,0.65784,2.918133,-0.31165,-0.358305,-0.462789,-0.101221,0.239084,1.18839,-1.4711,0.740269,2.208626,0.4764,1.17887,0.833813,-0.14901,-0.023649,yes
-41.16329,-17.59685,9.358807,7.606709,-2.35973,15.56152,21.90552,-3.930185,13.21101,12.42427,12.65872,9.004297,18.27006,-0.268037,0.27001,0.370616,1.664578,2.972781,-1.030563,1.453194,5.127248,-1.257808,0.921989,1.802531,-1.071489,-0.351389,-0.340514,-0.672718,-0.244038,-0.092746,0.124445,-1.923173,0.256502,0.730324,0.428641,-0.064119,0.06471,-0.347005,-0.035079,yes
-42.36053,-21.97946,11.62519,5.421018,-8.55184,2.144835,28.32957,2.976313,6.479398,3.020088,7.325146,6.847094,17.78158,-0.946745,-1.560499,-0.484738,-0.466722,0.453354,-4.825902,1.989954,2.36482,-1.30346,-0.08063,-0.579783,-0.82804,-0.367698,-0.029942,-0.200379,-0.320191,-0.167227,-0.18895,-0.353224,-0.535582,-1.051788,0.659728,-0.408314,-0.387918,0.161409,-0.061731,yes
-44.77035,-21.93844,13.65138,6.810645,-7.091794,-4.170079,27.3377,-1.501879,3.369696,14.56249,13.6417,-1.274472,17.68748,-0.426025,-1.27421,-0.624245,-0.643147,-0.505746,-3.344786,0.667695,0.131234,0.25141,-0.45436,0.379879,0.678142,-0.420555,0.432206,0.274065,-0.296855,-0.075681,0.01983,1.211476,-1.386699,-1.421469,1.142996,-0.868493,-1.430791,0.837637,-0.139749,yes
-45.11247,-25.40555,9.795484,5.434975,-10.64382,-4.308235,31.65491,-6.548363,9.518615,10.64079,7.692742,5.868545,17.31253,0.109446,0.216221,-0.771722,0.819398,1.554499,1.408399,-1.365584,-1.4968,1.19814,-1.099553,-0.570423,2.850363,-0.58572,0.907773,0.945763,0.167749,0.448769,0.490978,1.889918,-1.129768,-0.25724,0.800966,-0.155168,-1.153171,0.124686,-0.234378,yes
-41.91745,-22.25486,7.152433,4.383994,-3.842471,2.064123,23.58132,1.488325,12.94846,6.342114,14.37432,12.88428,16.40182,1.364896,0.751976,-0.970168,0.643112,2.52136,1.909669,-3.802535,-0.049288,3.206372,-2.911014,-5.356105,1.277493,-0.941122,1.259731,1.199279,-0.285822,0.165052,0.06024,0.628713,-1.099905,0.475789,-0.208049,0.546686,-1.03088,-0.918707,-0.308058,yes
-43.23975,-20.74015,11.01605,10.73133,-2.404004,6.069731,23.37984,-6.002789,7.680717,1.632509,4.106725,14.01953,15.49581,2.69666,2.155224,0.52697,1.133993,1.394693,1.99646,-1.423773,1.168879,1.22389,0.371856,-3.477645,-0.504283,-1.279305,1.353764,1.002857,-1.10482,-0.538016,-0.642594,-0.774662,-1.199223,0.813222,-0.839214,1.169117,0.457144,-1.197604,-0.267765,yes
-38.88223,-20.51126,8.190257,7.378026,1.395095,0.18928,12.46257,-2.021108,20.32051,4.511558,-11.34581,1.0375,13.89023,4.579023,3.752682,-2.7027,0.024814,-0.124644,-0.49525,-4.802733,1.177341,-0.801711,1.543362,-3.32091,-2.238069,-1.614053,0.745273,0.580198,-1.485391,-0.640786,-0.734642,-0.836009,-1.051795,0.198948,-1.346749,1.092058,2.04741,-0.233688,-0.071473,yes
-33.14678,-15.50123,11.91142,9.607923,-6.28914,6.611489,30.09542,1.05075,11.95204,13.41534,3.164584,9.270523,12.1718,5.271202,3.730152,-5.429557,-1.561531,-0.335466,-1.262452,-6.861598,1.955995,-0.99389,2.518845,0.6977,-1.379878,-1.588079,-0.267014,-0.33487,-1.235225,-0.591629,-0.120457,-0.653042,-1.165354,-0.364766,-0.452457,-0.037168,1.383662,0.263439,0.186339,yes
-24.06882,-6.110905,-6.808755,5.069766,-2.523123,-0.683003,-3.790135,3.848261,6.804237,8.16751,-1.759166,4.068444,9.993557,3.80399,2.865504,-5.418862,-1.213055,-0.286773,-0.640922,-6.342597,0.551896,-2.418484,1.475782,2.793275,0.546849,-1.144099,-1.276879,-1.158252,0.581449,-0.00901,0.161859,0.140768,1.038178,-0.585521,0.343337,-0.369326,0.815212,0.589096,0.403768,yes
-24.29044,-9.289572,-8.63223,4.077808,-2.122225,0.193611,-2.801802,0.842499,9.469404,12.39876,2.801901,5.60467,9.503756,1.749105,0.924465,-4.291077,-1.205219,0.873473,-1.195914,-6.480612,-0.342226,-0.23001,0.219808,0.38357,-0.579548,-0.582588,-1.439072,-1.096154,1.591328,0.413773,0.103788,0.334115,2.026346,-0.506504,0.49393,-0.566722,-0.327646,0.252015,0.42223,yes
