@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute fingersnapornot {yes,no}

@data
-36.14741,-19.09226,3.915316,33.51896,0.630536,-14.0451,0.811137,19.35038,3.128815,-10.33718,8.575555,22.64146,25.14216,-1.252689,-2.083669,1.14912,-0.431265,7.62182,-0.399999,2.758328,2.176639,1.605457,4.083453,-1.981294,-3.165646,-0.144181,-0.497664,-0.39974,0.959638,-0.392427,-0.987592,0.190281,-0.218827,0.196495,0.388352,0.646596,-0.248475,1.12345,-0.184794,yes
-35.31756,-20.67501,-6.094637,34.97917,21.05824,-22.09359,2.500152,18.54261,2.667346,-10.48016,-1.406415,5.353438,24.67833,-2.795846,-3.597303,3.672818,-0.692062,7.256299,1.180078,2.542211,3.155184,4.273113,5.939362,-2.867873,-0.709829,-0.541708,-0.465692,-0.387998,0.757762,-0.578432,-2.513401,0.271499,-0.237902,0.180011,-0.44765,0.30291,0.703284,1.499889,-0.234411,yes
-42.82578,-28.71924,14.66589,30.63254,28.52578,-12.02085,13.75827,30.63746,11.38683,10.15158,3.66007,15.45725,24.65317,-2.969432,-3.325551,4.685463,-2.262998,2.866623,-0.238635,1.772252,2.669843,2.213389,6.388476,-2.780378,1.223697,-0.869387,-0.026844,-0.163118,-0.584377,-0.326804,-2.693004,0.320778,-0.335882,-0.263831,-1.300074,-0.673076,1.419299,1.178882,-0.180479,yes
-46.78745,-32.26529,16.90412,31.50187,22.9644,-9.156839,7.048625,29.48276,20.36537,9.115253,-3.306066,22.68443,22.67811,-2.722776,-3.402721,3.169758,-2.407558,-2.567587,0.876812,2.061855,2.830094,-0.93676,4.44549,1.934667,2.139126,-0.95363,0.74118,0.484923,-1.693197,-0.10159,-1.765587,0.26925,-0.103011,-0.729215,-1.467364,-1.352289,1.611616,0.417663,0.026887,yes
-45.25962,-29.92488,15.84325,23.94262,14.01057,-21.70665,7.39816,27.22952,5.346746,11.8075,-4.37651,20.09445,21.79533,-1.423442,-2.996549,-1.521237,-1.207536,-0.931259,1.355525,1.319097,1.020031,-2.289975,1.465011,2.713934,1.304285,-0.840616,1.054435,0.951078,-1.268724,0.443577,-0.193735,0.427004,-0.244957,-0.65696,0.447639,-1.592556,0.759636,-0.133538,0.176271,yes
-47.71452,-37.0858,9.165473,26.28634,15.47791,-12.86663,15.98948,34.39705,1.003589,10.91933,12.28521,13.73046,21.3391,0.137061,-1.337187,-1.689818,-1.727744,0.327304,1.729249,2.253733,0.334016,-0.812026,1.639649,2.443052,1.338194,-0.421659,1.108214,1.381585,0.11469,0.477289,0.486248,-0.344318,-0.731002,-0.661974,1.33876,-1.257721,-0.851263,-0.343571,0.204663,yes
-49.47946,-41.29173,10.92903,27.20262,27.61274,-3.388334,15.88333,33.28048,9.617851,16.57459,9.434102,26.45565,21.11959,0.872822,0.397071,0.771632,-0.385019,0.450504,1.470166,0.451525,0.633084,4.389218,-0.171381,0.763608,0.956471,-0.254017,0.733516,1.204968,1.169491,0.3855,-0.333883,-0.870962,-0.752295,-0.189351,0.565525,-0.944478,-0.860457,-0.680569,0.149612,yes
-43.99223,-33.2678,10.91214,21.23315,17.79984,-9.669752,14.07471,28.12737,14.16969,14.92995,2.003886,26.1948,20.90768,1.670164,1.808396,2.596774,-0.432373,-0.827228,-0.9021,-1.159371,-0.286302,2.417445,-1.024919,-1.346484,0.595178,-0.223613,0.08438,0.275038,0.758035,0.578293,-0.271063,-0.621002,-0.575072,0.082995,-0.912518,-0.702842,-0.227404,-0.719964,0.06407,yes
-42.75666,-29.84852,18.82808,24.54412,15.10212,-15.95426,10.61317,33.52979,20.70979,8.945286,4.58219,18.64464,20.74095,1.477585,1.4555,2.182924,0.072277,-2.023408,-1.683609,-0.735826,0.383434,-1.077086,-1.925097,0.306415,-1.727052,-0.19158,-0.31466,-0.466051,-0.299664,0.250132,0.113315,0.010693,0.111418,-0.038161,-1.910332,0.063562,0.271252,-0.26411,0.046689,yes
-42.7251,-33.76542,18.19982,25.45372,17.59708,-11.09417,12.8277,32.84089,7.544844,9.609391,7.978747,20.61186,20.41036,0.256582,-0.491213,1.394709,0.935074,0.208943,0.201126,-0.027949,0.873814,-2.641464,-0.997701,1.534628,-0.919866,-0.132525,-0.48116,-0.585567,-0.750213,0.097439,0.417685,0.445983,0.349747,0.005139,-0.639079,0.410776,0.306586,0.093014,0.057269,yes
