@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute whistleornot {yes,no}

@data
21.81835,17.30324,17.6608,19.47396,20.16444,21.67976,21.82412,22.23563,21.41171,20.6185,18.79836,16.96384,26.39894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
21.81835,17.30324,17.6608,19.47396,20.16444,21.67976,21.82412,22.23563,21.41171,20.6185,18.79836,16.96384,26.39894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
21.81835,17.30324,17.6608,19.47396,20.16444,21.67976,21.82412,22.23563,21.41171,20.6185,18.79836,16.96384,26.39894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
21.81835,17.30324,17.6608,19.47396,20.16444,21.67976,21.82412,22.23563,21.41171,20.6185,18.79836,16.96384,26.39894,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.720103,-1.101253,-0.550131,-0.789295,-0.409579,-0.611292,-0.338234,-0.434446,-0.183962,-0.214903,-0.01423,-0.081982,0.000014,yes
21.81835,17.30324,17.6608,19.47396,20.16444,21.67976,21.82412,22.23563,21.41171,20.6185,18.79836,16.96384,26.39894,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.642851,-2.176692,-1.146048,-1.540368,-1.451286,-1.749305,-1.562961,-1.032152,-1.185001,-0.96273,-0.50168,-0.416585,-0.001909,yes
21.81835,17.30324,17.6608,19.47396,20.16444,21.67976,21.82412,22.23563,21.41171,20.6185,18.79836,16.96384,26.39894,-8.600513,-5.506266,-2.750657,-3.946473,-2.047896,-3.05646,-1.69117,-2.172231,-0.919809,-1.074516,-0.07115,-0.409908,0.000069,-4.69088,-2.566779,-0.978134,-2.546902,-2.370713,-2.56397,-3.293601,-1.090274,-2.265364,-1.855734,-0.918348,-1.214993,-0.008416,yes
21.81835,17.30324,17.6608,19.47396,20.16444,21.67976,21.82412,22.23563,21.41171,20.6185,18.79836,16.96384,26.39894,-13.914,-8.130324,-4.35491,-5.728602,-6.232483,-7.218294,-6.969222,-4.074646,-5.465102,-4.276393,-2.472824,-1.877971,-0.009582,-3.856321,-1.58448,0.080262,-2.819405,-1.683752,-1.623972,-3.378366,-0.217501,-2.131986,-2.170778,-0.58466,-2.092838,-0.016372,yes
-21.18422,-10.22809,3.907514,-0.258401,9.924964,6.397457,13.36827,11.37447,16.81266,15.24592,18.44261,14.9143,26.39929,-16.4974,-8.76873,-2.713215,-9.870207,-8.737324,-9.210703,-12.98339,-3.414049,-8.59427,-7.140474,-3.355328,-5.13598,-0.037288,0.208135,1.138351,1.640363,-1.364423,0.237265,0.779921,-1.192287,1.076934,-0.732523,-1.549266,-0.348016,-2.254868,-0.018666,yes
-26.25036,-9.582725,2.76289,0.697135,-5.878233,-6.770559,-8.794068,7.292974,-3.61428,1.922823,6.612113,8.598754,26.35086,-15.33316,-6.291168,0.382589,-11.13516,-5.074045,-5.042737,-11.24572,-0.466597,-6.822701,-7.820912,-1.28121,-8.101152,-0.063182,2.885265,2.308068,2.006921,-0.106163,2.728116,2.996089,2.068973,1.743223,1.360426,0.233931,0.744024,-1.140286,-0.011313,yes
-36.63431,-13.09743,11.54367,-20.48866,-10.50084,-10.1486,-27.78375,12.63671,-9.046649,-5.736037,8.11484,-4.533522,26.23655,-6.850259,-0.734089,3.082408,-8.065311,-1.440788,-0.244633,-5.514356,1.408413,-3.903626,-7.048584,-2.407037,-8.572655,-0.066459,4.158305,2.57201,0.75254,1.993295,3.51698,3.858201,3.810151,0.984133,1.614914,1.575559,1.107276,1.144338,0.001988,yes
