@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute whistleornot {yes,no}

@data
-13.38373,-6.76893,-11.95648,-14.05138,-17.20965,-10.85127,-7.746313,-7.760554,-5.218877,7.266407,8.502939,0.10552,26.3434,-0.694051,-0.926815,-0.193545,1.051888,0.984839,-1.907772,-3.746904,-2.981666,-1.686953,-2.61769,-1.615699,2.417284,-0.029302,0.068677,0.104025,0.107048,-0.104017,-0.148006,-0.142704,-0.024548,0.325862,0.898089,0.910781,0.341716,-0.453112,-0.001506,yes
-16.11983,-10.9054,-14.43266,-12.38463,-15.53877,-15.4588,-14.25533,-10.30122,-6.925879,2.141818,6.796548,8.560417,26.28193,-0.712259,-0.99421,-0.151169,0.873805,0.684805,-2.402032,-4.065558,-2.472085,-0.277107,-1.55885,-1.184215,2.671599,-0.03718,0.208141,0.302209,0.179417,-0.201318,-0.200604,0.200209,0.529318,0.622018,0.964974,1.195134,0.613674,-0.94522,0.002543,yes
-15.48594,-9.33477,-11.68612,-9.625319,-13.12089,-18.08637,-23.22632,-21.39855,-12.80014,-3.259748,1.277638,7.964489,26.22762,-0.341564,-0.372993,0.320505,0.620844,0.394825,-2.374161,-3.710318,-1.607146,2.098569,1.406794,-0.122862,0.024566,-0.032892,0.199898,0.262882,0.007425,-0.340157,-0.255342,0.624169,1.227398,0.975497,0.462984,0.709901,0.65357,-0.832015,0.007922,yes
-15.89392,-10.45706,-12.84751,-11.89539,-15.83,-19.24388,-20.3341,-13.30198,-2.81378,4.735236,6.194513,9.534032,26.21538,0.17041,0.307319,0.446514,0.260822,0.276829,-0.673531,-1.118605,-0.558838,1.245157,1.345738,0.706252,-1.112458,-0.01479,0.14095,0.188537,-0.094508,-0.216366,-0.087993,0.9217,1.298487,0.407214,-0.999028,-0.620743,0.29494,-0.176835,0.010349,yes
-15.20451,-8.858066,-11.14653,-11.19178,-15.08991,-20.82954,-23.25852,-14.2959,3.217921,13.00367,8.189645,-0.258458,26.21221,-0.135897,-0.26317,-0.455263,-0.342405,-0.087882,0.34882,0.916608,0.939194,-0.133164,-0.52048,0.706918,0.149235,-0.000887,0.019321,0.002153,-0.173756,-0.085016,-0.047034,0.751722,0.887528,-0.0054,-1.653902,-1.505886,-0.326677,0.67932,0.006906,yes
-15.4085,-9.607156,-12.46988,-10.29728,-13.17012,-17.45487,-19.83226,-16.64673,-8.709126,0.738797,6.871804,7.109601,26.21569,-0.11034,-0.106437,-0.235825,0.273602,0.486192,0.844978,0.113417,-1.709184,-4.156382,-3.698929,-0.124405,1.725092,-0.001436,-0.087315,-0.074792,-0.058118,-0.048338,-0.16494,0.058953,-0.11038,-0.217519,-0.465948,-0.435722,-0.682592,0.110916,0.000058,yes
-16.40814,-11.07557,-14.15125,-12.1364,-14.89024,-17.23677,-18.8942,-15.0302,-10.51829,-3.863927,4.473585,9.922882,26.22303,-0.104582,-0.155349,-0.207104,0.189376,0.054972,0.625195,0.111308,-1.058973,-3.470171,-3.600301,-1.340921,2.002389,-0.005038,-0.201547,-0.072695,0.15463,0.05171,-0.189956,-0.524352,-0.870198,-0.625605,0.418226,0.973881,-0.107122,-0.620239,-0.004425,yes
-15.8438,-9.880489,-12.52428,-10.05507,-13.49888,-16.81537,-21.94917,-21.48075,-16.72758,-5.32561,7.430521,13.06882,26.20279,-0.281821,-0.120553,0.031846,-0.246757,-0.619298,-0.516956,-1.267853,-0.64735,0.583921,0.707038,-1.682786,-1.484454,-0.012425,-0.431627,-0.241884,0.118356,-0.03126,-0.27081,-0.765645,-0.949164,-0.624954,0.700139,1.685832,0.912945,-0.610846,-0.002963,yes
-15.50976,-9.498141,-12.15486,-10.366,-14.65067,-18.02331,-21.64352,-17.17376,-10.12371,-1.965631,1.205683,6.773879,26.19347,-1.057894,-0.619588,0.184053,0.176324,-0.484918,-1.591971,-2.743745,-2.719749,-0.412183,2.145941,0.950499,-1.347187,-0.017519,-0.50769,-0.30596,0.036319,-0.020367,-0.154827,-0.65885,-0.935238,-1.196683,-0.460017,0.967579,1.824738,0.254193,-0.003911,yes
-17.26679,-10.99864,-13.30884,-12.41626,-16.38639,-19.64639,-24.79687,-18.81171,-5.986811,3.324838,0.091824,1.261831,26.16835,-1.791816,-1.083738,0.160374,0.123827,-0.597913,-1.874666,-3.204875,-4.003566,-2.184682,1.857111,3.294611,0.345651,-0.01001,-0.228132,-0.168661,0.002225,0.130462,0.184039,-0.002245,-0.065266,-0.764237,-1.313625,-0.49614,1.489356,1.272749,-0.00869,yes
