@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute whistleornot {yes,no}

@data
-17.54976,-4.933579,1.563688,1.248229,-2.029847,-2.874397,16.2055,8.498696,-4.692648,21.00493,-5.152736,14.32209,26.31183,-1.562459,0.326395,-0.322602,-1.149579,-2.6711,2.765481,-3.015778,-1.187327,3.693635,-6.685036,0.328052,-2.052209,-0.010703,0.006846,0.182343,1.4504,1.784936,1.331462,-0.596667,0.552331,1.632511,1.946054,-0.717973,1.230655,0.521958,0.000957,yes
-9.196289,-0.688962,-11.46238,-15.95008,-12.52998,12.69407,6.098051,-19.19278,-4.098493,21.80225,-12.3972,5.273281,26.25847,-3.16318,0.25879,1.044995,1.379236,-2.565152,0.750025,-4.483487,1.905981,7.955035,-9.835421,2.538315,-2.14282,-0.006702,0.124502,0.924371,2.018608,1.985955,1.867536,-0.667652,1.623465,2.286118,1.483606,0.497899,1.156999,1.549292,0.004125,yes
-29.5388,-5.423914,6.463713,4.099487,-10.13528,3.168774,6.180326,16.4078,13.47845,-12.81891,0.109751,8.585446,26.28499,-0.727867,1.271911,6.2456,6.510694,3.933236,0.789876,0.479728,5.428573,11.2932,-8.699708,5.376195,0.602888,-0.007917,0.599912,1.525661,0.533765,-0.131539,0.947857,-0.162967,1.585034,0.06394,-0.740744,2.679042,-0.29377,1.696383,0.003315,yes
-27.37115,-3.394464,4.338648,6.718782,-10.80289,-2.145855,-1.199354,14.07405,25.99698,-11.26025,4.907594,6.476305,26.29174,-1.357246,4.475489,6.486336,4.950057,3.364413,0.415022,3.353794,6.93531,7.311878,-3.188204,3.588974,4.366703,0.00853,0.579005,1.445445,-1.394494,-2.227777,-0.120108,0.753637,0.961466,-1.911796,-2.774196,3.966288,-1.653088,1.387192,0.002078,yes
-12.10167,2.778729,24.89117,22.46727,16.77279,8.494949,22.25284,19.00815,36.72563,-5.962358,13.07585,16.73502,26.25561,0.534135,5.84635,-0.37445,-3.592685,-0.896596,2.118148,0.990753,-3.382291,0.311494,3.386569,-1.666128,3.174946,-0.001745,0.333921,-0.026937,-2.860569,-2.212301,-0.462695,0.349144,-1.140375,-2.730513,-3.172488,2.82491,-1.770202,-0.253019,0.001742,yes
-24.70108,17.58716,11.75557,-0.383682,-9.161947,12.1061,14.83076,14.1836,20.83731,2.432959,-0.935371,23.03201,26.31581,-0.899158,5.198793,-2.61745,-4.707961,-0.750775,3.854076,0.068331,-3.247569,-0.425089,3.95288,-2.205963,3.507109,0.000603,0.795001,-2.257037,-2.543956,0.147195,1.396224,-0.901267,-1.254035,-1.561588,-2.052919,0.753389,0.055089,-1.992924,-0.00272,yes
-28.20316,13.31702,0.883003,-10.31271,-15.43873,6.633536,3.119031,-0.558435,17.61575,-2.732671,-5.299407,16.18232,26.26423,0.712692,0.775572,-3.505355,0.278201,3.677355,0.816071,-3.579416,-3.132553,-0.700755,1.8543,-0.577347,-0.232411,0.004759,0.667304,-2.825035,-0.994901,2.232747,2.149565,-2.103978,-0.08199,1.000149,-1.298737,-0.604155,1.406377,-2.208373,0.000926,yes
-23.81619,17.33036,3.255485,-0.431035,1.548995,18.05523,8.709206,7.6195,33.42648,6.88931,3.065405,24.2882,26.29044,2.52848,-4.274307,-4.667989,3.750588,8.058556,-3.440273,-0.631296,-0.997499,-2.446594,1.344874,3.320027,-3.894242,-0.008323,0.47615,-1.926757,-0.316625,0.904495,-0.607068,-3.021379,-0.170582,0.435458,-1.45656,-1.071635,-0.147736,-2.381752,-0.000702,yes
-8.980658,6.784991,11.61444,23.88195,29.80409,9.60074,7.416538,6.627434,26.92727,1.080968,8.188721,14.94487,26.29209,2.156835,-3.542273,-4.323684,3.341775,5.446561,-4.75457,0.930618,0.493416,-5.171438,1.669798,2.602761,-4.166243,0.007347,-0.277871,-0.365613,0.022601,-1.119059,-3.714226,-1.447131,0.488962,-0.352331,-0.491512,-0.629942,-1.455598,-0.592744,-0.000605,yes
-21.66993,-0.518355,-16.95009,1.271929,8.509422,-6.578869,9.525534,5.603172,3.948576,7.250508,8.920698,4.179525,26.26026,0.759519,-2.276069,-3.791412,-1.717275,-4.670718,-8.467497,-3.039598,-2.883263,-5.472549,-1.313044,-4.534696,-6.434737,-0.0042,-0.177717,0.330933,0.849155,-0.797907,-3.823964,0.77299,0.610473,-1.188098,1.362943,-0.474615,-1.709212,1.342148,0.001553,yes
