@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute whistleornot {yes,no}

@data
-39.33657,-1.226495,3.131079,-26.95749,11.76597,-12.57737,-1.258072,21.45734,-17.81524,18.62099,4.304168,4.770226,26.84869,0.201982,-0.42786,-1.18272,-1.758355,0.572653,0.994285,-0.36646,-1.084547,-0.82576,-3.76025,-2.803689,-0.950111,-0.02621,-0.052987,0.053687,-0.224123,0.038366,-0.069996,-0.100165,-0.414675,0.317805,0.473728,0.564938,-0.339604,-0.145753,0.003527,yes
-38.26186,-2.574232,2.5665,-32.47093,11.32394,-14.48602,-6.012211,12.51403,-25.9265,2.480131,-8.115131,4.884481,26.76303,0.101804,-0.603137,-2.223672,-1.435711,1.274282,0.527988,-1.36798,-1.466937,-1.003944,-3.100633,-2.377349,-0.535639,-0.022453,-0.074872,0.175234,-0.011621,0.285637,-0.335049,-0.212635,-0.368836,0.464842,0.978117,1.738594,-0.240326,-0.791269,0.008859,yes
-38.86402,-2.691925,-2.500231,-32.99254,14.85025,-6.651623,-0.713299,20.50627,-17.8884,7.890174,-3.504626,-0.037456,26.76048,-0.012867,-0.071788,-1.782861,-1.727846,-0.12814,0.726607,-1.939076,0.695672,1.631972,-1.265367,-4.714877,-1.88611,-0.010455,-0.009259,0.309631,0.464324,0.67946,-0.630187,-0.636841,-0.484757,-0.037753,0.16972,1.804487,-0.06798,-0.923607,0.011091,yes
-39.06383,-3.509465,-5.171629,-31.11852,16.59524,-12.9003,-8.370356,14.5982,-22.79837,8.483234,-3.678181,4.495871,26.78053,-0.064954,0.270274,-0.940752,-0.345422,-0.752196,0.064951,-1.42433,0.349555,2.835958,3.685278,-3.049722,-4.438456,0.010206,0.055911,0.421706,0.999453,1.102371,-0.344873,-0.724871,-0.230964,-0.431993,-0.6918,0.929626,0.850046,-0.22267,0.008961,yes
-38.99992,-1.117816,-1.914161,-36.27293,8.48962,-9.737194,-9.774379,23.89362,-11.21944,9.292604,-21.48869,-4.466018,26.78766,0.239068,0.683589,0.497441,1.093802,-1.565044,-1.9584,-2.762071,-2.181559,-1.897111,1.869229,-2.807402,-3.616737,0.012915,0.044967,0.203813,0.696638,1.184427,0.259237,-0.83546,-0.120942,-0.929586,-1.774564,-0.145233,2.38388,1.491303,0.002365,yes
-38.51868,-2.009915,-2.430297,-32.55785,10.74327,-12.61848,-8.603323,12.56813,-15.08119,20.20531,-14.37171,-15.09352,26.80046,0.255393,1.127702,1.63344,2.665322,0.268367,-1.753861,-2.1113,-2.188286,-2.698403,-0.0198,0.919144,-0.783676,0.010668,-0.015015,-0.097157,0.225102,0.149911,0.376201,-0.400752,0.265951,-0.118841,-1.042488,-1.349558,1.738742,2.228997,-0.005644,yes
-37.94125,-0.023757,-1.383694,-26.80387,9.951019,-16.58454,-14.40717,10.61351,-31.23254,11.37528,-12.19487,-8.326448,26.81509,0.051794,0.518564,0.413231,2.688919,0.657765,-2.541289,-2.200298,-2.683338,-4.47367,-0.138992,5.220088,3.743016,0.001141,-0.087931,-0.420164,-0.17652,-1.001941,0.292078,0.629928,1.331773,1.099509,1.263936,-0.68093,0.626824,1.16665,-0.008886,yes
-38.3162,1.582017,2.730339,-22.52644,17.20638,-18.24594,-16.61046,10.29683,-26.28383,7.342897,-3.729372,2.507707,26.82016,-0.046394,-0.132999,0.22686,-0.393423,0.017402,-1.647366,-0.375462,0.006241,-1.088201,-2.058399,1.630241,3.026653,-0.012129,-0.085329,-0.58926,-0.572082,-1.415264,-0.040648,1.254434,1.723135,1.312227,1.572792,-0.22156,-0.755896,-0.251551,-0.006934,yes
-38.84219,-0.32096,-2.428323,-27.84404,8.546895,-19.62991,-16.7723,11.61258,-27.98647,15.02885,-0.709425,5.44845,26.78352,-0.049693,-0.786882,0.318133,-2.38653,0.020828,1.137992,3.028876,2.218722,3.617467,-0.516122,-0.028833,0.311347,-0.020117,-0.045492,-0.273529,-0.313642,-0.940197,0.090219,1.4474,1.19087,1.121851,1.682442,-0.088572,-1.657266,-1.137408,0.000354,yes
-38.30018,-2.52631,-0.773683,-34.00488,11.53234,-19.33262,-9.298066,12.0998,-22.14523,8.08653,-11.96322,-6.847703,26.7556,-0.120511,-1.165875,-1.179419,-1.873277,0.383596,2.678668,3.88979,1.92182,1.11999,-0.939034,-0.235876,-0.325597,-0.013375,-0.03289,0.105054,-0.275108,0.171325,0.003948,0.814751,-0.131054,0.290529,0.539616,0.619557,-1.029367,-0.842133,0.006865,yes
