@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute whistleornot {yes,no}

@data
-23.58385,3.06212,7.377107,1.838877,-6.488447,0.089477,6.403606,-6.625633,5.670915,-3.548047,0.238269,1.305534,2.197225,0.296345,-0.750665,-1.288959,0.365272,2.950587,-0.879637,-1.746546,1.15603,-1.916947,1.259742,0.907315,-0.717751,-0.203961,0.341768,-1.091533,-0.023726,-0.045416,-0.222605,-0.453321,0.165052,0.778465,0.938807,-1.428296,0.210646,0.143751,0.686409,yes
-21.09389,-1.280865,4.973232,2.143655,2.482958,-1.18241,-0.441234,-2.661304,-0.601028,1.16343,2.261381,-0.760835,1.658228,1.284153,-1.504103,-3.543475,-0.810291,2.848193,0.877183,-2.865881,2.901365,-1.180013,1.050348,0.745402,-0.995623,-0.098587,-0.087959,-2.342979,1.272069,0.936375,-0.922187,-2.42799,1.358535,1.768706,0.670397,-3.219223,1.294049,0.401997,1.490861,yes
-23.3471,1.480289,2.134249,3.51285,3.778785,-3.672763,1.093297,-2.827646,-0.77785,0.394926,3.76329,-1.250035,1.446919,1.51128,-5.83161,-0.280329,0.725973,1.888759,-4.024652,-0.361617,4.175689,2.408619,-5.77704,2.041501,0.139942,3.175399,-0.822713,-2.849443,2.654305,1.854378,-1.561813,-3.998496,2.710945,2.438018,-1.278016,-3.393499,2.83036,-0.019,1.8187,yes
-17.28146,-3.667481,-7.718836,-3.049565,2.618904,6.356511,-5.270643,5.982198,2.995232,-0.267795,2.202769,-2.394794,2.079442,-0.750915,-9.925085,4.56707,4.866796,-1.129434,-11.44708,4.353664,8.489732,-0.727747,-11.31798,6.810466,0.863389,5.560666,-1.37768,-1.594163,2.950216,2.374799,-1.934392,-3.859776,3.435369,1.635521,-3.509099,-1.557731,3.672843,-1.01315,1.219528,yes
-17.93366,-24.90262,12.3215,8.065352,2.887372,-23.80325,7.010223,9.93106,15.91588,-31.71764,10.47508,2.822223,17.86361,-2.799685,-10.78739,7.927292,6.798619,-2.869663,-14.70998,8.198408,10.55194,-8.533158,-9.523586,12.02658,-1.742257,6.059915,-0.794556,1.278913,0.565047,1.053089,-1.6001,-0.217661,2.149466,-0.118599,-4.47894,2.356452,2.683926,-2.233438,-0.505176,yes
-27.55519,-37.71483,22.71496,24.20138,-2.718508,-48.35257,18.36862,33.408,-12.58663,-39.37021,32.95782,1.51998,21.25321,-3.448764,-6.997027,7.103795,8.02738,-4.444556,-13.07903,10.03095,7.890846,-13.25462,-4.865033,14.11707,-5.120272,4.556796,0.492982,3.277013,-1.854402,-0.950488,-0.388768,3.263623,0.060785,-2.5523,-1.683512,4.269303,-0.292703,-2.043142,-1.522557,yes
-32.20866,-35.43297,26.55381,23.88047,-7.900826,-49.86814,30.2657,36.21913,-35.65271,-27.6718,48.51867,-11.9187,22.15961,-1.112575,-0.901074,1.276541,4.411128,-4.454181,-4.296984,7.547067,3.882135,-13.72264,2.778743,11.80783,-8.035419,1.151453,1.17299,3.193269,-2.655822,-2.002607,0.611962,4.340918,-1.808224,-3.262531,2.116571,2.94347,-2.860047,-0.197148,-1.595767,yes
-27.38778,-33.38744,20.68398,29.17978,-14.20978,-46.00618,33.25638,32.2924,-37.49358,-26.61588,53.76635,-20.62569,22.71543,0.870441,1.516823,-1.379563,1.308104,-2.281018,-0.335463,4.983257,-0.936868,-6.550569,3.877368,5.45633,-6.205738,0.40211,0.482449,1.359137,-1.666135,-2.121469,1.280599,3.096834,-2.537613,-2.084573,3.683939,0.946261,-4.004426,1.993619,-1.006122,yes
-23.58024,-31.57168,19.71969,27.6318,-13.63789,-46.46136,37.30168,29.89954,-40.24385,-24.20109,59.10995,-26.28204,22.88977,0.905665,0.922033,-1.11014,0.145223,-0.891623,0.622822,1.681137,-1.346865,-1.30233,0.822566,2.056719,-2.185261,0.158423,-0.318172,-0.369065,0.028562,-1.215442,1.324892,0.856325,-2.239343,-0.346832,3.062918,-0.548718,-3.744814,3.356637,-0.272406,yes
-27.51719,-32.06136,19.2342,28.86624,-11.25506,-51.73328,39.76692,31.88346,-43.0439,-21.71873,54.94382,-22.32704,22.89868,-2.045637,-1.112895,-0.03354,-0.447014,0.177159,-0.054761,0.275852,0.08248,-1.04508,0.844361,-1.029499,1.922745,0.0227,-0.163296,-0.663829,0.614296,-0.64693,0.929319,-0.013618,-1.531562,0.756361,1.02209,-0.192905,-2.341534,2.606262,-0.105871,yes
