@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric

@data

-2.001555e+01,-8.159832e+00,-1.124934e+01,-1.574936e+01,-1.124698e+01,-1.201029e+01,-1.649353e+01,-1.276001e+01,6.935921e+00,-9.996699e+00,-6.881580e+00,2.615560e+00,2.582872e+01,-2.296501e-01,-4.804354e-01,5.284425e-01,9.665331e-01,-2.393808e+00,-2.021288e+00,-6.399083e+00,3.425817e+00,1.384105e+00,-1.852589e+00,-1.574526e+00,7.447745e-01,-3.875179e-02,5.845726e-01,2.469859e-01,1.039745e+00,1.166496e+00,1.800665e+00,1.986721e+00,2.420455e+00,2.311996e+00,-1.817258e+00,5.329391e-01,6.572968e-02,-3.758092e-01,4.175289e-02
-1.938322e+01,-1.068661e+01,-1.193922e+01,-6.275542e+00,-1.001143e+01,-6.581727e+00,-1.329987e+01,6.918532e+00,1.159743e+01,2.272525e+00,-9.170315e-01,-7.046531e+00,2.577536e+01,2.477676e-01,2.201323e-01,9.884872e-01,9.709951e-01,2.116740e+00,2.090203e+00,1.550607e+00,5.441054e+00,-1.650512e+00,1.324974e+00,-1.270696e+00,-2.265676e-01,2.439995e-02,7.314972e-01,6.162801e-01,8.373529e-01,4.736889e-01,1.753444e+00,1.212777e+00,2.689260e+00,-3.051742e-01,-2.259734e+00,2.226180e-01,8.591887e-01,4.101116e-01,4.970526e-02
-1.804589e+01,-7.099641e+00,3.848540e-01,6.645837e+00,-3.803015e+00,3.881200e+00,-7.104695e+00,2.854425e+00,-6.280942e+00,-1.951160e+00,5.687184e+00,2.988116e+00,2.592025e+01,1.529826e+00,1.088382e+00,2.710557e+00,2.799104e+00,4.715023e+00,3.202641e+00,4.263238e+00,2.504885e+00,-2.669582e+00,2.918944e-01,2.245459e+00,5.311196e-01,9.062882e-02,3.887154e-01,9.140819e-02,-4.776853e-01,-5.120719e-01,6.682673e-01,-5.505916e-01,8.527358e-01,-1.869608e+00,-5.359666e-01,4.430978e-02,5.978950e-01,2.794312e-01,3.072551e-02
-1.848825e+01,-5.748758e+00,-3.604382e+00,-4.531224e+00,5.731253e+00,7.806997e+00,6.157745e+00,5.484673e-01,-5.201163e-01,2.717993e+00,-4.192423e+00,-3.356150e+00,2.604173e+01,2.083188e+00,1.464774e+00,1.119179e+00,-3.649295e-01,2.483106e+00,-1.329975e+00,1.892951e+00,-2.236742e+00,-4.335998e+00,-1.612132e+00,7.549534e-01,2.466844e+00,1.076984e-01,-1.100664e-01,-4.038004e-01,-9.888099e-01,-6.005824e-01,-1.384617e+00,-1.624903e+00,-2.280587e+00,-2.208632e+00,4.243824e-01,7.680994e-02,2.428683e-01,8.783068e-02,-4.127472e-05
-1.281391e+01,-5.186850e+00,-1.863971e+00,-2.625998e+00,4.456794e+00,-3.191447e+00,-4.906150e+00,2.949449e+00,-3.532192e-01,-8.759961e+00,5.983409e+00,3.425968e+00,2.614868e+01,7.962168e-01,-6.457152e-01,-1.925330e+00,-9.258642e-01,7.643452e-01,-3.064158e+00,-2.306576e+00,-2.083325e+00,4.701424e-02,-1.624871e-01,4.021242e-01,7.952245e-01,7.322655e-02,-7.554938e-01,-4.458590e-01,-9.036583e-01,-7.880107e-01,-1.855977e+00,-9.278857e-01,-2.413927e+00,-1.146479e+00,1.060346e+00,6.024088e-01,-1.073882e+00,-5.920674e-01,-2.630873e-02
-1.158327e+01,-4.319139e+00,-5.218911e+00,-3.464272e+00,-1.725801e+00,-9.695277e+00,-4.934389e+00,-4.312691e+00,-1.304642e+01,-2.383736e+00,2.709623e+00,5.068763e+00,2.619963e+01,6.424055e-02,-9.318209e-01,-1.637620e+00,-1.694327e-01,-2.831006e+00,-2.900912e+00,-6.567420e+00,-3.308002e+00,-8.868987e-01,1.936215e+00,8.653122e-01,8.053329e-02,3.289471e-02,-7.590434e-01,-2.917141e-01,-1.442202e-01,-3.709175e-01,-1.207282e+00,9.188335e-02,-5.960088e-01,4.674810e-01,1.140326e+00,-4.872144e-02,-1.056033e+00,-6.897432e-01,-3.732289e-02
-1.751730e+01,-1.104303e+01,-8.434529e+00,1.483040e+00,3.747237e+00,-2.688452e+00,-1.309151e+01,-5.131622e+00,2.172810e-01,-2.127316e-01,4.246782e+00,2.751782e+00,2.620743e+01,-1.238169e+00,5.738449e-02,-4.293355e-01,-1.238698e+00,-1.907807e+00,-6.513191e-01,-3.576210e+00,-2.691880e+00,9.076006e-01,1.529765e+00,-3.179132e+00,-1.236062e+00,-3.512955e-03,-2.195670e-01,2.738396e-01,5.595058e-01,-3.597077e-01,-7.593115e-01,3.237308e-01,1.835288e+00,1.132179e+00,-1.844789e-01,-1.052830e+00,-9.038237e-01,1.434301e-01,-3.484001e-02
-1.581535e+01,-7.479774e+00,-8.507200e+00,-7.432907e+00,-8.068998e+00,-6.949059e+00,-2.258667e+01,-1.195101e+01,-5.239860e+00,8.125452e+00,1.002451e+00,-2.616390e+00,2.617683e+01,-6.948360e-01,-3.453464e-01,-3.499195e-01,-2.063100e+00,-2.217228e+00,-2.076977e+00,-4.522761e-01,4.049400e-01,9.353371e-01,-2.701866e+00,-2.734581e+00,3.377149e-02,-4.054623e-02,-7.743527e-02,3.329934e-02,4.023521e-02,3.736787e-02,1.818731e-01,4.113035e-01,3.034888e+00,1.814599e+00,-2.549100e-03,-1.002118e+00,-3.611418e-01,4.212419e-01,-2.209803e-02
-1.688871e+01,-3.319610e+00,-2.366504e+00,-6.835170e+00,-1.910645e+00,-7.821151e+00,-1.396106e+01,-6.690792e+00,2.815033e-01,-6.365729e+00,-9.058666e+00,1.088235e+00,2.614252e+01,7.791996e-02,4.302453e-01,2.283491e-01,-1.777569e+00,-3.339101e+00,-1.857471e+00,3.812292e+00,1.721096e+00,-1.786498e+00,-3.107599e+00,-2.317048e+00,1.535756e+00,-6.425305e-02,-5.753114e-02,-4.866251e-01,-8.124558e-01,3.501011e-01,4.578970e-01,1.255639e+00,2.070740e+00,7.898924e-01,-5.225847e-01,2.810772e-01,8.908355e-01,1.920113e-01,-3.548355e-03
-1.537175e+01,-9.907579e+00,-1.000252e+01,-9.620670e+00,-9.983003e+00,-1.751381e+01,-6.760996e+00,-1.508406e+00,-8.401847e+00,-1.281656e+01,-4.310561e+00,6.069394e+00,2.602936e+01,-9.809803e-01,-9.517546e-01,-1.765286e+00,2.868420e-01,-1.205994e+00,-2.413185e-01,4.912770e+00,3.558507e+00,4.474053e-01,-7.556943e-01,-1.371439e+00,8.008341e-01,-4.722538e-02,-1.932385e-01,-3.277587e-01,-6.153430e-01,7.230088e-01,1.455172e+00,2.520187e+00,1.035355e+00,-2.928139e-01,-3.681924e-01,1.486142e+00,8.606318e-01,-5.042031e-01,1.407555e-02
-1.734950e+01,-7.677897e+00,-6.545123e+00,-6.310922e+00,-1.199126e+01,-6.693431e+00,-1.942888e+00,-1.747442e+00,-7.134217e+00,-5.279721e+00,-4.681952e+00,6.087669e+00,2.595990e+01,-1.382753e+00,-2.072537e+00,-3.783931e+00,-6.631634e-01,-1.239394e-01,4.709045e+00,4.094970e+00,-3.192012e-01,-1.461357e+00,1.962065e+00,5.934739e-01,-6.595365e-01,-1.791515e-02,1.394456e-01,3.561905e-01,2.224065e-01,4.619310e-01,1.992803e+00,1.809603e+00,-1.477118e-01,-6.071464e-01,6.798792e-03,7.377264e-01,9.394162e-01,-4.952475e-01,1.808426e-02
-2.048986e+01,-1.005940e+01,-1.524432e+01,-6.260820e+00,-9.058659e+00,-8.719512e+00,-4.031906e+00,3.369852e+00,7.050264e-01,3.803976e+00,-8.043100e+00,-1.111937e+00,2.603201e+01,-9.306923e-01,-7.327489e-01,-1.420495e+00,9.947408e-01,3.451052e+00,7.240700e+00,4.583160e+00,-3.898067e-02,-1.068196e+00,2.194011e+00,1.133170e-01,-1.389598e+00,6.662560e-03,7.571253e-01,1.448649e+00,1.717767e+00,3.686151e-01,1.156106e+00,5.085105e-02,-8.694273e-01,-4.711374e-01,3.662031e-02,-4.135822e-01,7.465680e-01,5.028452e-02,9.413070e-03
-2.124342e+01,-1.360638e+01,-1.866526e+01,-1.183091e+01,-2.992514e+00,1.132692e+01,5.149250e+00,-1.072593e+01,-1.157872e+01,-4.865672e+00,-4.225027e+00,1.381218e+00,2.605161e+01,7.500040e-01,2.101695e+00,1.167986e+00,1.781370e-01,4.296391e+00,3.449538e+00,3.238538e+00,4.841077e-01,-9.947038e-01,-8.938198e-01,1.637655e+00,1.547343e-01,-7.757187e-04,7.628751e-01,1.688959e+00,2.080256e+00,6.575006e-01,6.031182e-02,-2.294714e+00,-1.461982e+00,5.064056e-01,1.136715e+00,-6.964599e-01,3.594977e-01,3.787538e-01,4.806900e-03
-1.807825e+01,-1.060708e+01,-1.104493e+01,-1.886972e+00,2.772884e+00,9.679506e+00,1.260874e+01,2.785933e+00,-1.152058e+01,-2.053536e+00,-3.972439e+00,1.474632e+00,2.601681e+01,1.738268e+00,4.204375e+00,4.347590e+00,1.709267e+00,2.364373e+00,6.426904e-01,9.938501e-01,8.011653e-01,3.971803e-01,-1.395663e+00,1.839310e+00,6.451213e-01,-8.729744e-03,1.771904e-01,3.687986e-01,5.332559e-01,-5.434646e-02,-9.526987e-01,-2.046278e+00,-1.799049e+00,1.850300e-01,1.370946e+00,-4.459887e-01,-7.893525e-02,1.157884e-02,4.066353e-03
-1.480529e+01,3.104416e+00,-2.804889e+00,-7.607161e+00,3.574923e+00,1.354749e+00,5.929480e+00,9.650564e-01,-5.994935e+00,-6.820064e+00,1.470993e+00,5.568057e+00,2.596362e+01,1.097143e+00,3.903699e+00,3.733304e+00,2.267076e+00,7.209593e-01,-3.465522e+00,-1.420284e+00,1.792754e+00,3.489530e+00,2.746028e-01,1.527966e+00,2.168728e-01,1.381550e-02,-3.362938e-01,-1.330686e+00,-1.143186e+00,-2.701532e-01,-8.377504e-01,-1.639822e-01,-1.415465e+00,-1.563815e-01,7.177712e-01,2.444902e-01,-5.868467e-01,-7.899579e-01,-7.938575e-04
-1.501759e+01,2.607075e+00,-1.436551e+00,1.736406e-01,-5.205121e-01,-5.199728e-01,5.472293e-01,1.530187e+00,-1.009634e-01,-2.197141e+00,-1.694559e+00,2.024997e-02,2.603236e+01,-2.183097e-01,2.102419e-01,-3.687456e-02,-3.214611e-01,4.752746e-01,4.668391e-01,-2.082674e+00,2.318464e-01,3.544418e+00,-6.201440e-01,-2.265145e-01,-1.362773e+00,1.969871e-02,-2.588959e-01,-1.866263e+00,-2.013509e+00,-8.863733e-01,-2.452166e-01,8.214144e-01,-1.106696e+00,-4.406002e-01,-7.159617e-01,1.645954e-01,-3.209165e-02,-8.586087e-01,-1.179790e-02
-1.728803e+01,-6.949663e-01,-4.802927e+00,-1.525836e+00,2.258981e+00,-9.009475e-01,4.078582e+00,-1.134284e+00,1.591283e-01,-3.420855e+00,2.275861e+00,3.192773e+00,2.611292e+01,4.682379e-02,-2.554667e+00,-2.355712e+00,-1.572649e-01,1.052188e+00,2.717552e+00,-2.300523e+00,-1.314008e-02,1.020533e+00,-5.912805e-02,-2.636658e-01,-2.791108e+00,-1.895924e-02,1.596227e-01,-1.281702e+00,-1.187322e+00,-6.125728e-01,-5.524160e-01,9.309744e-01,-5.854074e-01,-3.234794e-01,-1.697926e+00,1.400182e-01,2.306637e-01,-1.119488e-01,-1.395865e-02
-1.792842e+01,-7.656180e+00,-1.023028e+01,-6.534940e+00,5.807228e+00,1.314155e+01,3.120816e+00,4.994835e+00,3.124481e+00,-6.853860e+00,-5.507445e+00,-4.151590e+00,2.604066e+01,9.689481e-01,-1.897754e+00,-2.675449e+00,-1.510429e+00,9.726753e-01,1.658224e+00,-4.099511e+00,-4.988885e-01,-1.948130e+00,-4.058201e-01,2.574668e+00,-2.143932e+00,-5.133190e-02,3.698452e-01,-1.538317e-02,4.585686e-01,5.238923e-01,-1.135018e+00,-6.272648e-01,1.942058e-02,3.800592e-01,-1.021906e+00,4.821142e-01,3.519407e-01,9.452244e-01,3.893090e-04
-1.311575e+01,-4.537292e+00,-1.018658e+01,-5.039195e+00,5.671995e+00,8.111750e+00,-6.859930e+00,-8.329684e-01,-2.504991e+00,-4.787344e+00,2.059108e+00,-6.301564e+00,2.586467e+01,1.301628e+00,-1.450815e+00,-8.840202e-01,-2.013039e-01,-2.289821e+00,5.936570e-01,-3.338903e+00,5.407244e-01,-2.253827e+00,8.675320e-01,1.280693e+00,4.770813e-02,-2.046242e-02,-3.489828e-01,2.375552e-01,1.150377e+00,8.662106e-01,-7.215225e-01,-5.377519e-01,1.235373e+00,7.832269e-01,-8.631063e-03,1.037368e-01,-3.420914e-01,1.125722e+00,1.621366e-02
-1.225899e+01,-4.960535e+00,-1.212197e+01,-5.621824e+00,2.636358e+00,3.264801e+00,-1.448107e+01,-1.114914e+00,-8.509552e+00,-3.542996e+00,1.128716e+01,-5.952240e+00,2.589982e+01,1.003514e+00,-4.185998e-01,1.520123e+00,2.320020e+00,-3.528809e+00,-1.607537e+00,-1.466381e+00,1.855210e+00,7.206734e-02,1.327097e+00,7.610093e-01,1.943941e+00,2.239685e-02,-1.018645e+00,-7.429910e-02,8.462391e-01,5.583237e-01,2.770254e-01,1.651612e-01,2.233256e+00,9.034319e-01,2.898446e-01,7.842101e-02,-8.937728e-01,6.603586e-01,8.225421e-03
-1.361461e+01,-9.296866e+00,-8.277184e+00,-2.988913e+00,-7.604690e+00,7.005712e+00,-3.814989e+00,4.624212e+00,-5.292989e+00,-7.386271e-01,2.820244e-01,4.331638e+00,2.608102e+01,-1.715373e+00,-2.106468e+00,1.298387e+00,2.258564e+00,-3.046816e-01,1.661674e+00,2.559778e+00,2.725945e+00,-3.272057e-02,-4.069025e-01,-1.067293e+00,7.935655e-01,2.524471e-02,-9.248337e-01,8.380785e-02,-7.809937e-03,-5.445868e-01,1.708301e+00,2.681900e-01,1.784075e+00,1.622602e-01,3.196944e-01,-2.506930e-01,-1.295248e-01,9.642453e-02,-1.602003e-02
-1.266142e+01,-7.369392e+00,-3.584368e+00,4.040021e+00,-5.198477e+00,5.656885e+00,-5.733560e+00,1.154230e+01,4.878817e+00,-2.242734e+00,-8.138568e-01,2.515147e-01,2.604446e+01,-2.615777e+00,-1.941423e+00,4.645430e-01,5.125642e-02,1.365232e+00,1.950022e+00,4.117429e+00,2.925661e+00,-1.609460e+00,6.235022e-01,-7.202029e-01,7.849329e-01,-3.305836e-02,-5.279548e-01,3.222824e-01,-4.200260e-01,-1.089547e+00,1.730147e+00,-2.255774e-01,1.001430e-01,-1.032086e+00,-2.391707e-01,-7.524904e-01,2.227733e-01,3.054027e-01,-2.061642e-02
-2.149140e+01,-1.386521e+01,-7.963448e+00,1.422700e+00,8.066004e+00,1.522408e+01,1.565206e+00,6.468151e+00,-9.362778e+00,-7.471988e+00,2.773148e+00,-5.435614e+00,2.591858e+01,-1.512896e+00,-2.703644e-01,-3.952801e-01,-1.789856e+00,3.804663e+00,1.558274e-01,2.789569e+00,8.168002e-01,1.854092e-01,-3.413568e-02,1.373675e+00,1.109335e+00,-7.283497e-02,4.053695e-01,8.911259e-01,1.176787e-01,-5.602068e-01,1.835292e-01,-1.625130e+00,-1.974047e+00,-2.039935e+00,-2.374714e-01,-2.765203e-01,4.457287e-01,8.409231e-01,-1.088944e-03
-2.139948e+01,-1.238348e+01,-9.956120e+00,-7.571348e+00,1.627174e+00,8.905728e+00,3.415973e+00,1.259142e+01,-1.452196e+01,2.941195e+00,6.440582e+00,2.856051e+00,2.581576e+01,-1.737498e+00,2.747599e-01,2.668262e-01,-1.103505e+00,3.067254e+00,-1.982500e+00,-1.080562e+00,-2.350645e+00,-1.232851e+00,-2.621738e+00,6.543916e-01,3.313070e+00,-3.164539e-02,6.542120e-01,7.546018e-01,4.933975e-01,2.779102e-01,-8.767967e-01,-1.332021e+00,-1.904913e+00,-1.909415e+00,5.340113e-01,7.272139e-03,-5.036083e-01,-4.046824e-02,2.157276e-02
-1.681006e+01,-8.141644e+00,-7.067708e+00,-6.132507e+00,8.005800e+00,6.160427e+00,5.558090e+00,8.183652e+00,5.334443e+00,-3.501270e+00,3.523181e+00,8.576045e+00,2.583120e+01,-1.276650e-01,1.241069e+00,1.985639e+00,3.491078e-02,-2.380465e-01,-4.497716e+00,-4.711461e+00,-4.835577e+00,-1.408382e+00,-1.668837e-01,4.740527e-01,3.734113e+00,1.909351e-02,4.256062e-01,9.788349e-02,3.614291e-01,6.240341e-01,-1.973541e+00,-2.223328e-01,2.699492e-02,-7.626124e-02,5.912259e-01,9.740459e-01,-1.123775e+00,-1.126962e+00,2.380566e-02
-2.368958e+01,-8.857374e+00,-2.698106e+00,2.300098e+00,1.016789e+01,2.762077e-01,-1.313281e+01,-1.068680e+00,-8.634048e+00,-1.733679e+01,2.083084e+00,9.811035e+00,2.592992e+01,-3.733177e-02,1.075869e+00,1.741071e+00,5.284241e-01,-9.973959e-01,-2.383312e+00,-1.656621e+00,-3.795224e+00,1.857492e+00,7.262369e-01,-2.788433e+00,-7.297970e-01,2.884121e-02,6.658231e-01,-1.880384e-01,-1.469633e-01,3.806084e-01,-1.652513e+00,1.015831e+00,2.225458e+00,1.621389e+00,1.070444e+00,1.541787e+00,-3.974495e-01,-1.802929e+00,5.355549e-03
-2.098467e+01,-9.422915e+00,-1.664260e+00,-3.338469e+00,2.605412e+00,-2.949746e+00,-1.371771e+01,-1.087968e+01,-1.934864e+01,1.832585e+00,7.322160e+00,9.757455e+00,2.595696e+01,-2.349482e-01,-1.815013e-01,6.747429e-01,5.143499e-01,-4.030717e+00,-7.554310e-01,3.212574e+00,1.157784e+00,1.596367e+00,3.162107e+00,-2.523787e+00,-2.504040e+00,1.595001e-02,5.106163e-01,-2.876723e-01,-5.924374e-01,2.077333e-01,-2.687214e-01,1.371378e+00,2.128506e+00,1.854241e+00,1.261576e+00,9.063198e-02,-1.378777e-02,-1.352555e+00,-6.593494e-03
-1.949883e+01,-6.363503e+00,-3.952489e+00,-6.326247e+00,-6.596113e-01,1.544256e+00,4.770765e+00,3.146967e+00,7.107048e+00,3.905452e+00,-9.401073e+00,-1.383639e+00,2.589708e+01,1.645259e+00,4.585304e-02,1.874578e-01,5.598168e-01,-3.298974e+00,1.225510e+00,6.084709e+00,2.759622e+00,2.616992e+00,3.422699e+00,1.660642e-01,-2.582498e+00,-3.295898e-03,4.315218e-01,-2.098294e-01,-6.764154e-01,-1.691399e-01,4.029778e-01,3.915029e-01,-6.756266e-01,-7.579207e-02,-5.210854e-01,-1.387744e+00,4.625115e-01,-5.676811e-02,-5.962067e-03
-2.008018e+01,-1.029609e+01,-3.066802e+00,7.524146e-01,-6.734036e+00,1.749248e+00,1.266917e+01,1.186475e+01,5.445730e+00,1.688143e+00,-3.353676e+00,1.653184e+00,2.592737e+01,1.584121e+00,3.177152e-01,-1.997416e-01,1.057881e+00,-4.308646e-01,5.547644e-01,2.060404e+00,1.158206e+00,4.519748e+00,-1.061955e+00,-1.072135e+00,-2.102311e+00,2.194595e-03,-7.415877e-02,-9.792057e-02,-6.251484e-01,-6.848251e-01,1.064206e+00,1.497158e-01,-2.121831e+00,-1.678552e+00,-1.343750e+00,-2.289089e+00,-5.829596e-03,1.123008e+00,-2.450142e-03
-1.591554e+01,-8.191524e+00,-1.059546e+00,3.053740e+00,-1.657252e+00,4.054261e+00,4.097296e+00,1.357215e+00,-7.946270e+00,-1.510698e-01,8.251323e+00,9.506795e-01,2.592824e+01,1.210742e+00,-2.228865e-01,-1.203764e+00,-5.890409e-01,-7.824332e-01,-1.080895e+00,-4.458670e+00,-4.174396e+00,-2.209625e+00,-4.100454e+00,-1.201702e+00,-1.214502e+00,5.908585e-03,-8.048096e-01,-1.867826e-01,-6.072947e-01,-7.628043e-01,6.011878e-01,1.672485e-01,-1.787454e+00,-9.848806e-01,-1.477130e+00,-1.508075e+00,2.734746e-01,1.649124e+00,2.801056e-03
-1.485571e+01,-6.920329e+00,-4.109440e+00,-2.739056e+00,9.499087e-01,-1.430927e+00,-3.078951e+00,-4.193779e+00,1.077676e+01,-1.448929e+00,-6.864714e+00,-1.921257e+00,2.595235e+01,-3.884839e-01,-5.367344e-01,-1.755388e+00,-2.335347e+00,3.204060e-02,1.146350e+00,-2.124892e+00,-3.767970e+00,-2.709074e+00,-4.521760e+00,-1.869052e+00,2.427000e+00,-9.029388e-04,-7.423870e-01,-2.426840e-01,-1.847655e-01,-2.098039e-02,-7.283659e-02,6.503003e-01,1.424116e-01,5.416349e-01,-1.301059e+00,-1.187916e-01,1.183591e+00,1.191284e+00,2.305183e-03
-1.605735e+01,-9.165814e+00,-9.449989e+00,-7.525715e+00,-8.413750e+00,-2.270132e+00,-9.648524e+00,-9.695749e+00,-6.606595e+00,-1.502828e+01,-1.365406e+01,-5.668929e+00,2.591413e+01,-1.392486e+00,-4.608353e-01,-2.071193e+00,-1.557591e+00,-5.244876e-01,1.765960e+00,-7.599114e-01,2.983073e-01,-1.154248e+00,-2.387775e+00,1.931896e+00,3.398465e+00,1.225815e-02,-5.624443e-02,1.835929e-01,5.091674e-01,9.002498e-01,2.464150e-02,3.840139e-02,1.153063e+00,1.641585e+00,8.492876e-01,1.027295e+00,8.921715e-01,-8.597944e-02,-3.049736e-03
-2.195169e+01,-1.249261e+01,-7.648522e+00,-5.634591e+00,-3.195584e+00,1.064320e+01,8.917623e+00,-1.448624e+00,-8.769479e+00,-1.348205e+01,-1.746244e+00,1.709799e+01,2.592991e+01,-8.261994e-01,-7.767304e-01,-6.898546e-01,1.437254e+00,-9.240204e-01,2.382839e+00,9.230833e-01,1.630029e+00,-2.513233e+00,-2.512253e+00,3.279023e+00,1.547624e+00,1.054573e-02,5.315771e-01,5.572466e-01,6.608580e-01,1.144101e+00,-1.650126e-01,-1.177395e+00,3.134171e-01,8.724953e-01,1.359158e+00,1.459734e+00,-4.141673e-01,-2.188621e+00,-1.010767e-02
-1.932998e+01,-7.709558e+00,-9.645967e+00,-3.286446e+00,-2.206944e+00,6.846997e+00,-5.700548e+00,1.476174e+00,-3.944389e+00,-6.073381e+00,1.535157e+01,8.433383e+00,2.600075e+01,1.148378e+00,8.150762e-01,8.093065e-01,2.025908e+00,-1.811952e-01,-1.507132e+00,-2.173398e-01,1.334529e+00,1.938892e+00,3.126669e-02,6.851180e-01,-1.204712e+00,-1.506443e-02,5.169833e-01,5.958070e-01,4.416254e-01,4.935670e-01,2.867272e-01,-1.132280e+00,2.596436e-01,3.315626e-02,9.124241e-01,1.393831e+00,-1.853682e+00,-2.127830e+00,-1.341690e-02
-1.735040e+01,-1.153211e+01,-7.460724e+00,2.327580e+00,-6.773596e+00,5.924702e+00,-4.375231e-01,-1.629595e+00,-3.120508e+00,-1.848764e+01,-4.972414e+00,-1.234292e+00,2.596177e+01,9.989694e-01,1.611543e+00,1.086522e-01,1.593408e+00,-9.646686e-01,-3.104079e+00,-8.290917e-01,7.639523e-02,2.540146e+00,1.567391e+00,-3.316500e+00,-6.214518e+00,-3.778000e-02,4.594137e-02,3.486477e-01,-1.099864e-01,-4.127086e-01,9.798010e-01,-6.742156e-01,-4.701514e-01,4.911565e-01,7.511341e-01,1.537997e+00,-1.233065e+00,-4.634780e-01,-2.060623e-03
-1.261611e+01,-5.570685e+00,-5.497356e+00,-1.377262e+00,-7.530720e+00,-7.446547e+00,-6.057651e+00,-2.932617e+00,2.633802e-01,-1.236915e+01,-8.615389e+00,-2.526347e+00,2.582288e+01,2.798460e-01,1.324063e+00,-2.623192e-01,8.321671e-01,9.294727e-01,-1.151983e+00,1.414394e+00,1.240906e+00,8.811831e-01,2.541556e+00,-4.038752e+00,-3.359613e+00,-3.066349e-02,-4.511092e-01,-3.954048e-01,-3.352290e-01,-7.884866e-01,1.017545e+00,9.640501e-01,-4.066629e-01,7.066215e-01,-6.764819e-02,4.467357e-01,3.408713e-01,1.358161e+00,9.420700e-03
-2.031378e+01,-5.504334e+00,-9.179567e+00,1.377858e+00,-5.357039e+00,2.269575e+00,4.950716e+00,1.137748e+00,1.827366e+00,-2.497211e+00,-6.345266e+00,-8.494737e+00,2.582994e+01,-1.622265e-01,7.120149e-01,-7.039737e-01,-2.941849e-02,3.419650e+00,-1.165814e+00,-2.243541e+00,4.132624e+00,1.771291e+00,3.922589e+00,-5.243684e-01,3.076851e-01,8.042145e-03,-3.897577e-01,-6.530358e-01,3.590944e-01,-7.214516e-01,4.030543e-01,9.565696e-01,-3.856464e-01,4.535108e-01,6.280788e-02,-3.767724e-01,1.473321e+00,2.031733e+00,6.428069e-03
-1.644906e+01,-4.103132e+00,-1.009814e+01,1.349251e+00,1.732141e+00,2.914648e+00,-1.322697e+00,6.297031e+00,-2.012411e+00,-1.360817e+00,-4.155764e+00,-4.734462e+00,2.591335e+01,-5.265700e-01,-7.121837e-01,-4.605253e-01,-1.105112e+00,2.714372e+00,2.343986e+00,-1.543430e+00,2.839523e+00,1.985078e+00,1.087346e+00,9.934086e-01,2.324990e+00,9.127999e-03,-1.537096e-01,-4.456719e-01,6.129073e-01,-5.753607e-01,-8.983906e-01,1.600565e-01,-1.331318e-01,-9.857324e-01,3.293886e-02,-7.101644e-01,1.264241e+00,3.084324e-01,-1.114901e-02
-1.624505e+01,-8.705811e+00,-8.680200e+00,8.172308e-01,5.693224e+00,-5.084964e+00,-1.402270e+01,1.441870e+01,6.873845e+00,-4.378868e+00,-9.824068e+00,1.408190e+00,2.595675e+01,-5.466110e-01,-6.355125e-01,2.003227e+00,-1.045211e+00,1.581533e-01,-6.921472e-02,-1.278412e+00,1.544640e+00,2.302238e+00,4.106341e-01,1.534025e+00,1.101847e+00,-2.553539e-02,9.969366e-02,-9.155307e-02,4.611292e-01,2.260990e-02,-1.494772e+00,-4.284410e-01,6.584612e-01,-2.488665e+00,-1.286411e+00,-8.667506e-01,3.084744e-01,-1.172376e+00,-2.554880e-02
-1.728332e+01,-7.530866e+00,-8.049666e+00,-6.622508e+00,5.160075e-01,7.950651e+00,-4.288090e+00,4.624521e+00,7.665532e+00,-5.991595e+00,-1.908945e+00,4.147137e+00,2.580512e+01,-2.965099e-01,-2.305334e-01,1.448617e+00,-1.536740e+00,-1.931732e+00,-8.999996e-01,2.661705e-01,-2.393765e+00,7.804043e-01,7.467114e-01,1.253259e+00,-2.214532e+00,-6.961975e-02,2.172998e-01,1.062152e-01,-2.989893e-01,6.444875e-01,-6.515087e-01,-1.283191e+00,3.067721e-01,-1.958333e+00,-1.990676e+00,-7.597893e-02,-4.853060e-01,-1.441968e+00,-1.031427e-02
-2.262970e+01,-6.968029e+00,-1.876687e-01,1.376843e-01,-3.958206e+00,-5.944995e-01,4.135478e-02,9.697205e+00,8.499583e+00,1.871349e+00,2.014487e-01,-7.426300e+00,2.575638e+01,2.212118e-01,1.342435e-02,6.471012e-01,2.994451e-01,-1.731159e+00,-1.686027e+00,1.439651e-01,-5.694055e+00,-4.058424e+00,-2.408469e-01,8.880787e-01,-3.284433e+00,-8.032799e-02,1.472015e-01,8.669313e-02,-1.144430e+00,3.689737e-01,1.588934e-01,-3.462113e-01,1.787434e-01,-4.695993e-01,-1.711805e+00,-3.209023e-01,-7.530538e-01,1.768395e-01,1.627293e-02
