@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute gunornot {yes,no}

@data
21.47651,16.49864,16.65531,18.30805,18.98127,20.61743,20.97778,21.70817,21.29897,20.9434,19.54378,18.13089,16.79746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
21.47651,16.49864,16.65531,18.30805,18.98127,20.61743,20.97778,21.70817,21.29897,20.9434,19.54378,18.13089,16.79746,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.995499,-0.717128,-0.663986,-0.435925,-0.393148,-0.297242,-0.271954,-0.216294,-0.195479,-0.153793,-0.129961,-0.093729,-0.000133,yes
21.47651,16.49864,16.65531,18.30805,18.98127,20.61743,20.97778,21.70817,21.29897,20.9434,19.54378,18.13089,16.79746,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.944653,-1.359042,-1.227214,-0.751278,-0.652886,-0.455534,-0.406502,-0.303387,-0.275875,-0.210836,-0.183312,-0.130788,-0.000266,yes
21.47651,16.49864,16.65531,18.30805,18.98127,20.61743,20.97778,21.70817,21.29897,20.9434,19.54378,18.13089,16.79746,-9.977493,-3.585639,-3.31993,-2.179624,-1.965739,-1.486212,-1.359768,-1.081468,-0.977395,-0.768966,-0.649803,-0.468643,-0.000665,-2.448029,-0.821196,-0.729225,-0.424334,-0.358026,-0.232602,-0.202537,-0.141167,-0.129266,-0.095491,-0.085841,-0.060491,-0.000166,yes
21.47651,16.49864,16.65531,18.30805,18.98127,20.61743,20.97778,21.70817,21.29897,20.9434,19.54378,18.13089,16.79746,-14.73452,-5.002389,-4.476105,-2.666578,-2.281562,-1.534564,-1.352625,-0.976202,-0.890676,-0.669695,-0.591657,-0.419617,-0.000998,1.50821,0.556649,0.523179,0.357087,0.328213,0.25767,0.238316,0.19452,0.17538,0.139533,0.116623,0.084464,0.0001,yes
-28.41096,-1.429555,0.055665,7.409932,9.152577,13.18637,14.17894,16.30083,16.412,17.09857,16.29476,15.78768,16.79414,-4.872887,-1.604785,-1.40807,-0.788383,-0.649347,-0.395729,-0.336371,-0.217734,-0.20099,-0.142606,-0.133378,-0.092648,-0.000333,5.358638,2.266795,2.063923,1.375377,1.201357,0.88456,0.782601,0.609233,0.543038,0.427589,0.36474,0.26956,0.000862,yes
-27.25236,0.450793,2.57461,10.42422,12.48781,16.66014,17.61407,19.53083,19.28907,19.51734,18.21,17.20442,16.79414,4.988747,1.79282,1.659965,1.089812,0.98287,0.743106,0.679884,0.540734,0.488697,0.384483,0.324902,0.234322,0.000333,3.286926,1.4272,1.237202,0.745909,0.595002,0.365842,0.291709,0.186513,0.162545,0.116807,0.108979,0.08137,0.001259,yes
21.47651,16.49864,16.65531,18.30805,18.98127,20.61743,20.97778,21.70817,21.29897,20.9434,19.54378,18.13089,16.79746,6.954061,4.350734,3.93165,2.819068,2.408828,1.797754,1.536983,1.206228,1.048108,0.84189,0.715617,0.552187,0.002982,-2.882334,-0.927251,-0.854402,-0.532135,-0.475254,-0.340834,-0.30265,-0.218326,-0.182024,-0.114962,-0.076395,-0.025527,0.000992,yes
21.47651,16.49864,16.65531,18.30805,18.98127,20.61743,20.97778,21.70817,21.29897,20.9434,19.54378,18.13089,16.79746,-4.213368,-0.844147,-0.959956,-0.74076,-0.835642,-0.802096,-0.830756,-0.755618,-0.702498,-0.577907,-0.471259,-0.335186,0.003641,-3.339674,-1.512486,-1.350651,-0.879577,-0.738543,-0.507865,-0.421423,-0.29448,-0.240658,-0.159948,-0.118028,-0.062482,-0.000067,yes
-18.00509,12.30019,12.67356,17.56336,17.94999,20.19649,20.182,21.2433,20.64759,20.59499,19.20595,18.08538,16.80738,-14.6835,-4.922555,-4.37012,-2.533772,-2.116359,-1.3273,-1.094299,-0.661188,-0.51551,-0.23622,-0.11727,0.06447,0.002975,1.521802,-0.367703,-0.287513,-0.29881,-0.198554,-0.130727,-0.061257,-0.032425,-0.002661,-0.001443,0.003059,-0.006928,-0.001555,yes
-28.5784,-1.670717,-0.234297,7.092773,8.825241,12.86012,13.85818,15.98518,16.10227,16.80201,16.02261,15.55125,16.80738,-0.890845,-1.132965,-0.942405,-0.631653,-0.447249,-0.233691,-0.111592,0.002043,0.067218,0.1238,0.151205,0.165769,0,6.571202,1.964084,1.821234,1.118411,1.017267,0.74459,0.68571,0.521579,0.464497,0.335449,0.265309,0.158239,-0.001918,yes
-26.91354,0.970541,3.249517,11.24683,13.47749,17.85958,19.06608,21.26373,21.31977,21.83299,20.71801,19.74306,16.80738,12.90181,2.656626,2.485311,1.270467,1.221861,0.859917,0.871115,0.665274,0.649946,0.483821,0.419681,0.267068,-0.002975,6.446384,2.2376,1.976346,1.147286,0.946306,0.581868,0.467996,0.268715,0.199274,0.073212,0.020045,-0.058486,-0.001289,yes
21.47651,16.49864,16.65531,18.30805,18.98127,20.61743,20.97778,21.70817,21.29897,20.9434,19.54378,18.13089,16.79746,14.84999,5.186681,4.718501,2.949178,2.581584,1.827245,1.615089,1.189044,1.037259,0.739319,0.58681,0.354712,-0.002975,-0.144211,0.271492,0.208066,0.140508,0.077339,0.015904,-0.026559,-0.058047,-0.078854,-0.090934,-0.095694,-0.092104,0.000099,yes
21.47651,16.49864,16.65531,18.30805,18.98127,20.61743,20.97778,21.70817,21.29897,20.9434,19.54378,18.13089,16.79746,9.678009,3.10562,2.681159,1.412244,1.100756,0.55157,0.38234,0.088889,-0.004159,-0.177919,-0.234846,-0.322434,-0.001984,-4.065361,-1.049993,-0.968912,-0.549011,-0.502531,-0.354708,-0.335732,-0.251959,-0.233715,-0.170696,-0.142617,-0.088885,0.000893,yes
21.47651,16.49864,16.65531,18.30805,18.98127,20.61743,20.97778,21.70817,21.29897,20.9434,19.54378,18.13089,16.79746,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.937798,-1.347898,-1.211816,-0.73106,-0.626393,-0.420606,-0.361252,-0.246698,-0.207036,-0.130072,-0.093877,-0.038699,0.000793,yes
21.47651,16.49864,16.65531,18.30805,18.98127,20.61743,20.97778,21.70817,21.29897,20.9434,19.54378,18.13089,16.79746,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.935602,-0.621124,-0.536232,-0.282449,-0.220151,-0.110314,-0.076468,-0.017778,0.000832,0.035584,0.046969,0.064487,0.000397,yes
21.47651,16.49864,16.65531,18.30805,18.98127,20.61743,20.97778,21.70817,21.29897,20.9434,19.54378,18.13089,16.79746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
21.47651,16.49864,16.65531,18.30805,18.98127,20.61743,20.97778,21.70817,21.29897,20.9434,19.54378,18.13089,16.79746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
21.47651,16.49864,16.65531,18.30805,18.98127,20.61743,20.97778,21.70817,21.29897,20.9434,19.54378,18.13089,16.79746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
21.47651,16.49864,16.65531,18.30805,18.98127,20.61743,20.97778,21.70817,21.29897,20.9434,19.54378,18.13089,16.79746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
