@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute gunornot {yes,no}

@data
-31.9139,-10.64004,-11.06653,-13.12775,-12.76273,-0.60858,-5.550354,-0.980363,2.049635,-4.863772,-4.774164,-10.53615,25.72896,0.82859,0.011312,0.724062,0.80635,1.39771,-2.282265,-3.111942,-0.282192,-2.75635,-0.188133,1.349692,0.897767,0.013686,-0.126078,-0.078208,-0.334557,0.486644,-0.097501,0.127166,1.407549,0.83323,1.076849,0.232459,-0.063535,0.565156,0.001851,yes
-28.58124,-5.083729,-7.253179,-10.07428,-15.01511,-11.09877,-18.13412,-12.66462,-5.138164,1.549387,-1.033048,-6.770244,25.77634,0.339521,-0.486231,-0.9464,1.812923,1.997372,-1.889387,-0.430616,1.90697,0.19339,1.309124,2.89581,2.080378,0.003093,-0.098316,-0.192384,-0.344246,0.318598,-0.019197,1.137709,2.507947,0.9525,1.168442,0.342567,-0.57008,0.863794,0.004627,yes
-29.43728,-13.36163,-9.352894,-10.62273,-4.647991,-6.774811,-14.81818,3.450804,-8.138216,-9.011017,0.10374,-7.930266,25.7737,0.442733,-0.130954,-0.113491,2.736281,0.610372,-1.842872,2.585141,2.789378,1.153025,0.225535,0.258961,3.132241,0.028237,0.035292,-0.015989,-0.123024,-0.093469,-0.288363,1.710403,2.36776,-0.054987,0.447,-0.132608,-1.036502,0.659022,-0.001246,yes
-31.4546,-11.7104,-16.65534,-5.31564,-6.833236,-6.972403,-3.069524,6.338904,8.110509,3.75547,7.265935,-1.437201,25.72206,0.529936,-0.879474,-0.578392,1.434377,1.695393,3.186585,6.579251,2.944524,1.131172,1.31787,-0.955344,4.099501,0.029545,0.191443,0.080704,0.39614,-0.907655,-0.412896,1.465796,0.576305,-0.85757,-0.359671,-0.565311,-1.205166,-0.248456,-0.005325,yes
-28.26355,-7.981475,-6.932903,-1.825658,-13.80181,-11.88612,-0.156952,3.464765,1.190425,-4.839139,-7.628852,2.458535,25.89729,0.909843,0.127987,-0.07506,0.52828,0.106884,3.731763,5.221925,-1.075904,-0.990242,-0.855545,-1.907238,3.183312,-0.005769,0.053944,0.282858,0.470844,-1.198723,-0.378923,0.298798,-1.043149,-0.69961,-0.212189,-0.440287,-0.249481,-1.40742,-0.008851,yes
-26.51843,-12.17118,-11.35513,-7.30093,-1.961232,7.389811,7.43152,2.051022,-4.146622,6.052798,-1.943472,8.53286,25.86227,1.06318,-0.212181,1.015083,-1.621351,0.184636,2.652274,1.132518,-0.448238,-0.533332,-0.976889,-2.046918,0.81256,-0.006531,-0.259105,0.601204,0.821078,-0.356343,-0.728267,-2.01075,-2.287792,-0.206849,0.364017,-0.621137,0.035775,-1.798738,0.005156,yes
-27.35615,-12.49131,-12.3783,-6.988686,-6.549574,4.702901,6.040922,0.215223,-6.960859,-14.43741,-4.827748,3.001266,25.67475,0.445833,0.949688,1.443988,-1.729471,-0.528867,-0.081728,0.092764,0.98771,0.924333,-0.828521,-0.442658,-2.261387,0.002018,-0.499096,0.398894,0.717207,0.221414,-0.551814,-2.191405,-2.116642,0.286866,0.761981,0.362889,0.700456,-1.306701,0.026819,yes
-26.5924,-10.51639,-8.857228,-10.84088,-9.536173,-2.005547,-0.505869,5.722486,9.519492,3.670156,-4.36921,2.354235,25.80067,-0.533586,1.715696,2.767471,0.781537,-1.628066,-4.960418,-2.295127,0.878473,1.99397,-1.801329,-1.508759,-2.171837,0.051432,-0.286974,0.134255,-0.130668,0.703026,-0.445772,-1.08911,-1.334298,-0.753704,-0.169204,0.349958,1.188767,-0.360938,0.026424,yes
-25.9974,-4.06043,-0.961914,-8.703038,-12.65867,-7.597083,4.27556,6.567582,-1.020967,-7.790421,-8.629272,-5.759085,25.93818,-0.787256,1.158518,2.634782,0.433906,-1.745836,-3.418917,-3.64746,-0.304928,1.556013,1.371119,1.32596,-1.857996,0.099342,0.027059,-0.502448,-1.373148,0.041476,-0.05235,0.496314,-0.910282,-1.415085,-0.629984,0.799354,0.763557,0.334047,0.007858,yes
-29.86573,-7.808136,-3.225971,-2.536071,-7.047017,-11.26229,-3.161433,3.267207,2.853283,-6.27734,-7.586505,2.05385,25.98772,0.244853,0.35468,-0.233652,0.81209,-1.435738,-1.124683,-3.668861,-3.570438,-1.695189,-0.326921,3.012607,-1.193827,0.076929,0.616402,-0.319782,-1.727605,-0.605172,0.794208,1.667388,0.303235,-0.714157,-0.944318,0.667012,-0.171845,0.517798,-0.016299,yes
