@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute gunornot {yes,no}

@data
-32.15044,-2.690117,-13.33524,-7.84464,-0.078856,-2.945061,-6.126734,0.008128,-4.78525,1.531464,0.405411,1.606728,25.66187,0.960836,0.112911,0.828326,2.338877,-1.033892,0.13978,1.821076,0.150151,-0.561312,-1.669365,0.599717,2.426082,-0.01286,-0.054058,0.060141,0.135532,-0.294432,-0.193098,0.098163,0.467277,0.270405,0.603538,0.751396,0.571048,0.139929,-0.017631,yes
-30.96432,-3.842007,-10.41403,-5.045553,-6.872562,-1.771655,-14.31093,-5.756825,-5.129802,-8.561436,-1.991647,8.13186,25.71845,0.578848,0.870152,0.209325,1.17107,-0.996679,-1.376626,3.930071,1.492473,2.447143,0.232036,0.979756,4.428636,-0.055185,-0.124529,-0.160581,0.556386,-0.31507,0.02442,0.327522,0.321024,0.114764,0.632288,1.493827,0.899847,-0.496267,-0.001832,yes
-27.93932,-1.549615,-10.65421,2.4502,-1.851465,-2.832864,7.070745,3.641358,-7.419535,-1.76891,4.602526,10.47457,25.56928,0.881539,0.034995,1.815487,1.450622,-2.017987,1.388798,3.102964,0.831013,0.952152,1.136914,3.26494,2.124449,-0.079852,-0.273092,-0.342282,0.74809,-0.282479,0.360286,0.491426,-0.72505,-0.336328,0.470472,1.436507,0.593059,-1.529382,0.030512,yes
-31.36176,1.090394,-13.62912,-7.136712,-4.175944,-9.884292,6.92488,5.653878,8.767609,4.341833,3.205633,19.31598,25.43224,0.377841,-0.651038,3.116675,1.207656,-0.419744,1.152883,2.785254,0.383541,1.843394,4.396631,3.766341,0.095564,0.011476,-0.249371,-0.411007,0.114521,-0.126577,0.674916,0.738324,-1.474522,-0.654868,-0.718081,0.429906,0.383115,-1.774452,0.05508,yes
-27.54403,-4.98134,-2.650252,0.454051,-11.5171,8.05525,-1.229816,-1.542157,-6.973194,0.764399,14.13147,6.636909,25.40572,-0.304121,-0.837905,3.115102,0.908191,0.479072,1.332155,-1.231765,-0.977025,2.092924,3.430875,2.171722,-3.05429,0.106371,-0.174953,0.33372,-1.185143,-0.717581,0.99051,-0.520454,-1.367982,-0.524802,-0.880624,-0.956505,-0.989207,-0.780883,0.044405,yes
-29.27276,-5.381333,1.16737,1.990802,-4.138463,-1.451299,3.765623,-1.247362,3.864,12.15506,12.07558,10.52851,25.85761,-0.075178,-0.74843,0.132125,0.809403,1.12937,2.343317,-1.275174,-0.877846,-1.713646,1.234587,3.44194,-1.854255,0.127105,0.163894,0.613145,-1.739622,-0.709485,0.378714,-0.520299,-1.262617,-0.573623,-1.305476,-2.52168,-2.305393,-0.370227,-0.004599,yes
-30.50442,-2.503275,-2.476949,2.427397,0.525156,-0.388587,2.491549,2.206853,5.49689,11.47885,11.02616,-0.403138,25.88846,0.233282,1.752291,-2.617953,-1.938154,2.160005,-1.808687,-1.70673,-1.162301,-1.67245,-2.064591,-1.518896,-0.805055,0.084359,0.322958,0.402653,-1.256052,-0.868364,-0.43629,-0.602361,-0.27944,-0.039455,-0.752782,-2.544603,-2.597044,0.052091,-0.024003,yes
-30.25745,-3.890788,-13.05515,-4.076371,-4.550222,6.054211,-1.311674,-0.609856,-6.035661,5.157542,21.96799,13.56473,25.8264,0.928611,1.119587,-2.714909,-0.916597,0.633358,0.12181,-3.290349,-2.391938,-2.801301,-5.464036,-5.915312,-2.880187,-0.000515,0.004316,0.040669,0.131712,-0.440073,-0.842678,-0.672265,0.740267,0.366714,0.359045,-1.560875,-2.450833,-0.634559,-0.013467,yes
-25.88527,3.034843,-8.628757,-6.203134,-0.511199,-4.74094,-7.224816,-7.672418,-10.38562,-6.059797,1.590787,1.093524,25.84312,0.808773,0.24135,-1.741639,-2.570629,-1.45437,-0.568897,-1.621375,-0.417255,-1.127157,-5.942827,-6.134875,-2.28087,0.050168,-0.378411,-0.417973,0.891068,0.260281,-1.122234,-0.0176,1.51428,1.092149,0.963224,0.857327,0.262739,0.104001,-0.000247,yes
-26.93928,-2.552455,-9.331271,1.723085,-0.453495,1.333929,-7.827943,-8.267416,-2.201251,-6.395796,-12.78329,-4.620754,25.8777,-0.341342,0.210387,0.352528,-1.074723,-1.276834,-1.637902,2.383481,0.583201,-0.191069,-4.630669,-6.504236,-4.289144,0.076866,-0.537866,-0.098924,1.353573,0.213658,-0.475841,-0.415599,1.407696,1.132442,0.7523,2.984256,2.731339,1.044057,-0.003741,yes
