@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute gunornot {yes,no}

@data
-11.81672,-3.998924,-3.834463,10.60114,-3.901508,2.702389,2.790531,9.300245,5.254628,-1.333957,-17.31163,-14.53136,18.09267,-0.869942,0.101672,1.037963,-2.627217,0.24259,0.994121,-0.281036,2.091038,3.183157,1.185741,1.823417,0.085726,0.050589,0.006383,-0.159016,-0.624261,0.366714,0.003873,-0.155116,-0.096391,-0.61042,-0.187566,-0.247649,-0.004918,0.738235,-0.016625,yes
-13.64857,-2.911098,-0.759122,1.075805,-7.26367,2.468079,-4.078447,9.763759,5.678487,-0.402537,-9.096091,-14.61583,18.28549,-0.800407,-0.148282,0.137988,-1.936918,0.254253,1.316098,0.014588,0.233839,3.229513,0.195956,1.199797,1.506675,0.029918,0.155429,-0.090111,-0.849905,0.75125,0.093586,-0.551063,-0.29517,-0.454444,-0.634138,0.055348,0.012079,0.986039,-0.031148,yes
-15.25051,-4.03448,-0.182318,2.227722,-1.007479,7.790147,4.819839,19.52368,20.95848,4.129038,-12.30232,-14.06049,18.2492,-0.872796,-0.568432,-1.633352,-1.138797,0.256124,0.05755,-0.910803,-0.032462,2.222152,0.442391,2.110638,3.066425,-0.0222,0.263528,-0.040516,-0.609419,0.717015,-0.026695,-0.812568,-0.403683,-0.318723,-1.355683,0.295468,0.437666,0.711797,-0.040097,yes
-14.10186,-4.722555,-4.970594,5.10326,-4.077256,6.738998,1.848815,5.35772,13.55026,-3.085677,-13.8173,-7.233418,18.16399,-0.091367,-0.013832,-1.875903,0.384824,0.703752,-1.292908,-1.442004,0.880571,0.492969,1.834157,1.740201,3.525569,-0.068754,0.237865,0.079258,-0.157396,0.161987,0.109333,-0.268408,-0.035224,0.362564,-1.223678,0.29612,-0.051584,-0.710943,-0.045083,yes
-15.95406,-5.935357,-9.895488,2.893429,-4.214094,0.854681,-4.727116,11.34095,12.4295,2.219567,-4.397837,-2.890444,18.04242,0.09318,-0.168133,-1.002187,-0.203012,-0.115634,-1.764214,-1.571156,0.174055,-2.226986,1.84398,3.741544,2.635265,-0.100561,0.278358,0.157821,0.320254,-0.153542,-0.16971,0.161262,0.560262,-0.079411,-0.94547,-0.609244,-1.103907,-1.382582,-0.028984,yes
-13.75363,-2.029819,-5.282049,2.66707,-2.141602,-0.528728,-6.514988,18.25798,12.40782,9.722985,-4.347325,-2.573014,18.04511,-0.094069,0.04786,-0.964576,-1.594877,0.986799,0.884939,0.168643,1.943397,-0.664309,0.975762,0.126426,-1.832461,-0.156316,0.092927,0.00919,0.31655,-0.158722,-0.529048,0.309688,0.737983,-1.178546,-0.510722,-1.771311,-1.538481,-1.631878,-0.000087,yes
-14.95872,-6.221514,-5.037529,2.430756,-2.553475,2.602938,1.145962,13.94383,10.39477,6.944608,1.670414,-3.214371,17.80584,0.520343,0.189825,-0.487746,-0.916658,-0.733949,-0.225063,1.085182,-0.960928,-1.926558,-2.174633,-2.60201,-1.167473,-0.123341,0.000453,-0.20555,0.132295,0.535827,-0.055353,0.344203,0.536363,-0.577579,0.356322,-1.396597,-1.326739,-0.841068,0.062979,yes
-15.06988,-4.340175,-12.22245,-2.639791,0.026429,10.28957,-0.244511,13.77327,11.24608,-0.569389,-16.2193,-16.23376,17.5007,0.159686,-0.146863,-0.550375,-0.051962,-1.632328,-0.514045,0.919742,-4.44467,-2.210853,-5.013091,-2.780429,-2.732453,-0.057799,-0.021149,-0.608523,0.711158,0.96883,0.197062,-0.006816,0.485283,-0.222257,0.386445,0.091668,1.249423,0.905838,0.138225,yes
-12.69422,-3.831054,-8.864014,0.96357,-8.967854,-5.67978,-2.436444,8.778665,3.377581,-3.507411,-11.4719,-1.897435,17.69792,-0.03143,-1.098522,-0.547812,1.704665,0.917162,0.656292,0.73511,0.480194,0.327896,-2.144577,-1.438725,-1.120081,0.165075,-0.104479,-0.673839,1.070789,0.370418,0.939574,1.050014,0.84817,0.76703,0.718566,1.605434,2.561526,1.414043,0.151497,yes
-14.08745,-3.959362,-6.120682,3.140853,-7.096053,1.042409,-0.125073,-1.382792,4.862155,-10.11646,-11.67831,-16.89375,17.81008,0.076072,-2.350579,2.621245,1.938612,1.146552,0.41018,2.770092,0.111552,0.14069,1.419073,5.7919,2.673033,0.390599,-0.057525,-0.36966,1.219189,-0.498204,0.382548,0.858499,0.63518,0.652531,-0.001776,1.670609,2.076004,2.120048,0.092918,yes
