@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute gunornot {yes,no}

@data
-28.21174,-7.12877,-11.2207,-15.24542,-13.52992,-5.13805,4.789891,5.525603,1.90311,1.954015,-4.903366,-3.960813,26.1603,2.535899,1.720044,0.75918,2.861895,5.223437,2.60275,-1.183532,-2.6714,0.464688,0.996665,3.601114,3.020058,0.195419,-0.056363,0.107938,0.420357,0.398363,-0.890391,-0.774653,-0.351716,0.139811,-0.481846,-0.250556,-1.254213,-0.883518,-0.009394,yes
-19.23546,-4.862836,-11.265,-4.270514,11.48859,6.517664,0.51828,3.402834,6.375494,1.453828,5.603409,1.449615,26.7633,2.594362,2.296751,0.807523,3.592208,3.664738,0.630745,-3.168044,-2.752098,-0.707984,-0.120546,2.59822,1.281324,0.205561,-0.445884,-0.316656,0.588153,-0.023585,-1.691359,-0.912524,0.126634,0.868926,-0.136963,0.16924,-2.048697,-0.986176,-0.040226,yes
-20.02038,0.338483,-7.402652,-6.423392,0.07801,2.047843,1.008039,-6.770014,1.990357,7.187431,7.848818,8.434263,26.83589,2.224851,1.971382,2.836792,4.488555,1.55083,-0.284514,-1.949856,-1.931997,-1.358204,0.302491,-2.168504,-0.528168,0.143376,-0.590865,-1.047478,0.249518,-0.505729,-1.126422,-0.15212,0.91431,1.283704,-0.336566,-0.46984,-1.254208,-0.58244,-0.058297,yes
-19.3356,0.621357,-9.09211,-1.69539,-2.010197,-5.577273,-9.1594,-2.087079,-1.680432,-1.265422,1.711641,-3.751728,26.8503,0.462004,0.011097,2.661139,1.930642,-1.397054,-0.516237,-0.167199,1.303528,0.691321,2.18995,-3.757562,-0.136707,0.020312,-0.754119,-1.248203,-0.08795,-1.392805,-0.459162,0.52964,1.16247,1.03767,-0.282278,-0.837498,0.386257,0.336132,-0.058886,yes
-17.03741,-0.013958,1.876811,5.909798,0.973625,-0.513149,-0.120549,-1.389424,-0.85995,4.826096,-13.8,-4.000979,26.83368,0.647756,-2.374519,1.079963,1.164033,2.122225,2.41564,1.887598,1.719305,-1.917795,-2.507785,0.507967,0.816873,-0.003442,-0.891908,-0.937091,-0.845589,-1.578463,0.144833,0.251632,0.179005,0.239851,0.221618,-0.754864,1.992207,0.737904,-0.03461,yes
-18.41692,-4.631128,-2.599036,-0.783902,4.055514,5.216976,0.246577,7.230182,11.25725,13.58425,-2.359992,6.983699,26.86596,-0.387687,-1.771314,1.246186,-1.709554,1.08323,1.928867,0.725578,0.610603,-1.839578,-2.902895,3.191271,2.289465,-0.01546,-0.600769,-0.230464,-0.501513,-0.278286,0.48905,-0.795933,-0.96843,-0.962488,0.711852,-0.327592,0.945088,-0.035665,-0.010799,yes
-17.24094,-8.907868,-5.249373,-1.058973,7.65628,8.728917,5.743042,-2.832121,-14.06746,-12.77633,12.42447,7.150912,26.81085,-1.809845,-1.822868,-0.683678,-1.583664,1.034851,-0.248906,-1.501219,-0.386279,1.015336,-0.925404,4.318112,1.948266,-0.011787,-0.401228,0.346764,0.212416,0.403999,-0.469687,-1.991851,-1.255846,-0.94197,1.603298,1.139247,-1.115182,-0.410906,-0.013015,yes
-21.17227,-3.788256,0.701913,-6.758773,0.064626,-0.553972,-8.463306,1.687287,-4.274565,-6.978687,4.55576,2.11965,26.78441,-1.313042,-1.417047,1.035393,1.913062,1.591885,-3.163628,-3.314941,-2.456118,2.784018,-0.239199,-0.937194,-0.88073,-0.029509,0.250323,0.379524,0.272972,0.73256,-0.218187,-0.902446,0.074969,-0.263356,1.044878,0.966146,-1.958209,-0.78355,-0.020712,yes
-24.70896,-9.549732,-3.192053,0.978913,8.143324,1.127794,-3.271703,-0.54937,11.98264,10.48054,4.332677,8.172379,26.81552,-0.895704,-0.817833,2.24744,1.372719,-0.480536,-4.99737,-2.371374,-1.457182,3.786899,1.856602,-3.003711,0.347439,-0.061494,0.541797,0.657396,0.49878,-0.444416,-0.712159,0.907869,1.869776,0.650146,-0.352984,0.141762,-1.899626,-0.713748,-0.035911,yes
-21.24813,-11.39543,1.549269,7.762467,11.77142,-6.800602,-11.82076,-6.191783,12.15229,0.759814,-3.000065,2.069314,26.71609,0.406858,-0.37621,1.145487,0.475056,0.74999,-0.209129,1.535499,-0.170727,1.99903,0.536831,-2.938864,-0.827872,-0.094165,0.094102,0.408075,-0.08278,-1.744562,-1.200969,2.260186,2.665248,1.607313,-1.053522,0.082707,-0.420435,-1.061496,-0.04571,yes
-21.68153,-9.193448,5.564149,-1.455999,-0.599793,-13.13462,-4.435104,-6.178497,-3.346395,-7.362568,1.183827,8.913276,26.53754,0.039189,0.943691,1.755175,-3.086739,-2.104998,2.813189,5.422439,1.721756,-0.357088,-0.60461,-4.179182,-1.646901,-0.159016,-0.134697,0.009474,-0.500642,-1.171216,-0.624026,2.29354,1.52279,1.343379,-0.778672,0.299982,0.929232,-0.996517,-0.0323,yes
-20.6517,-5.847446,2.051245,-3.166038,8.186134,5.531588,-0.204111,3.648216,13.3851,4.627024,-8.564135,-2.390157,26.45257,-1.30998,-0.257432,0.867627,-4.580018,-3.600728,4.23202,6.114392,3.990978,-0.411601,1.404942,-2.451635,-5.191041,-0.209298,-0.109289,-0.412199,-0.740258,-0.185554,-0.52176,-0.124839,-0.313724,0.360691,-0.74832,0.657949,2.116609,0.121099,0.003482,yes
-24.81123,-7.605268,5.332834,-8.990531,-0.589027,9.027645,18.03217,3.13941,9.580792,5.52389,-13.7812,2.167608,26.15219,-0.710769,-0.829854,-0.116839,-1.955824,-1.425304,4.249757,2.953129,3.178859,1.098856,2.922454,1.398836,-2.453562,-0.165427,0.357897,-0.737815,-1.099324,0.912282,0.545205,-1.723018,-2.153433,-0.48002,-0.594087,0.012417,2.005745,1.272025,0.043444,yes
-26.23318,-13.47668,6.003062,-11.37036,-6.237605,3.278369,7.51757,9.104151,3.630692,1.341296,-7.775727,-20.51306,25.86227,0.235391,-1.550433,-1.619795,-1.01817,-2.198655,-1.551606,1.201536,0.904176,-2.470541,2.063042,4.855172,0.180953,-0.07355,0.851171,-0.155032,-0.710427,1.00427,0.852278,-2.215447,-2.254692,-1.094047,-0.067894,-1.179472,0.236027,2.064289,0.050228,yes
-22.44464,-9.528102,3.004046,-7.132959,-0.514445,9.240776,6.469701,6.987833,7.025088,8.892567,7.783802,5.706913,26.00556,1.055986,-2.098882,-2.497731,-0.306252,-0.080012,-2.910089,-2.888297,0.865058,-2.298055,-0.871575,2.196143,2.027229,-0.009672,0.549304,0.258564,0.240906,0.193933,0.388633,-1.379352,-1.330958,-0.759005,0.277559,-1.778258,-1.847257,0.469671,0.024488,yes
-20.65804,-12.63819,-4.883335,-9.185671,-2.844432,-2.333007,11.58481,6.244882,2.310246,13.25789,4.929228,-3.255044,26.15814,2.062499,-0.39808,-1.494064,-0.383452,-0.011984,-3.265294,-2.238353,-0.322355,0.947387,-2.595401,-1.670151,2.890009,-0.036037,-0.054148,0.389493,1.442947,-0.074753,0.318651,0.998092,-0.786353,-0.365738,1.055732,-0.907242,-1.215712,-0.345683,0.007545,yes
