@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute gunornot {yes,no}

@data
-15.15461,21.08883,8.445852,34.56995,-3.196929,-7.788674,0.63897,35.17496,0.825916,33.76939,4.210788,-2.333752,26.42999,11.09189,-1.135666,2.764463,-4.528797,7.008428,8.84055,6.355503,-3.881791,6.175723,-3.945259,4.376279,5.78926,0.000135,-2.497437,0.015708,-1.233726,-0.709549,0.061308,-1.21719,-1.042951,0.161928,-0.292285,-0.448361,-0.371928,-0.356607,-0.000065,yes
21.81835,17.30328,17.66073,19.47396,20.1645,21.67983,21.82398,22.23566,21.41166,20.61852,18.79839,16.96378,26.43044,11.09189,-1.135666,2.764463,-4.528797,7.008428,8.84055,6.355503,-3.881791,6.175723,-3.945259,4.376279,5.78926,0.000135,-6.057207,-0.227003,-2.940365,-1.225477,-2.186347,-3.838216,-3.105388,0.120869,-2.325902,-1.133118,-1.635549,-1.659465,-0.000536,yes
21.81835,17.30328,17.66073,19.47396,20.1645,21.67983,21.82398,22.23566,21.41166,20.61852,18.79839,16.96378,26.43044,-1.395297,-1.057123,-3.404167,-8.076544,7.314969,2.754602,1.140749,-3.072153,4.7143,-6.187064,2.51664,4.006227,-0.000192,-6.936383,-0.813557,-3.546541,-1.349516,-4.558942,-5.330932,-4.435406,-0.948203,-4.600698,-1.960672,-2.796572,-2.878756,-0.002338,yes
21.81835,17.30328,17.66073,19.47396,20.1645,21.67983,21.82398,22.23566,21.41166,20.61852,18.79839,16.96378,26.43044,-12.95056,-2.30995,-8.853048,-8.882309,-4.076576,-7.307556,-6.564062,-3.682266,-4.723076,-8.489946,-2.871645,-1.616548,-0.002383,-4.498043,-1.237682,-2.222847,-0.288486,-5.465242,-4.798092,-4.228804,-1.890896,-5.2465,-1.826181,-3.931199,-3.897649,-0.00489,yes
-22.13109,15.80321,-8.574984,-5.812767,33.37791,5.984335,6.342713,19.8142,24.39742,2.834065,16.79399,17.69738,26.42903,-11.56881,-4.616307,-9.159488,-9.099619,-10.24378,-9.740059,-9.361744,-8.722569,-11.37837,-11.47627,-5.982617,-4.901618,-0.010296,1.198744,-1.17093,1.349625,2.088947,-4.068645,-1.575774,-1.961252,-1.994523,-3.640664,0.323856,-2.55268,-2.919816,-0.006343,yes
-20.95972,6.503559,-13.48666,-12.29422,-6.825095,-7.01021,-3.255696,5.035061,-3.696595,-12.93898,5.442359,8.514245,26.41923,-6.311574,-5.544486,-5.472111,-5.459692,-11.53841,-8.902577,-9.537272,-10.51106,-12.01044,-10.43156,-11.03009,-9.245062,-0.019265,3.861427,-0.467771,3.036605,2.997859,0.885616,1.558183,0.114711,-0.224139,0.979007,2.97122,0.623738,-0.546312,-0.004693,yes
-14.63665,-0.378402,-12.56302,-10.14005,-17.55961,-12.67545,-12.4449,-12.77689,-22.92606,-19.9841,-4.43669,-3.319536,26.38457,1.278932,-5.294507,1.653488,0.656883,-9.297342,-4.326758,-7.178906,-9.630369,-9.845335,-3.596977,-6.167538,-6.778598,-0.023467,2.582737,0.671139,2.744017,2.871092,3.578119,2.194119,1.545537,2.461986,3.956039,3.99344,2.842431,1.90102,0.000489,yes
-13.48675,-2.328345,-7.705807,-5.660856,-12.05878,-13.50316,-16.46857,-14.02411,-14.9788,-20.1302,-25.73671,-18.75306,26.35635,-0.067293,-4.309707,0.92349,1.228738,-0.121718,-2.22329,-7.081926,-4.349061,-0.59456,2.426506,0.339505,-3.409619,-0.019262,0.636314,1.469707,1.534216,1.311926,3.622807,2.265388,2.840758,3.283895,3.737486,2.313675,3.10637,2.604559,0.004583,yes
-19.47292,-6.253372,-3.197973,-5.845033,-10.49195,-12.40298,-22.94538,-18.80806,-19.18816,-11.55521,1.54583,-2.561954,26.34314,-1.77726,-1.878002,1.3628,1.911627,1.938471,-2.109109,-2.861734,0.506359,2.693882,2.061893,2.54474,1.68576,-0.00785,-0.482201,1.791882,0.270207,-0.160615,2.197386,1.815612,3.646088,2.677821,2.019477,-0.224666,-0.254815,0.783,0.005033,yes
-18.87805,-12.10749,-13.55174,-8.29803,-10.96751,-18.26289,-33.41508,-13.69465,-8.538347,-5.020892,4.148622,-8.912641,26.34364,-1.601908,0.095798,2.344313,0.472564,0.957723,1.315537,2.507931,0.840051,0.40738,-1.692619,0.145627,-0.454447,-0.004161,0.124183,1.42433,0.272576,-0.635636,-0.308054,1.652268,3.453981,0.563923,-0.405372,-1.010555,-2.30651,-0.309202,0.002216,yes
