@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute gunornot {yes,no}

@data
-24.35596,-14.21,-0.600224,16.79939,23.15401,5.035425,-15.57183,-25.16595,4.88254,4.784035,-32.22977,-17.35862,10.85825,0.085958,0.57924,-0.600988,-1.671648,-0.183472,-2.201172,-4.218646,2.601986,4.435175,1.881278,3.617632,0.754193,-0.0145,0.055009,-0.259597,0.20087,0.409101,-0.551597,0.34675,0.863278,-1.086466,-0.35292,-0.476885,-0.192883,0.030753,-0.013479,yes
-25.63954,-11.90478,-2.119203,12.07502,25.48208,3.981558,-30.6139,-16.61687,11.45263,6.621104,-23.08812,-8.430129,10.83685,0.565315,0.3348,-0.826454,-1.668245,-1.492173,-0.844442,-3.337626,1.32287,4.443727,0.451917,3.582851,1.507445,-0.04118,-0.076221,-0.722712,0.390287,-0.419853,-1.281944,0.163019,2.085408,-0.747978,-1.918911,-1.086186,-0.110358,0.139729,0.063064,yes
-23.28437,-12.46641,-2.845675,10.80334,21.07261,-5.443503,-29.14402,-16.43056,23.77337,13.27189,-18.71244,-18.05191,10.79645,0.121324,-0.596524,0.516093,0.372158,-2.287104,-1.14579,-0.342764,-2.190788,2.666301,0.211535,2.67061,0.531334,-0.068555,-0.780131,-0.616552,0.503322,-1.687832,-2.846589,-0.922017,3.071603,0.171105,-3.2865,-1.234303,0.619713,0.828962,0.42706,yes
-22.06517,-13.40779,-3.609768,11.45619,16.73384,6.05268,-25.47386,-22.91929,17.65576,2.79969,-21.07419,-9.474755,10.68325,-0.312832,-2.446436,0.791908,-4.792816,-5.541374,-1.913771,4.270452,1.258484,-4.274943,-2.714783,3.539352,1.564265,0.32785,-1.269829,-0.46276,-0.072638,-3.024538,-3.125423,-1.847965,2.608798,1.853076,-2.846004,-0.514946,1.187253,0.648625,0.756767,yes
-25.53652,-16.44111,2.725524,18.96959,16.09261,-1.729088,-19.85567,-32.96867,15.11248,7.752418,-19.88369,-14.17964,10.59228,-3.375622,-1.1129,1.106438,-8.548523,-12.39182,-6.276593,7.335332,3.489702,-7.63799,-2.706887,6.737946,4.870593,1.936284,-0.806039,-0.113617,-1.353153,-2.944344,-1.807493,-1.397753,0.721734,2.804329,-0.945746,-0.420972,1.079181,0.439847,0.779572,yes
-26.07762,-22.14961,-0.945262,-15.97219,0.265214,-7.444505,-13.90582,-2.055392,-5.59164,-4.193074,-4.805733,-2.544937,12.57819,-4.035357,-1.720811,-1.484816,-12.33059,-12.06693,-7.518862,5.867314,7.748003,-4.63415,-0.663604,7.485449,2.58094,2.740234,0.398273,0.100037,-1.800441,-0.028873,1.055644,0.120058,-1.316113,0.30158,1.540792,0.197319,-0.634955,-0.44712,0.308739,yes
-38.15626,-13.66001,1.354264,-18.22509,-32.65217,-30.07788,1.748617,-9.413997,-2.792881,3.233839,6.84306,2.83615,19.5304,-2.047606,-1.527423,-5.111311,-10.58067,-8.061791,-5.332007,2.467472,8.5861,-1.882825,-2.918915,6.093469,2.222232,2.623112,1.786106,-0.164565,-1.085175,2.513079,4.025355,2.356783,-1.909103,-1.561704,1.833756,-0.183202,-2.8458,-1.253913,-0.483544,yes
-35.93209,-23.4024,-10.34822,-31.59943,-19.22842,-17.36724,-6.939428,4.043386,3.437696,1.740963,2.989686,-5.07795,19.91536,1.014525,-1.738993,-5.10142,-3.921104,-2.428165,-1.785772,0.123816,0.218184,0.551434,-1.622175,0.686816,0.652845,1.52813,1.771774,0.400863,0.997997,4.184216,3.851396,2.571601,-1.344093,-3.683806,0.346179,-0.172993,-3.073377,-0.968856,-0.785911,yes
-30.84732,-23.45183,-18.12955,-26.12014,-14.46953,-23.42776,-11.0015,6.912436,1.183689,-9.809174,6.685946,-1.801977,20.03925,3.029969,-1.926634,-2.511136,-0.187871,2.915577,2.640776,0.661567,-0.553909,-1.062002,-3.143609,-4.091737,-0.434926,0.124615,0.697459,0.437417,2.141736,3.412481,2.980179,2.128729,-0.559097,-3.048687,-0.727964,0.524404,-2.226889,-0.949569,-0.677692,yes
-24.65947,-25.94866,-16.71045,-31.63018,-20.96693,-19.69842,-6.911677,-9.12769,-4.822755,-5.782442,-1.293096,3.038351,19.96441,2.284723,0.483108,2.205079,3.394089,1.701366,1.352753,0.049801,-6.101023,-3.313666,-1.416219,-2.788832,-0.934759,0.059928,-0.546646,0.153678,1.489012,1.315303,1.806973,1.233841,-0.055879,0.472685,0.027727,0.695928,-0.62278,-1.100716,-0.327774,yes
-28.64272,-22.02005,-8.020297,-19.14907,-17.20503,-15.7084,5.042576,-5.598002,-3.972665,-8.722505,-11.47423,-3.396631,20.12894,0.80459,-0.451388,1.944119,2.824137,4.774336,3.742376,-0.291003,-3.497732,-3.590093,-0.399875,-3.303153,-1.731809,-0.031244,-0.959783,-0.613805,0.07515,-0.538109,0.305668,0.046862,-0.317344,1.688859,1.411329,1.097864,0.381897,-0.938461,-0.028551,yes
-25.61077,-21.70275,-4.377454,-18.11452,-9.353843,-14.46315,-14.71246,-20.20651,-10.55246,-5.883465,-1.874383,-8.954417,20.17015,-0.606015,-1.708228,0.116013,1.149407,5.677318,3.832631,0.320706,4.053519,1.954117,0.485598,-2.821378,-4.202295,-0.032808,-0.582963,-0.94657,-0.649965,-1.184529,-0.381539,-0.611613,-0.658841,1.649552,1.62216,0.025191,0.35893,-0.690442,0.018145,yes
-26.34872,-27.83172,-14.57546,-18.75728,3.59561,-7.333518,-8.556121,-5.036813,-13.90193,-11.75804,-9.539175,-4.464637,19.78016,-0.323578,-3.899992,-1.090852,-1.756076,2.45594,1.635145,-1.060606,2.813116,3.360753,1.394802,-2.165982,-3.493465,0.02823,-0.050174,0.198248,0.339383,-0.329082,-1.585196,-1.72931,-1.107717,-0.932316,0.305971,-0.681357,1.190005,0.053567,0.100146,yes
-28.83655,-31.58396,-12.85281,-26.07904,-2.980662,-4.722711,1.491202,10.85931,9.912459,-1.836685,-16.36751,-17.43912,19.97476,-0.066007,-2.525441,0.472738,-0.238448,0.95287,-0.651698,-2.859602,-1.008689,1.32171,-2.187604,-1.562769,-3.506139,0.120914,0.241395,1.694099,0.914579,0.593744,-1.778556,-1.798514,-0.963291,-2.406631,-1.101832,-0.337454,1.732424,1.874545,0.144589,yes
-28.64773,-36.5794,-9.236879,-23.94719,-8.11192,-12.4029,-8.362284,-7.065332,2.598644,-3.771884,-15.05758,-16.6216,20.36779,0.283715,0.948461,3.462673,1.872655,-0.789421,-2.66201,-4.239435,-5.628206,-1.744037,-2.470058,2.01757,-1.81205,0.392624,0.166988,2.605752,0.64144,0.727587,-1.306342,-0.648029,0.830245,-0.05358,-0.518535,0.731952,1.594259,2.249602,0.1395,yes
