@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute gunornot {yes,no}

@data
-29.11544,-6.971946,-6.448728,-0.08289,-2.325851,4.37982,5.752084,3.200094,0.318483,-0.395283,-8.87296,-13.66079,26.20564,-0.686137,-0.665495,-0.488616,1.054686,0.14378,-3.623248,-1.612038,-0.450616,-1.536947,2.732613,4.220435,3.290896,0.0029,-0.177659,-0.188852,0.381488,-0.258855,0.127032,0.218503,-0.29242,-0.569782,0.081817,-0.442559,-0.542971,0.191475,0.010799,yes
-30.7702,-8.614093,-10.30713,0.592743,-4.165824,0.705282,-4.119856,-5.164977,-4.703693,6.781464,2.067011,-2.390647,26.11425,-1.017824,-1.266437,0.291643,0.371825,-0.575487,-3.292943,-2.756035,-1.733373,-1.715791,1.377059,3.513819,3.738845,0.027247,-0.066812,-0.048338,0.465676,-0.444186,0.394473,0.805332,0.092322,-0.047734,0.318668,-0.976478,-1.51716,-0.508386,0.014721,yes
-31.71875,-9.478346,-6.962607,4.852725,-0.686964,-11.89915,2.627862,5.129549,-4.855163,9.67941,6.759228,-2.841385,26.26584,-1.408588,-1.309282,1.028692,0.101841,1.138574,-2.695885,-2.502138,-2.658148,-1.03844,1.197593,1.858886,4.024295,0.04472,-0.13695,-0.144722,-0.017285,-0.660429,0.240422,1.750177,0.795911,0.217238,0.286735,-1.0435,-1.786998,-0.864228,0.005171,yes
-32.90291,-12.05093,-4.733573,-0.691571,-6.022727,-3.94541,-6.46598,-6.4315,-5.673652,1.452665,0.880042,-0.376272,26.31178,-0.658972,-0.58529,1.081111,-0.689823,1.61875,-0.060269,-0.705381,0.414477,-0.192858,-1.382267,-2.184589,0.382267,0.055594,0.040294,0.156736,-0.724735,-0.33099,-0.330585,1.977015,1.703798,0.510255,0.463964,-0.891685,-1.563322,-1.413923,-0.025845,yes
-35.09203,-11.79994,-4.092048,1.068473,4.295471,-6.774259,-5.585542,-9.457383,-4.388737,8.257083,1.014956,5.453493,26.33047,-1.550313,-1.729677,-0.969774,-1.716634,0.248771,3.511298,1.342191,-0.438352,-0.864741,-1.105224,-1.865351,0.648046,0.014582,0.286981,0.334608,-0.825953,-0.175943,-1.516033,1.135243,1.301702,0.389852,0.657492,-0.710141,-0.914452,-1.680265,-0.07167,yes
-32.37842,-10.37975,-6.336856,-0.964246,1.436706,-2.158507,-3.540059,4.200876,-5.901196,0.581294,-5.983796,-4.626753,26.3599,-0.745493,-0.272558,-2.332798,-0.373887,-1.783512,3.488543,3.840792,-0.291999,0.517179,-1.929956,-2.440671,-1.642643,-0.08691,0.267806,0.45908,-0.354275,-0.179231,-1.649204,-0.64312,-0.114427,-0.424169,0.759665,-0.036271,-0.057696,-0.765498,-0.101914,yes
-39.73256,-18.96232,-11.00984,-3.594107,-3.172827,4.763889,7.875855,-2.378398,-9.065096,4.588976,0.864394,2.524083,26.31469,0.069575,0.20739,-1.394121,-0.93584,-4.74046,1.205922,1.733285,-0.355648,1.894,-2.079264,-2.585331,-3.364575,-0.242376,0.545325,0.934992,0.666022,0.004484,-0.122766,-1.804149,-1.618756,0.221077,0.701638,-0.048301,0.086434,-0.047068,-0.069014,yes
-34.3101,-9.832526,-12.93867,-0.229714,-11.20614,7.728228,6.00728,-11.43099,-0.749579,-6.363063,-11.24804,-7.124782,25.88512,-0.129885,0.741577,-0.478093,-1.976376,-4.132654,-2.123178,-1.473062,-1.747719,2.226096,-1.076601,-2.113079,-1.438912,-0.325496,0.267805,0.460055,0.838511,-0.078219,1.416447,-1.448135,-1.267493,0.52656,-0.702714,0.032914,1.101968,1.439629,0.028447,yes
-33.77831,-11.0366,-7.761746,-3.977995,-13.08541,-5.688017,-1.692785,-3.41969,2.505455,1.332939,-9.279578,-10.12037,25.35599,0.868508,2.438215,1.432982,-0.892968,0.809511,-2.703585,-4.094661,1.394895,1.78899,-1.773407,-1.596978,0.310842,-0.211195,0.033213,0.004954,0.074053,0.802297,2.304691,0.150422,0.360171,0.598359,-1.843287,-0.15702,1.491693,2.17447,0.128,yes
-36.00497,-10.63472,-10.35136,-10.65418,-14.27027,-7.548447,-6.121049,-4.017075,-0.55599,-3.173692,-11.47721,-5.499087,25.21177,0.194066,0.912307,0.446208,-0.786419,2.52374,-1.797381,0.417302,1.465529,-2.943888,-1.918314,2.574992,3.717793,0.039736,-0.085349,-0.453574,-0.62907,1.56269,1.632471,0.943809,1.169121,0.447995,-1.122269,0.745498,1.620525,1.079647,0.14867,yes
