@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute gunornot {yes,no}

@data
-27.16836,-15.16616,12.23038,-8.087011,-7.62933,-4.834731,-5.342268,9.35783,0.353549,-7.436185,-3.243595,16.76876,23.98833,-2.833023,-2.646002,-0.652968,-0.029973,-2.921919,0.313916,-1.228052,-1.297771,0.269372,4.495481,1.639948,-6.48924,-0.088414,0.086206,-0.060316,-0.29696,0.605214,0.239157,-0.304162,-0.445871,-0.726438,0.150867,-1.769539,-0.134126,0.628433,0.020574,yes
-35.68475,-23.86281,13.00458,-5.290378,-7.185222,5.43428,-2.941814,4.299224,-6.154264,3.700783,-0.439926,-5.206871,23.66285,-3.239101,-2.642403,-1.30756,0.460045,-3.62077,-0.950799,-2.988472,-3.678604,-1.159481,0.443347,1.387684,-6.096463,-0.057298,0.820175,0.095353,-0.859685,0.020627,-0.179119,-1.19212,-0.498066,-0.87808,-0.129253,-2.477983,-0.656355,1.204997,0.024616,yes
-37.07528,-24.04784,8.578439,-9.635195,-22.46098,-8.399658,-12.68276,5.398278,4.954317,9.472735,3.554312,-4.689629,23.709,-2.198951,-2.94938,-1.810474,2.751088,-1.376709,-0.574537,-2.577198,-3.739544,1.738132,-2.326144,1.09545,-3.543462,-0.001101,1.415353,0.407841,-0.709461,-0.38195,0.057139,-0.58586,0.503178,-0.502942,-0.111175,-1.913222,-0.649944,1.592253,0.003389,yes
-38.4104,-23.93733,7.518548,-5.012694,-18.31736,-7.806262,-16.61439,-7.055411,-7.74424,-13.67391,0.29587,-2.984361,23.84151,0.950814,-2.017549,-4.372642,-1.317372,-4.590117,-5.202456,-3.043808,-4.467283,-1.111273,-4.483621,-1.369576,-1.937145,-0.00899,1.716213,0.748463,-0.189664,-0.931954,0.100925,0.100379,1.964971,0.915355,0.759417,0.420753,0.086825,1.958582,-0.015312,yes
-36.80029,-29.8758,5.921025,5.529589,-8.946808,-1.087144,-11.39197,-3.662574,9.839197,-10.37956,1.865759,-2.059806,23.8935,2.148786,-0.919222,-2.66773,-1.051014,-2.151548,-0.489557,1.315504,-3.418139,-0.310605,-2.607145,-0.23114,-0.607633,-0.095622,1.15401,0.852526,0.414223,-1.375859,-0.267485,-0.038279,1.803565,1.056781,0.351179,1.525339,0.176555,1.587121,-0.00315,yes
-31.06817,-31.03658,-7.529924,-19.45963,-36.89289,-24.23426,-18.80625,-13.50677,-14.15307,-8.791173,-6.443527,-16.20751,23.52565,3.168093,0.084831,-1.82725,-2.298675,-2.728725,-0.491395,4.890031,0.737467,3.661974,2.687612,2.485102,2.228531,-0.086599,0.272653,1.011187,1.243448,0.454241,1.329741,1.048651,0.917366,1.093539,0.615337,1.596775,0.189901,1.143705,0.054905,yes
-30.00246,-25.09433,2.764027,-7.666799,-23.93095,-2.633445,-5.009304,-8.466739,6.605709,-6.004362,5.768312,-1.11622,23.38882,2.462458,0.262058,-1.012053,-3.637555,-3.644831,-3.121461,2.473707,-1.058015,1.107404,1.714936,0.050885,2.309304,0.021954,-0.16751,1.188334,0.999997,0.871066,1.330045,0.432008,-1.002424,1.049704,-1.000752,0.646486,-0.611217,0.087943,0.088748,yes
-25.96885,-25.9039,-0.039204,-9.907873,-24.46891,-9.490088,4.644439,-0.965994,12.18238,-2.42345,10.7701,7.686499,23.66086,2.157243,2.447744,1.016762,2.247106,2.805232,1.356753,0.963922,-0.179647,1.256409,1.339214,-0.561084,2.322911,0.206748,-0.893494,0.708144,1.085671,1.452478,1.968891,1.396137,-1.623555,0.715854,-2.233942,-0.45685,-1.146468,-0.847467,0.042377,yes
-27.03766,-31.13184,-2.884602,-17.43406,-33.38295,-24.06654,-10.74878,-15.22303,2.208494,-4.988738,-6.48663,-2.46029,23.93567,1.816663,3.84099,0.910247,1.031426,1.731696,0.746407,-1.733562,2.28894,-4.111581,1.299485,-1.764129,-0.215106,0.201447,-1.469481,-0.10636,0.906662,1.323487,1.922353,2.283474,-0.392095,1.216066,-1.108608,-0.086103,0.04897,-0.606958,-0.030658,yes
-21.76436,-15.7791,0.378201,-3.340468,-18.14073,-6.733948,-11.1169,-11.02685,-5.672418,-2.602914,-3.121477,-3.920923,24.28597,-0.976476,1.836086,2.639954,2.629223,4.427465,4.555354,-1.124107,2.643257,-4.89824,0.61109,-2.339733,-0.746599,0.035539,-1.846699,-1.613356,0.005433,-0.379029,0.13991,0.387256,0.083001,0.30418,0.007684,0.02079,0.506555,-0.40913,-0.070008,yes
