@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute footstepornot {yes,no}

@data
-21.57463,-17.16329,-18.6335,-18.25403,-11.6625,6.933358,8.935382,6.766259,4.5996,1.664824,-6.704337,-6.232739,27.05321,0.477129,1.69922,3.883747,4.281496,4.963244,-0.450675,-1.188579,0.230188,0.594714,1.78519,3.259559,3.104738,0.01918,-0.47809,-0.088878,0.548657,-0.066967,-0.015596,-0.04192,0.652939,0.264069,0.588862,0.247327,0.643876,0.650578,-0.000833,yes
-18.3755,-12.67158,-13.68817,-5.076243,1.38437,6.037333,-0.738577,1.078164,1.316216,5.609343,0.075986,-0.357293,27.11206,-0.09349,1.157238,6.433097,4.131594,6.227796,-1.198033,0.563974,0.319842,2.151152,2.086163,5.076449,4.386505,0.020226,-0.602831,-0.180049,-0.274369,-0.228859,-0.625389,0.653357,0.820467,-0.187962,-0.550206,-0.028342,0.136595,-0.006825,-0.003943,yes
-20.78856,-10.91304,-1.68743,-3.435445,6.630288,5.127995,7.829467,10.76124,9.21486,8.618513,6.203299,6.353227,27.11968,-1.62801,1.525824,5.352357,4.021612,4.252988,-0.286599,1.199839,1.505707,2.760802,2.871336,5.570493,5.716743,0.014493,-0.378476,-0.444558,-1.656097,-0.407322,-1.328972,1.221356,0.279306,-0.841761,-1.76639,-0.763562,-0.921984,-1.191098,-0.00577,yes
-22.43512,-14.50223,5.05895,-5.005352,10.33008,1.845876,12.30821,6.367974,13.04773,8.618796,12.22409,9.406803,27.1211,-1.484455,0.885676,1.777596,3.267141,2.191427,2.734072,1.719549,-1.34738,-3.23936,1.100407,2.787065,1.764609,0.001808,0.018058,-0.230805,-2.585542,-0.952955,-1.874182,0.919022,-0.190306,-1.345798,-2.360162,-1.546604,-2.263275,-2.396348,-0.005729,yes
-27.68487,-8.618851,-1.245276,1.818583,5.129585,7.596093,8.411184,11.64989,12.53785,14.51678,15.07408,17.46893,27.12115,-0.71977,-0.387787,-2.068988,2.677114,0.336571,3.690051,-0.369836,-3.145005,-5.541982,-1.53974,-0.205667,-1.539803,-0.000464,0.324059,0.162945,-1.741649,-1.545938,-1.020921,-0.150957,0.500251,-1.148806,-0.849492,-1.187083,-2.050735,-2.273908,-0.003277,yes
-22.34961,-9.390299,-5.021269,8.632445,13.09186,18.47364,7.568309,-6.103059,-16.54208,8.162248,9.575923,2.907902,27.12036,-0.457321,0.960019,-2.783942,0.039069,-1.184909,1.408753,0.397282,-4.083795,-5.498265,-3.441318,-3.351848,-3.966961,-0.000942,2.03022,1.385021,0.610347,-0.922091,-0.055147,-1.003076,0.99585,1.313568,2.86308,0.659053,-0.14403,0.285677,-0.000271,yes
-24.43016,-15.40794,-6.992259,3.131224,6.932254,15.26437,8.350237,1.271734,-3.700146,1.148085,6.499047,1.903661,27.11773,-0.521283,2.303375,-1.075118,-2.094042,0.836549,-0.378726,4.362228,-2.870117,-0.357204,-0.793214,-1.613728,-2.78701,-0.000514,3.8957,2.243749,2.497678,0.521604,0.940379,-0.495334,1.046123,2.908562,4.053359,2.30986,1.641699,2.250325,0.00047,yes
-26.34908,-6.307587,-5.98727,-5.466327,3.504203,5.055502,14.3251,-8.861919,-6.324597,-1.903447,-0.247637,-2.645369,27.1181,8.567403,6.4652,4.332397,1.042264,1.665705,-0.246919,4.332768,5.083014,8.483651,4.02241,2.770948,3.816597,0.000481,4.533109,1.483869,2.685483,1.903272,1.162357,0.629721,-0.13714,3.402623,3.321154,2.423215,2.340741,2.82095,0.000546,yes
-28.29155,1.356669,-6.137868,-1.602243,14.10616,12.41154,26.84393,-1.321263,5.643091,15.58355,11.91721,6.310513,27.11971,14.24637,8.078366,6.861234,4.783537,3.613158,2.041216,2.893035,6.814399,7.733855,6.277696,4.941428,5.820043,0.001176,2.758342,-0.030139,1.343369,1.638756,0.139068,0.685333,-1.53545,1.751619,0.551732,0.489253,0.905254,1.298246,0.000231,yes
22.41809,14.5534,16.21352,16.2105,17.83343,18.66547,19.98531,20.60851,21.20455,21.05656,20.72158,19.78746,27.12177,14.8244,5.49187,6.675296,6.116639,3.238572,3.347386,0.446179,8.087065,7.061976,5.139303,5.07428,5.83426,0.000941,-2.123925,-1.836942,-1.105575,-0.330552,-0.619911,-0.029659,-1.29303,-1.259447,-2.158886,-1.322791,-0.872245,-1.075785,-0.000173,yes
22.41809,14.5534,16.21352,16.2105,17.83343,18.66547,19.98531,20.60851,21.20455,21.05656,20.72158,19.78746,27.12177,10.14193,2.639346,4.470277,3.562548,0.745454,1.250786,-1.371725,4.385955,3.112293,1.094602,1.760873,2.695389,0.000412,-4.331714,-2.16486,-2.039776,-1.568371,-1.046489,-0.742982,-0.623225,-2.171586,-2.252969,-1.769469,-1.495714,-1.747435,-0.000329,yes
22.41809,14.5534,16.21352,16.2105,17.83343,18.66547,19.98531,20.60851,21.20455,21.05656,20.72158,19.78746,27.12177,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.979073,-1.362309,-1.782087,-1.579583,-0.72226,-0.794556,0.047937,-2.056009,-1.723625,-1.137321,-1.190943,-1.436391,-0.000229,yes
22.41809,14.5534,16.21352,16.2105,17.83343,18.66547,19.98531,20.60851,21.20455,21.05656,20.72158,19.78746,27.12177,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.028386,-0.527869,-0.894056,-0.71251,-0.149091,-0.250157,0.274345,-0.877191,-0.622459,-0.21892,-0.352175,-0.539078,-0.000082,yes
22.41809,14.5534,16.21352,16.2105,17.83343,18.66547,19.98531,20.60851,21.20455,21.05656,20.72158,19.78746,27.12177,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.824759,-0.471439,-0.308708,-0.168726,-0.040144,0.04962,0.198262,0.202737,0.181661,0.111095,0.125703,0.083016,-0.000002,yes
22.41809,14.5534,16.21352,16.2105,17.83343,18.66547,19.98531,20.60851,21.20455,21.05656,20.72158,19.78746,27.12177,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.873783,-1.250981,-0.952687,-0.671196,-0.433624,-0.325835,-0.113749,-0.124786,-0.10797,-0.195338,-0.151669,-0.203448,-0.000004,yes
22.41809,14.5534,16.21352,16.2105,17.83343,18.66547,19.98531,20.60851,21.20455,21.05656,20.72158,19.78746,27.12177,-9.123793,-2.357196,-1.54354,-0.843629,-0.200721,0.248101,0.991311,1.013685,0.908302,0.555474,0.628514,0.415078,-0.000011,-4.486048,-1.565367,-1.21368,-0.862446,-0.58759,-0.513061,-0.341453,-0.371655,-0.308372,-0.371709,-0.324779,-0.369557,-0.000005,yes
22.41809,14.5534,16.21352,16.2105,17.83343,18.66547,19.98531,20.60851,21.20455,21.05656,20.72158,19.78746,27.12177,-14.80702,-5.076306,-3.991665,-2.934166,-2.06776,-1.753224,-1.064399,-1.130774,-0.994,-1.254429,-1.072601,-1.22478,-0.000017,-0.668331,-0.391412,-0.344811,-0.274686,-0.2423,-0.293495,-0.355272,-0.379433,-0.318225,-0.280753,-0.273879,-0.258479,-0.000001,yes
-23.20087,2.767419,8.495818,11.99235,16.82983,19.90597,24.94186,25.67694,25.74607,23.83393,23.86415,21.86285,27.12172,-15.02673,-5.288683,-4.072567,-2.845145,-1.904069,-1.688694,-1.175063,-1.292886,-1.04486,-1.231332,-1.087595,-1.235397,-0.000017,6.115712,1.791148,1.292618,0.844836,0.447822,0.213902,-0.203396,-0.203023,-0.18056,0.005434,-0.056594,0.052963,0.000007,yes
