@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute footstepornot {yes,no}

@data
-29.57119,-17.53401,-7.457819,4.202663,2.860293,-0.001527,-2.046801,3.215296,18.82109,7.838833,1.00925,0.725653,27.05664,-0.718737,0.116748,-1.005027,-3.91748,-4.165112,-1.324631,1.042087,-2.442116,-6.097791,-1.209483,0.701873,2.385001,0.005806,-0.191719,0.533809,0.467574,0.241458,0.915306,0.845561,0.794278,2.124405,1.470686,1.190857,0.838627,-0.935165,0.00142,yes
-28.8253,-20.97342,-16.3764,-8.363298,-5.687839,-1.071388,-7.856073,-16.22277,-4.388871,-0.199362,-4.687348,7.119858,27.07159,-1.394479,1.148465,0.076845,-3.631813,-2.211007,0.580196,3.237092,2.750824,-3.381051,2.031545,1.015599,-0.756716,0.010214,-0.00359,0.475262,0.77743,1.063821,1.389467,0.625365,0.270526,1.888292,2.046845,0.832358,1.056944,-0.636836,0.000797,yes
-33.53782,-15.23057,-8.023665,-9.101759,-13.6912,-6.089753,6.068271,0.72375,-0.062878,5.810515,7.366913,9.453554,27.0782,-1.339459,2.269932,0.791906,-2.853024,-0.565633,1.950758,3.915977,5.583442,-0.102728,3.124286,4.738144,-0.719966,0.010702,0.469727,-0.037681,0.507511,1.424343,1.317078,-0.164233,-1.111566,-0.240966,1.455467,-0.644459,-0.061372,-0.053999,-0.000692,yes
-34.56027,-12.94341,-6.790669,-7.304189,0.081004,5.943567,10.08112,18.21519,11.35782,19.01072,2.908412,-7.421878,27.09693,-0.426328,1.416466,1.983658,0.869398,0.982483,0.164501,0.957771,2.986566,1.138905,0.785425,3.968459,0.753303,0.007342,0.896798,-0.574032,0.0053,1.542542,0.438698,-1.442174,-2.540046,-2.683242,-0.239032,-2.175626,-1.044325,0.957943,-0.003168,yes
-33.401,-10.19935,-8.291153,-10.59201,-2.852295,6.244787,8.564486,13.91353,10.4341,13.85522,20.90209,4.39669,27.09748,1.14582,-0.205658,0.57912,0.953627,0.82353,-1.937946,-3.376083,-3.764817,-1.080435,-3.80872,-1.081416,1.359994,0.003785,0.536132,-0.701429,-0.156872,1.670633,0.816235,-1.147128,-2.165343,-2.565988,-1.278532,-2.180993,-2.588636,-0.043339,-0.005436,yes
-31.02535,-16.40669,-6.324361,-3.27118,-6.194881,-6.416154,-4.315325,-7.884829,-3.942837,-0.294593,8.387361,13.41481,27.09865,1.846871,-0.483898,0.209736,2.177572,-0.712099,-4.686319,-5.817108,-5.991255,-4.087357,-5.380084,-1.296246,2.993017,-0.002166,-0.104784,-0.306997,-0.617544,0.529342,1.036744,0.234674,-0.228587,0.09546,-0.676403,-0.94052,-2.41079,-1.61616,-0.008001,yes
-29.57618,-14.52722,-5.361218,-6.350131,-6.43561,-9.599625,-3.613921,-5.050327,2.185279,-3.580427,-0.779641,5.83518,27.09626,0.204599,-0.287032,0.894506,4.846053,4.362833,-1.359473,-3.523299,-2.757585,-3.882256,-4.697925,-5.572683,-2.056517,-0.011726,-0.718079,-0.143638,-0.689,-0.286025,0.693677,0.999343,1.039696,2.110484,0.46881,0.815221,-0.606537,-1.855928,-0.010169,yes
-27.23832,-13.19897,-7.206957,1.462732,-1.687833,-9.565823,-12.91522,-2.259159,-4.954549,0.828123,7.268049,6.823963,27.08671,-0.479639,-0.077835,-1.261756,1.569896,4.39655,1.048634,-0.111557,2.960251,-0.842199,-3.472571,-5.839856,-5.619239,-0.024908,-0.809153,-0.322466,-0.539104,-1.31768,-0.304145,1.33388,1.581409,1.947366,1.733324,1.906184,0.314685,-0.754576,-0.008133,yes
-34.27152,-13.23838,-3.377324,11.2713,16.70835,1.022259,-4.752068,-2.687235,-8.471319,-10.19576,-6.401669,-2.590474,27.04482,-1.281321,-1.12688,-2.130132,-0.17266,1.737589,0.191291,-1.030379,2.311847,-0.358965,-0.686372,-1.842297,-3.61352,-0.035691,-0.160626,-0.374903,-0.247415,-2.013999,-2.00204,0.642901,1.135401,0.44273,2.235385,2.685502,1.994582,1.689461,-0.001153,yes
-31.07587,-17.44029,-13.62509,-4.232416,4.215891,-6.483926,-4.304038,5.734882,-2.825534,-14.34978,-18.0009,-10.46856,26.99983,-1.455934,-1.676301,-0.973464,-1.90147,-0.920201,1.207699,0.843477,1.210856,2.817619,2.145061,-1.588012,-0.001361,-0.030846,0.198273,0.099925,0.817672,-0.553378,-1.722884,0.403452,0.554432,-0.896205,1.471062,2.128535,2.128643,2.284154,0.006873,yes
