@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute footstepornot {yes,no}

@data
-20.1653,-1.688687,3.076357,6.5393,19.39996,15.12395,21.46718,20.44024,21.40859,25.55256,19.55788,16.83673,15.48653,-0.577476,0.314455,-1.880033,-1.26215,-1.150911,0.419119,-1.647042,-2.838904,-1.149654,2.238057,0.729905,0.684384,0.096726,0.435074,0.161784,1.114729,0.473259,-0.243622,0.264273,0.585624,1.405949,-0.290245,-1.37659,0.284753,-0.334156,0.144667,yes
-24.16323,-5.030808,-4.702841,0.754304,14.82334,7.955789,24.66253,12.47941,26.17403,34.78769,13.67719,24.23978,15.87606,0.290516,0.211258,-0.387286,-0.22586,-1.174784,0.557736,-1.775423,0.287952,-2.138641,-0.236453,1.456681,-0.433238,0.422239,0.604831,0.302538,1.641871,0.798636,-0.403862,0.071787,0.675413,1.993062,0.282516,-1.794535,0.371184,-0.449604,0.159028,yes
-21.05371,1.554649,-2.434207,3.12105,15.93371,20.80362,11.6343,10.22613,13.2776,32.12527,26.14774,16.55712,15.77539,1.163897,1.174975,2.947241,0.586002,-2.357086,1.671177,1.34527,2.627413,-2.106384,-3.407639,1.79028,-0.427585,0.657302,0.357561,0.049522,1.116607,0.683016,-0.308648,-0.256791,0.615224,1.266419,0.844517,-1.653088,-0.507516,-0.63069,0.072635,yes
-18.26851,-2.254067,3.895208,7.119123,15.25916,15.07279,17.5065,26.98705,14.78088,21.08393,23.54635,14.81034,17.45329,1.575993,1.396887,3.915686,1.806957,-2.567135,0.152024,0.233866,4.39325,0.741293,-3.911768,2.055636,-1.007652,0.611576,0.016533,-0.009393,-0.064127,0.158005,0.208372,-0.104739,-0.699457,-1.405342,0.243289,-0.412042,-1.042104,-0.5526,-0.124387,yes
-17.29317,2.797819,13.51354,6.286902,7.396616,19.92133,31.77154,26.32349,16.57325,15.36624,23.5747,19.41352,17.98442,0.567589,-0.030751,1.551517,1.136519,-1.997974,-0.661981,0.424435,1.440542,1.632966,-4.189724,-2.107153,-2.181857,0.36523,-0.302247,-0.40456,-1.243916,0.065331,0.815258,-0.063631,-2.005299,-3.007951,-0.925031,0.73774,-1.134181,-0.350012,-0.232333,yes
-18.16354,1.332039,6.901717,8.206161,6.256213,9.157053,15.76324,26.39698,28.23267,23.60836,25.24189,17.77332,17.82942,0.671337,0.767156,-0.01006,0.288907,-0.312479,1.200619,-4.812291,-6.145325,-2.791869,-1.905621,-1.805124,-2.319104,-0.05366,0.937176,-0.724462,-1.610048,0.301396,0.18989,-0.772058,-1.696605,-3.010339,-1.970809,0.516944,-1.069245,-0.625019,0.029908,yes
-18.26825,-0.392159,3.820124,8.260126,10.44531,20.45159,14.62811,17.72388,14.71654,9.914439,14.7642,4.166347,17.41347,0.104992,-0.532961,-1.309467,1.67168,0.591877,0.828726,-6.158145,-7.143053,-4.964958,-0.722012,-1.950244,-1.521919,-0.171745,2.322622,-0.51946,-1.552783,0.397387,-0.630115,-2.172065,-1.112558,-0.849413,-0.952548,0.134725,-0.465526,-0.502521,0.377386,yes
-14.42429,3.176704,8.691613,7.577046,12.17242,20.81076,2.016767,0.560231,1.749895,14.28173,18.92597,10.83841,17.47046,6.493172,-1.974317,-2.70406,3.046357,-2.912612,-4.453617,-4.957869,-6.366648,-5.813791,-3.060903,-3.369041,-4.462718,1.029603,2.371782,-0.207366,-1.230629,-0.446983,-1.003561,-2.988357,0.002016,1.138447,0.639155,-1.276554,-0.888172,-0.726726,0.538154,yes
-18.63784,-0.789318,6.071253,14.95986,7.397898,18.23811,7.85405,3.526603,4.989845,16.4195,16.98144,15.27138,17.30518,9.269781,-1.257315,-4.865397,1.74473,-3.848484,-8.695189,-5.065564,-2.695859,-1.618813,-2.938457,-3.652827,-3.622653,1.710529,1.419966,0.357174,-0.446625,-1.725601,-0.267928,-1.844213,0.409304,0.869225,0.742106,-1.843604,-0.519435,-0.140836,0.26922,yes
14.48712,-8.340966,-7.744145,20.08808,-6.783142,-12.00429,-5.639077,1.662382,4.027061,5.051317,7.288074,-10.09278,23.03158,7.947852,0.092504,-4.385239,-1.982531,-3.110102,-8.979211,-5.348499,-2.676689,-1.269165,-7.180169,-5.394693,-4.902364,1.695971,-1.734351,0.713037,1.034411,-1.93196,1.550518,1.45394,0.998627,0.654694,0.538264,-0.202747,0.685319,1.430717,-0.421899,yes
13.62495,-0.919898,-12.28899,10.72826,0.680676,-6.616835,-6.871793,3.693501,5.483889,-0.162641,2.319018,-3.481322,23.18556,6.477479,0.2195,-2.702004,-4.441879,-0.649017,-6.129543,-3.916311,-4.641906,-3.526742,-7.880399,-3.534593,-2.006274,0.84117,-2.9935,0.441265,2.146448,-0.383714,2.29581,3.54959,1.917826,0.864732,0.046599,0.981333,1.235362,1.635483,-0.727415,yes
9.183576,3.704512,-4.054461,-0.219806,-0.019481,-11.65782,-17.36281,-12.90666,-4.84295,-13.32805,-0.716281,-4.297056,23.01013,-0.782434,0.852459,1.386301,-3.520138,3.240244,1.53326,-0.539361,-2.120157,-2.168507,-1.603667,-0.001561,1.882677,-0.645212,-2.617274,0.285759,1.988873,1.553047,2.096641,3.99291,2.695746,2.650286,0.785836,2.758314,1.478547,1.525481,-0.617306,yes
