@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute footstepornot {yes,no}

@data
-20.55997,-11.20655,-8.350648,-10.36629,-6.177847,-4.873248,-11.4558,-12.19947,0.130113,6.333153,3.652104,0.90086,26.41751,0.219828,1.221706,1.348832,2.399701,1.821723,2.257271,4.486789,0.162595,-2.034471,-1.982736,-3.737699,-1.900599,-0.001229,0.124654,0.070523,0.577356,0.50526,-0.741969,-0.2504,-0.525051,0.356454,-0.60418,0.667034,0.864474,0.688958,-0.000674,yes
-19.8893,-11.67289,-5.080051,-0.125763,9.232857,5.363291,-5.421067,-16.71453,-3.579844,-2.919907,-10.31585,-7.531511,26.41667,0.633748,2.845158,3.154495,2.495364,0.849609,-0.053028,3.552871,0.066842,-4.050765,-0.778977,-2.233296,-0.643864,-0.002718,0.14424,-0.181803,-0.203905,0.196813,-0.673296,0.324937,-0.96626,0.489729,0.845307,1.250952,1.38237,1.171522,-0.002616,yes
-19.79617,-4.864847,-3.241787,-3.488057,-4.774583,1.29484,7.960778,-9.128965,-8.187262,1.046005,-8.052413,-4.385949,26.41179,0.636137,0.762597,3.33278,4.878169,-1.402063,2.160421,2.328495,1.992741,-4.047223,0.750553,-0.167529,0.915821,-0.003856,-0.050762,-0.863155,-1.643974,-0.91189,-0.128155,0.736343,-1.493862,0.531549,2.147717,1.195168,1.424664,0.923029,-0.008866,yes
-17.77314,-0.151609,4.867398,-1.32859,-2.631437,-8.222434,-3.399733,-13.40051,-15.96502,5.081843,-1.66212,0.324943,26.40679,0.732873,0.542246,-0.662669,2.144533,0.067136,3.930382,0.734636,1.696169,3.198442,2.905379,1.389068,2.548803,-0.012996,-0.58032,-1.48004,-2.717957,-2.103082,0.098893,-0.378774,-2.28633,0.29696,2.703874,0.378943,0.365333,-0.26822,-0.016132,yes
-18.43737,-13.1542,3.339525,14.62597,-7.256015,12.72172,-0.823993,-3.892777,-13.91341,6.085041,-1.512408,1.551739,26.40318,-0.083542,-1.942611,-4.962453,-1.984333,1.572183,3.947279,-1.573405,2.005675,5.079511,2.150927,1.574439,1.118211,-0.04042,-0.935732,-1.20142,-2.571066,-3.365414,-0.281976,-2.802634,-2.394373,-0.868531,1.321383,-0.953306,-0.870232,-1.439374,-0.013565,yes
-16.90433,-4.816985,-11.68405,1.539893,10.80925,19.30177,2.644498,-10.85178,15.27544,9.08747,-6.640513,2.243659,26.356,-1.908014,-3.202436,-6.287674,-4.588794,-0.143051,-2.840326,-5.92783,1.545174,4.90524,0.415548,-1.277614,-2.086159,-0.065094,-0.729577,-1.086101,-0.436472,-2.0219,-1.767527,-3.557037,-1.087961,-0.984854,-1.928795,-1.788807,-0.961143,-1.535307,0.002332,yes
-20.64828,-12.24521,-19.77832,-14.84396,-3.634012,7.269135,-2.928362,-0.374955,1.590061,9.797829,2.308979,0.245748,26.23508,-2.72208,-3.372164,-6.71005,-8.582239,-2.706851,-8.467395,-6.31214,-2.274417,1.706294,-2.77106,-3.185346,-3.963566,-0.045632,0.180963,0.101262,1.341831,0.234345,-1.173646,-1.220329,1.243106,-0.392603,-2.194355,-1.517431,-0.155491,-0.29281,0.02374,yes
-26.20775,-16.61828,-15.01205,-9.537597,-5.157693,-19.69777,-31.9867,-7.433551,0.809443,5.303191,-9.960881,-9.452856,26.16537,-1.595745,-4.173483,-1.971233,-4.666013,-6.630983,-7.647464,-2.335801,-1.088055,-4.758925,-3.577663,-1.036755,-2.586843,0.001269,1.050642,1.108725,1.90581,1.741336,0.379003,2.480814,3.501473,1.111182,-0.942377,-0.250495,1.24093,1.268502,0.032647,yes
-27.39606,-24.11438,-28.54672,-22.74649,-12.80679,-10.11549,-15.0691,-16.97398,1.851057,-5.87812,-15.77896,-12.41784,26.27034,0.665137,-0.950779,-0.411517,-0.773996,-1.052083,0.249205,2.846112,1.359272,-1.06018,-3.439619,0.676555,-0.095499,0.045096,1.177018,1.707792,1.797344,2.562617,1.885157,3.22953,2.603915,2.534629,0.587853,1.204215,1.619383,1.569741,0.019545,yes
-21.50917,-19.74982,-17.15602,-17.83891,-17.75927,-10.24324,-2.96414,-7.992545,-8.649683,-0.962874,-2.780321,-4.358762,26.34471,1.651589,1.130498,0.09211,0.213766,0.924582,5.205442,7.00041,5.284238,1.576595,-0.502646,2.996085,2.322315,0.052779,0.383492,1.372054,0.519459,1.560326,2.232409,1.261914,0.341131,1.241949,1.748593,1.594024,0.079285,0.580913,-0.000122,yes
-19.67188,-15.43334,-20.76392,-14.56329,-2.593638,3.787897,-3.20908,6.700904,1.018723,-4.267235,2.101474,-2.778793,26.37089,1.539342,2.514804,1.244998,1.790956,2.941154,1.253803,2.039329,7.212579,1.477798,1.712509,2.895147,1.430562,0.026336,-0.525704,0.102573,0.126975,0.413645,0.377222,-1.144629,-0.749289,-0.335471,0.589831,1.232601,-1.143893,-0.499745,-0.012053,yes
-21.81189,-15.30631,-18.4429,-12.56037,-5.641361,-0.622252,-2.914655,7.150197,9.108584,1.984516,-3.92067,-2.660802,26.37898,-0.115388,0.953995,-0.202194,1.853141,2.534442,-1.840193,-0.226755,2.195035,2.715051,1.816395,-1.749627,-0.445306,0.010039,-0.584132,-0.471167,0.118929,-0.264718,-0.594737,-1.344625,-0.768425,-1.48126,-0.072046,0.340044,-1.000901,-0.64786,-0.011718,yes
