@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute footstepornot {yes,no}

@data
-30.19656,-1.646268,9.506435,-13.55177,5.228547,1.749568,-12.029,6.351864,-9.543832,-6.096625,3.021451,-12.87306,26.41669,-1.530507,-2.439537,-2.560567,2.696699,-3.900675,-2.652383,4.897702,-5.647782,-0.732896,1.96996,-1.379262,4.246653,-0.002086,-0.176735,0.318763,-0.370166,-0.559869,-0.507361,0.087256,-1.149654,-0.497474,-0.811713,-1.031541,-0.305102,0.185012,0.000105,yes
-35.3839,-9.244955,1.274147,-5.630993,2.219911,-3.784606,-1.675406,-7.161929,-8.821599,-1.816812,2.716447,-4.17989,26.40959,-2.238352,-2.329842,-4.905573,0.285587,-6.521085,-4.21282,2.761796,-6.324147,-2.682849,-0.860007,-2.788885,6.329144,-0.001963,-0.017806,0.44942,0.036473,-0.73612,0.296731,0.942665,-1.479746,0.820165,-0.345539,-1.292655,-0.33019,-0.748293,0.00021,yes
-35.25542,-10.04461,0.819742,-4.028658,-12.77051,-8.745259,7.28271,-15.13015,-13.56943,1.613269,-3.722358,4.013613,26.40981,-2.06026,-0.90057,-3.238892,1.102908,-5.127277,-1.435882,0.217385,-7.79697,-3.816483,-1.77276,-2.199962,4.130467,-0.001623,0.111807,0.346895,0.433192,-0.698776,1.750221,1.599177,-1.852102,2.23596,0.883721,-0.20242,0.734182,-1.080755,0.000067,yes
-38.85888,-9.096308,-10.67809,-16.88539,-18.37735,-14.06712,-7.875872,-14.52787,-20.94528,-14.25161,-7.55107,10.32932,26.41031,-1.35466,-0.961922,-2.039041,-0.187004,-1.803722,1.452691,-0.160869,-0.472362,-0.9188,-2.621953,-2.619862,0.563279,-0.00127,0.408384,0.092795,1.188791,-0.441942,2.532536,1.589094,-0.846876,3.087703,2.173507,1.770829,2.109491,-1.391253,0.000111,yes
-38.76036,-6.223439,-0.71191,-2.410029,-10.10921,-0.288589,-7.84184,-28.95002,-22.56441,-8.743026,-2.844601,0.524669,26.40821,-1.413316,-1.389021,-1.827874,-0.560883,2.491751,2.510745,-2.901474,2.606122,2.803683,1.838832,2.207134,1.725813,-0.002099,0.636059,-0.202864,0.988866,-0.188924,1.512787,0.314414,0.342515,2.56652,1.983827,1.786255,2.50902,-0.726976,0.000595,yes
-40.40473,-15.96515,-8.155233,-7.375327,-8.129351,-0.749485,5.082526,-2.6138,-8.918106,-9.74843,-10.82174,0.380976,26.40404,-0.519904,-1.621641,0.33287,-1.092228,2.332079,1.759335,0.086848,3.91282,4.874605,6.188343,5.55502,0.575207,-0.001171,0.979927,0.343165,1.122541,0.959995,0.708734,-0.191323,1.192981,-0.139884,0.554497,0.989431,1.550159,-0.500797,0.001371,yes
-41.54908,-13.55529,-9.581057,-11.5881,-5.435757,-2.850349,-13.70386,-8.056571,-5.564602,8.555839,8.948648,17.61685,26.40245,0.702658,-1.585027,0.519483,0.6109,0.368759,-0.017136,1.8061,2.843039,3.20595,2.753364,6.257697,0.489624,0.001302,1.202194,0.32407,0.711708,1.625897,0.159183,-0.142554,1.572524,-0.771112,0.215827,-0.571523,-0.736415,-1.136016,0.001347,yes
-40.06404,-13.53859,-4.579163,-17.75749,-9.053681,-3.989559,-4.510622,-5.410487,-5.072156,8.040672,14.32741,4.659266,26.40734,2.486986,0.851906,2.399987,4.027079,2.801442,1.760015,3.450247,-1.290239,1.652551,1.867934,3.105651,-1.32261,0.003885,0.486775,0.037322,0.00441,1.308393,0.421155,-0.500687,-0.402513,-0.461301,-0.307325,-1.355917,-2.662064,-0.880177,-0.000945,yes
-35.41742,-15.36186,0.09747,5.835552,-7.803246,1.24577,5.985236,-13.33648,-8.457634,-3.870757,15.86931,0.833645,26.41307,3.094208,-1.005445,0.697108,5.008949,3.052984,1.797636,3.279445,1.352092,5.493843,1.141421,-0.250258,-3.005356,0.002107,-0.580468,-0.105391,0.012243,-0.609483,-0.07917,-1.434689,-2.652062,0.248197,-0.611951,-0.456272,-2.810412,-1.147339,-0.003869,yes
-31.03563,-10.80234,-0.994562,4.048243,7.061603,6.00253,12.48921,-6.425038,0.791168,5.804534,1.246184,2.159527,26.41815,0.718196,-1.724825,0.266109,3.250709,3.095742,-1.651484,-2.66239,2.351787,2.194032,0.214728,-4.501323,-2.07819,-0.006297,-1.291564,-0.239113,-0.096893,-2.266642,-1.424498,-1.819746,-3.263723,0.244465,-2.318945,-1.341024,-1.418246,-0.491138,-0.004199,yes
