@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute laughornot {yes,no}

@data
-25.47337,7.663781,-9.701602,-13.46584,-3.608698,-2.398932,24.45924,6.250058,-3.074672,13.44871,-0.251605,-5.260804,27.09159,0.326622,-1.029707,-0.119919,3.171047,4.453945,-1.139375,-2.162541,-2.283477,0.108333,0.01764,-0.316972,3.982728,0.002646,0.147392,-0.095632,0.245732,0.394731,-0.97876,0.317799,-0.619737,0.95842,0.656134,-0.852473,-0.206731,-1.077052,0.000028,yes
-27.50122,-0.481282,-15.20813,-7.70628,8.39663,-13.80573,18.39645,9.34388,1.535319,25.13391,7.684004,9.158011,27.09935,0.765737,-1.294345,0.304798,4.888665,2.618881,0.431215,-3.63994,-1.200969,1.375973,-1.771232,-1.176373,1.393317,0.002724,0.308581,0.104101,0.159981,-0.28513,-1.882879,0.180502,-0.408755,1.319443,0.517384,-1.140938,0.318815,-1.692975,-0.000269,yes
-22.82633,6.587776,-7.547935,-0.490379,12.65836,-2.392409,16.67793,-6.714237,-4.838005,7.69431,-5.804267,7.44343,27.10094,0.844021,-1.375548,0.89638,4.285892,0.477678,-0.335674,-4.522525,1.967367,2.755182,-3.35029,-0.920925,-0.107825,0.002748,0.191747,0.350649,-0.067684,-0.902556,-2.226466,0.454922,-0.379055,1.302325,0.186597,-0.215015,0.731762,-0.985196,-0.001094,yes
-22.9682,1.730055,-9.254445,4.489762,1.352178,-0.24612,10.1502,6.727361,4.68686,7.469749,-3.357136,-4.646337,27.10054,1.610828,-0.336284,0.171834,1.187976,-2.972317,-0.638714,-3.026323,2.188315,1.371827,-4.003083,1.579079,-2.43687,0.001251,0.198841,0.812894,0.001244,-1.210325,-1.175891,0.860733,0.052732,-0.067813,-0.857885,0.952836,0.558376,0.338769,-0.003116,yes
-23.51977,-0.319627,-8.196544,1.865605,2.301917,-10.85711,5.969744,17.39515,9.125467,5.529343,0.664341,1.102246,27.10474,0.862813,0.244509,-0.391856,0.508612,-3.882785,1.670197,-4.364625,2.533504,1.043388,0.05849,1.964114,0.971842,-0.002089,-0.532971,0.626931,-0.003887,-0.567768,0.645393,1.854156,0.524579,-1.729038,-1.228454,2.33413,0.367629,0.56155,-0.005663,yes
-19.10036,1.291001,-14.02465,-2.94439,-1.286736,-12.76696,8.618929,8.23076,1.412718,6.200981,12.3451,0.144253,27.10371,1.750549,1.960095,0.955135,0.725682,-1.080342,3.731946,-3.455228,-1.823104,-2.057553,1.288559,0.172989,2.54733,-0.010435,-1.764579,-0.534626,-0.065192,0.372118,2.677537,1.879346,0.376979,-2.513683,-0.581925,2.214416,0.082396,0.356155,-0.008259,yes
-20.44619,8.029846,-7.122109,5.769758,-5.436108,12.21899,-4.379565,5.201581,2.016005,8.621142,-3.834813,9.907342,27.08891,-1.890695,0.610917,0.485294,1.678199,2.758656,6.749777,-1.685175,-4.672114,-1.672399,5.67454,1.620263,0.207824,-0.019724,-1.65462,-1.688465,-0.638021,-0.29082,2.782631,0.575543,1.378781,-1.797759,-0.195911,-0.096485,1.081115,-0.484149,-0.010422,yes
-15.75225,7.355794,-5.015986,6.166097,-0.180521,6.875563,-1.95129,3.708627,-2.046175,12.36664,-0.242616,3.687765,27.05628,-5.835311,-3.192618,-0.592702,2.463773,7.094647,6.218225,-2.481153,-6.777293,-0.179902,4.26097,2.162986,-0.274086,-0.031225,-0.333702,-1.446244,-0.934112,-1.031062,-0.043931,-1.141272,1.176169,0.551847,0.674012,-1.741293,1.168343,-0.179958,-0.007015,yes
-34.6473,-0.297437,-10.27441,5.701355,15.54209,13.07052,2.828978,-3.704354,2.492919,30.81921,15.05951,0.369612,27.02983,-3.617355,-5.621463,-2.80804,-1.814534,5.942875,3.304771,2.042241,-3.978198,-0.874994,-1.91014,6.374692,-0.038194,-0.043803,2.025775,0.508293,-0.331188,-1.366746,-3.042197,-3.084771,1.034962,2.32345,0.661187,-3.503042,-0.579029,0.584015,0.00409,yes
-41.17636,-10.50844,-15.41201,9.408678,23.6974,17.89841,-7.391109,-21.20273,0.274749,16.4068,13.71286,3.542688,26.97712,0.945371,-2.154937,-2.068756,-2.68326,-2.892108,-0.251912,0.561908,0.589171,0.913802,-3.625564,3.637491,1.770549,-0.033469,2.62161,2.617601,0.608642,-0.965491,-4.20799,-3.964217,0.978163,2.472168,0.608368,-2.463668,-2.372798,0.657558,0.017728,yes
-25.82091,-11.14535,-15.9643,-4.9242,12.3393,23.23143,8.551548,-2.233728,-3.519429,-2.949635,21.06091,9.788911,26.90948,4.847841,2.633539,-0.432617,-2.582016,-7.458951,-5.439008,1.968104,3.261904,1.086686,-7.897401,-2.012133,2.10558,0.001846,0.649725,2.932841,1.273891,0.638644,-1.776221,-3.426049,0.276721,0.426406,0.79231,0.311378,-3.290199,-0.201825,0.024849,yes
-15.43859,2.005064,-12.51482,-1.937426,-13.03967,0.535551,-2.003038,5.919171,5.52901,11.12325,14.94414,7.830859,26.94911,3.040143,5.767887,1.262797,-1.979942,-7.244391,-9.23097,2.446732,1.963498,1.881097,-5.063738,-5.507594,1.941818,0.034592,-1.430579,0.967516,1.0046,1.343688,2.329203,-1.042713,0.195912,-1.003758,0.703163,1.411078,-1.515715,-1.117338,0.016977,yes
-23.27698,6.613504,-13.88609,-1.535674,-3.384129,-5.443089,9.975462,-0.955787,5.299217,-6.02602,4.383207,8.753428,27.05307,-1.416117,5.081329,1.89564,1.027027,-0.762088,-9.335943,2.483435,-2.53333,2.602909,0.365834,-5.503757,-1.132956,0.046414,-1.689515,-0.992648,0.451786,1.119592,3.100054,1.697473,-0.666129,-0.522256,0.907889,2.446981,0.623895,-2.198359,0.000805,yes
-27.2476,9.451566,-10.13713,-2.185294,-4.662837,-13.91919,4.130596,-12.02422,5.270911,-7.3737,-5.486256,13.76952,27.07828,-3.075544,1.45875,1.790115,2.23066,5.405475,-3.51701,1.2838,-1.532004,3.671508,-0.701793,-2.19527,-2.196875,0.029132,-0.177445,-1.740571,-0.186784,0.445645,1.882926,3.342638,-1.100737,0.625163,-0.107343,1.104245,2.094109,-2.28601,-0.009885,yes
-26.99698,10.53805,-7.674942,0.334871,4.340447,-16.22092,17.90191,-5.928685,9.624166,8.128011,3.757316,1.154802,27.07696,-0.541891,-0.175131,1.562655,0.910644,1.716387,0.191377,-0.781076,2.398374,4.730925,2.156531,-0.54882,-6.81687,0.008603,0.717917,-1.758313,-0.806813,-0.600342,-0.042542,2.978619,-1.426782,0.28127,-1.735368,-0.046101,1.864171,-0.360957,-0.01363,yes
