@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute laughornot {yes,no}

@data
19.61955,-20.2003,-6.296181,-34.86004,-31.68781,1.730169,-73.51945,-43.06315,-19.4465,-26.45887,-2.627978,-3.25174,24.03536,-2.278146,-2.023014,0.796874,0.368945,-0.997275,-2.588237,2.931418,1.896016,-2.889799,8.228395,2.111713,4.659106,0.113649,-0.297342,-0.219876,0.367213,0.546669,-1.296083,0.669467,0.772043,0.066692,1.906348,0.75679,-0.073923,2.130381,-0.027476,yes
14.67385,-24.90787,-1.317698,-33.50354,-32.84334,-5.141348,-70.31878,-34.98443,-28.80878,-8.956524,8.746819,4.10499,24.44482,-2.769037,-2.957777,1.85814,1.828621,-2.7099,-0.816317,5.542113,1.947563,0.36688,11.83603,2.204553,8.791182,0.074647,-0.203105,0.12372,0.113178,0.266574,-1.160172,0.552532,0.579337,0.23736,3.194347,-0.681871,0.569301,1.967478,-0.056876,yes
10.70167,-27.96159,-4.801051,-33.69357,-36.09643,-7.775259,-60.4627,-37.62243,-29.21435,5.931927,2.243191,16.36543,24.39887,-3.51941,-2.655014,2.102307,2.372451,-6.621376,-0.126861,5.486283,2.203702,5.013602,10.20853,1.695678,13.24497,-0.00423,0.148854,0.728746,-0.385252,-0.520056,0.258271,0.070735,-0.674991,0.684218,3.106392,-2.494919,1.515341,0.03517,-0.060586,yes
10.2333,-31.10855,2.246954,-26.30018,-43.03301,2.401297,-52.33727,-36.0457,-12.72817,16.52589,5.959204,30.89559,24.22684,-2.673036,-1.088414,0.710046,0.700064,-3.986086,-1.056264,4.550672,2.928972,9.130234,3.828977,5.166238,10.20356,-0.111793,0.508914,1.062878,-1.036392,-1.502799,1.686472,-0.565788,-2.368906,1.204709,0.980029,-3.671377,0.593397,-2.449654,-0.029972,yes
4.242775,-30.37504,2.433029,-26.59947,-59.69986,-2.67546,-55.0788,-31.51401,-2.418792,11.84256,7.244222,49.57783,24.1232,-1.581877,0.686034,-0.55534,-1.667058,0.932171,-2.114587,0.052182,4.826402,8.260485,-0.242672,8.207576,4.128767,-0.096062,0.614508,0.674608,-0.841518,-1.091252,2.209964,-0.078571,-3.082018,0.931039,-1.962163,-2.266154,-1.522727,-4.554376,0.011596,yes
4.538117,-29.14322,-1.384508,-33.55027,-40.97205,-12.97257,-50.25737,-23.39378,3.444608,7.233047,32.07749,38.5166,24.02369,-1.193235,0.686091,-1.994996,-3.665619,1.945686,-2.651396,-3.585366,6.659757,3.643585,-1.295253,1.915589,1.101017,-0.029297,0.276687,0.17836,-0.222558,0.443968,0.291869,1.190381,-2.754597,-0.055594,-4.288613,-0.410089,-5.194784,-4.430135,0.023395,yes
5.639875,-25.51408,-5.762022,-38.40381,-32.46605,-10.66126,-61.24174,-19.81638,4.001683,9.364988,30.22193,33.19875,24.02014,-1.18677,-0.169225,-0.75276,-0.900966,1.462559,0.277851,-5.855786,4.993502,-2.05389,1.439871,-4.292634,-4.97563,0.012501,0.147408,0.302362,0.585842,1.379477,-0.522411,2.069483,-0.357272,-1.294501,-3.809161,0.319483,-7.185235,-3.761108,-0.041289,yes
3.568578,-30.10857,-3.630501,-38.7261,-46.92149,-6.862782,-67.18262,-8.595729,2.279516,11.28841,4.048295,44.59021,24.13189,-1.487154,0.231016,-0.304032,2.536856,-2.791938,3.699424,-6.268331,2.567454,-7.155644,0.937261,-14.55758,-7.394913,-0.049098,0.63392,0.933805,0.914974,1.317142,0.8668,1.735016,1.625531,-2.373905,-1.904722,0.237946,-3.867562,-2.631765,-0.17171,yes
-1.206304,-30.73849,-0.207774,-28.51639,-49.41235,-4.341096,-75.8951,-13.94553,-12.1057,17.01423,-0.20435,21.66287,24.13161,-0.697878,2.425382,1.528387,2.129089,0.688927,5.057416,-0.392695,0.400049,-5.385705,0.238488,-19.48201,-10.42881,-0.292604,1.332211,0.782228,0.431732,-0.101425,1.948796,-0.049285,3.332403,-2.479197,0.722926,-0.228457,1.331496,0.281873,-0.233967,yes
0.525438,-25.37593,-5.68179,-25.8097,-46.45859,2.364469,-74.27235,-13.49194,-24.27992,8.09473,-25.49725,7.309972,23.72247,1.731918,4.057814,1.439299,1.405062,6.666499,3.633904,1.810745,-2.913042,-4.214118,0.495167,-9.82753,-9.331219,-0.735293,1.549664,-0.462609,-0.111572,-1.062697,1.205228,-2.01139,3.301898,-2.745797,2.391306,-0.404716,6.592713,2.268063,-0.148888,yes
