@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute laughornot {yes,no}

@data
-4.73514,21.13709,10.98078,11.85599,1.963599,7.493715,2.215906,1.508755,-0.876474,5.866036,2.445417,-10.33238,14.44226,-0.016375,0.275436,-0.711394,0.203066,0.860682,-1.285807,0.185259,2.415789,-0.205283,-1.765894,1.369062,-0.10384,-0.00189,0.029589,0.15643,0.046863,-0.192547,-0.056522,0.312926,-0.085171,-0.368985,0.012272,0.18904,0.164131,0.115082,0.00444,yes
-3.945625,21.41195,6.469657,13.67699,5.358218,-0.253188,5.005349,7.91731,-2.859634,4.253327,3.323285,-9.652555,14.40685,-0.084756,0.974446,-0.049411,-0.39242,0.867226,-1.525066,-0.08569,2.241949,0.157366,-1.840408,2.149605,0.359229,0.010526,0.06277,0.114304,0.111619,-0.290127,-0.319559,0.760799,-0.022472,-0.962486,-0.05243,0.535029,-0.106302,0.174658,0.007501,yes
-5.211773,22.37685,9.679373,11.96082,4.569699,4.93813,1.747481,10.38342,-0.911308,-2.157081,8.851793,-11.19149,14.45052,0.165762,0.708084,-0.808072,-0.461925,0.574802,0.398452,-0.105123,0.657785,-0.325248,-0.783436,1.799443,0.240034,0.014102,-0.030201,-0.540379,-0.06831,-0.200817,-0.344112,0.712578,0.138858,-1.129416,-0.101303,0.747463,-0.912137,0.33498,0.007825,yes
-4.920603,25.38945,11.38443,9.841476,4.99668,1.146178,2.021668,8.281168,-0.072226,0.675557,9.990253,-8.106676,14.49076,0.206404,0.630631,-0.104959,-0.915075,-0.594172,1.676057,0.218091,-1.517641,-0.407449,0.418022,0.622361,0.597515,0.027621,-0.268794,-1.445394,-0.322835,-0.153411,-0.357287,0.280107,0.045323,-0.854894,-0.068775,0.540298,-1.500145,0.495084,0.0106,yes
-3.41884,22.68876,4.483033,11.46413,5.018377,8.786292,3.182132,4.615753,-3.89642,3.737742,8.109148,-9.905148,14.47082,-0.312961,-2.254552,-1.025169,-0.539689,-0.129178,0.676521,0.72766,-1.351496,-0.429389,0.842206,-2.428003,1.451918,0.028689,-0.198778,-1.123776,-0.120897,-0.136214,-0.186628,-0.289759,0.268015,0.141439,0.220569,0.022187,-0.846258,0.476735,0.013274,yes
-3.81007,24.40915,8.543031,9.349966,2.16302,6.203016,5.378478,3.212941,-3.404325,3.396024,6.80641,-7.308151,14.53481,-1.189366,-4.771205,-1.555036,-1.120595,-0.567217,-0.263567,-0.275468,-1.027881,-0.134439,0.04826,-3.237397,2.228706,0.056233,0.193083,-0.242677,-0.118367,0.056775,0.044462,-0.12017,0.303583,1.184084,-0.077678,-0.338713,0.282224,-0.104772,0.007327,yes
-7.331845,11.59424,5.974229,9.508129,5.340638,5.792314,3.707376,6.160056,-1.392205,0.693716,-1.696298,-4.331164,14.57194,-0.130243,-2.209878,-0.687521,-1.040236,-0.371815,-0.080532,1.481732,1.120098,0.641089,-0.487622,-0.501966,1.808111,0.066166,0.646016,1.380255,0.290077,0.129625,0.084841,0.344035,0.362754,0.995277,-0.151109,-0.373591,1.141421,-0.898655,-0.007148,yes
-8.910929,7.080682,2.863652,5.216501,1.999465,1.325334,0.381707,2.369612,-1.996531,2.43887,-1.294007,0.249864,14.72136,1.080459,-0.605089,-0.865617,-0.380926,-0.250543,1.453736,1.358971,3.166984,-1.331077,-0.610628,1.070463,-0.104443,0.045519,0.626541,1.957193,0.540966,0.282561,0.395581,0.362118,0.36641,0.514394,-0.192826,-0.312291,0.839075,-1.153786,-0.032359,yes
-1.519623,20.30361,3.885116,8.329681,3.241079,10.82247,13.08918,10.63791,-1.39487,1.778212,9.649526,-4.643601,14.70837,1.782207,2.563666,0.080508,-0.261397,0.136689,1.538046,1.72421,1.527458,-0.586614,-0.696304,1.125174,-1.874781,-0.001694,-0.257252,0.307885,0.217474,0.077726,0.090289,-0.604533,-0.77418,-0.623938,0.156013,-0.066764,-0.481113,-0.378405,-0.036465,yes
-1.313885,17.02902,5.259504,8.034559,1.960084,10.95662,7.482432,16.80894,-10.05838,-0.199365,6.485815,-7.674148,14.69419,0.987115,2.627988,0.765781,-0.097211,1.156434,0.737732,1.435345,1.340408,-0.484718,-1.408851,0.144407,-1.698777,-0.071633,-0.804211,-0.76602,0.038395,0.168675,-0.179231,-1.110625,-1.124645,-1.134829,0.849423,0.106425,-1.11749,0.553329,-0.012274,yes
