@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute laughornot {yes,no}

@data
-18.40414,0.972118,-11.90805,-0.10232,6.995917,4.945685,7.20728,7.009573,-0.613164,-9.931328,6.682944,4.532453,26.40103,1.57976,-0.796538,0.478064,-1.022901,-1.746711,-0.766622,-3.143585,-1.186089,1.200138,5.480257,1.580727,-0.391456,0.001276,-0.324544,0.141652,0.699638,0.205664,-0.248377,0.183677,0.585791,-0.808889,-1.685296,-1.66622,-0.665277,0.18733,-0.000016,yes
-14.48535,-3.863802,-15.0097,-2.00961,3.341314,7.083343,5.746068,0.664428,-2.67168,4.092224,6.786817,4.949753,26.40434,0.821802,-0.303387,2.265251,-0.282759,-1.944954,-0.024336,-2.127733,-3.228023,-2.356337,2.189476,-0.159006,0.04833,0.001002,-0.38161,0.240008,0.554378,0.395533,-0.172769,0.009201,0.777431,-0.747723,-1.731431,-1.9592,-1.276239,-0.018342,-0.000205,yes
-12.46473,-0.592611,-7.966904,-4.263179,0.089666,0.043745,-7.780041,4.251703,6.416783,10.45818,14.53464,2.366524,26.40576,0.33602,-0.334853,3.08266,-0.364651,-2.889473,-0.219382,-0.722557,-4.209565,-5.448106,-1.205453,-0.875792,0.325301,0.001334,-0.437104,0.005537,-0.294584,0.251933,0.134475,-0.133864,0.863863,-0.109321,-0.73811,-1.467279,-1.164222,0.343055,-0.000379,yes
-17.26484,0.23755,-2.552369,0.564317,0.724272,7.274978,4.062277,-7.751605,-15.90982,-9.178701,1.962065,5.857065,26.40368,0.29358,0.172658,1.947656,0.62564,-2.039176,-0.994239,-0.466943,-3.412965,-4.132895,-0.972886,-3.572208,-0.841542,0.000224,-0.247103,-0.078074,-1.291597,0.006907,0.969927,-0.329152,0.586703,1.643079,1.766058,-0.009046,0.262512,0.211057,-0.00058,yes
-15.3343,-2.752823,-2.723418,-3.212538,-6.142926,3.752957,4.43639,-9.830236,-21.23462,-9.323131,4.716359,5.705303,26.40804,-0.341648,-1.006877,-0.836059,-0.217436,-1.027225,-0.950992,0.345334,-1.640221,-1.602131,-0.274958,-2.533782,1.768756,-0.000231,0.007496,0.058838,-1.198331,0.255983,1.391876,-0.308947,0.428488,2.325578,2.961613,0.221816,1.276333,0.389592,-0.00098,yes
-11.58267,-1.920407,-7.893167,0.593268,-3.738267,0.25754,-2.696864,-9.359425,-9.510452,9.118448,-6.165083,-0.927348,26.40433,-0.074878,-0.357747,-2.233373,-0.321831,1.973557,-1.304289,0.271837,3.7027,4.550966,1.678998,1.982549,0.381889,-0.001117,0.03286,0.092968,-0.267379,0.377704,0.92113,-0.114971,0.338917,1.659657,1.852419,-0.843505,2.260053,0.704099,-0.000606,yes
-17.01406,-4.548015,-9.476801,-5.364834,-2.815191,-1.202498,-2.6738,-3.145494,-4.793556,-0.065184,5.929305,14.60251,26.40428,0.55773,0.224538,-0.818483,1.389001,2.063539,-1.609092,1.05049,3.860493,5.018031,-1.422317,2.728494,1.661543,-0.002893,0.27737,0.235695,0.819717,0.199394,-0.14144,0.101516,0.10753,-0.009177,-0.094013,-0.548198,1.223384,-0.466713,-0.000993,yes
-16.79935,-0.653586,-10.34254,0.031307,8.928186,3.23126,8.976558,7.419525,-1.375524,-5.412685,11.26834,3.317907,26.39997,0.008189,0.02179,0.601971,1.71094,1.021091,-1.240044,0.875064,2.134963,1.81912,-4.61673,5.096919,2.732557,-0.001475,0.125753,-0.263061,0.741836,-0.844889,-1.787234,-0.340846,-1.204253,-2.34536,-2.226619,0.019331,-0.827015,-0.454233,-0.002788,yes
-9.937311,-2.263546,-5.591143,4.013448,-2.158457,-5.779364,3.852129,1.082752,-0.211933,-9.169148,9.64212,11.89039,26.39575,1.003669,-0.01817,1.844852,-0.236853,-1.25819,-0.475537,0.58137,-0.902237,-0.706273,0.131916,2.025955,-1.740142,-0.005017,-0.409377,-0.695001,-0.284757,-1.78165,-2.026748,-1.051366,-2.836918,-3.237666,-2.381898,1.579399,-1.495075,-1.016292,-0.00652,yes
-15.0801,-2.953692,-6.826143,4.458826,1.03882,-3.654245,-1.584511,-0.798734,-2.705665,-9.413218,17.4631,14.0915,26.40122,0.330917,-1.551697,0.144141,-3.733349,-5.301749,-3.575297,-5.514868,-5.642735,-3.719976,0.998535,-1.801257,-0.188435,-0.013997,-0.534301,-0.790041,-1.0447,-1.545936,-1.511707,-1.593813,-3.214342,-2.83242,-1.263864,1.914482,-1.565291,-0.569908,-0.010939,yes
-12.85534,-3.488811,-2.010739,-8.762856,-5.161459,-0.137431,5.513583,-3.547551,-7.659853,2.594663,12.96169,0.51501,26.37857,-1.650521,-2.463725,-2.013353,-4.797103,-4.90878,-5.698297,-9.939134,-8.438986,-4.121912,3.667046,-1.297792,-1.959419,-0.029232,-0.784315,-0.56859,-1.158402,-0.070047,-0.249185,-1.414928,-2.456604,-1.422059,0.142873,0.932746,0.143405,0.544946,-0.012363,yes
-13.68575,-7.799439,-11.41204,-12.24729,-16.07906,-17.46619,-19.42851,-18.479,-16.25145,-6.301917,0.602264,8.063425,26.33857,-1.336219,-2.705639,-2.692425,-3.738617,-4.712147,-6.59773,-9.936394,-8.25876,-2.792383,3.188114,-1.067661,-0.007345,-0.044061,-0.377167,0.157713,0.048529,1.06166,1.302218,0.4454,0.845827,1.334912,1.484838,0.51437,1.333215,0.283439,-0.008769,yes
-18.88709,-12.1593,-13.36496,-11.61901,-18.14342,-27.36488,-36.92154,-32.27204,-14.0486,7.610429,11.58358,5.107332,26.28091,-2.08434,-2.284151,-2.528872,-0.584456,-2.798914,-6.038962,-9.490886,-6.70452,-0.455706,3.700858,2.376181,0.894044,-0.051801,0.306886,0.674955,0.861033,1.107342,1.45488,1.662801,3.049981,3.1905,1.974512,-0.424562,0.340089,0.020742,-0.000865,yes
-18.74532,-12.14664,-14.61116,-12.80618,-16.03093,-23.02917,-30.04892,-27.73029,-13.4732,4.019468,12.81386,11.75861,26.22974,-1.338007,-0.852918,0.644546,-0.531372,0.154409,-1.177962,-1.509857,0.164593,1.871109,3.553479,3.027832,-0.197972,-0.046557,0.553199,0.803328,0.902131,0.69508,1.255474,1.935735,3.210371,3.126018,1.437144,-0.927132,-0.633919,-0.462391,0.008232,yes
-20.74726,-12.73596,-13.05554,-11.40569,-19.18009,-27.55075,-36.63064,-32.44451,-11.32751,15.93826,18.7368,3.137639,26.17398,-0.115196,-0.015309,0.623326,-0.864017,-0.067658,-0.094177,1.097505,3.301835,3.4189,1.361555,-1.645094,-1.760397,-0.032308,0.953176,0.831771,0.512572,0.344526,0.770779,1.672023,2.70924,2.17863,0.405395,-1.805568,-1.934144,-0.492017,0.017454,yes
-19.4457,-11.77569,-8.344018,-15.01081,-14.78867,-23.26306,-27.12324,-17.5698,-8.256453,7.301561,12.16481,8.058413,26.15925,0.445203,0.176579,0.242132,-0.123435,0.199597,0.108555,0.821264,2.368153,2.456033,-0.277896,-2.226617,-0.992077,-0.012648,0.825314,0.736744,0.016411,0.681726,0.297486,1.129535,1.135698,0.293136,-0.782082,-1.946916,-1.986443,-0.514253,0.024269,yes
-19.11287,-12.42132,-13.3819,-14.83678,-19.10284,-27.71882,-32.89685,-20.84311,0.43752,12.77716,3.682631,-1.844552,26.15462,1.789935,1.359957,0.235193,0.934206,1.032387,1.677897,2.889753,3.08685,1.278805,-3.411292,-4.667315,-1.168985,0.018514,0.343151,0.579245,0.323275,0.634024,0.712501,1.701028,1.269947,0.185031,-1.269817,-1.464057,-0.614611,0.335498,0.025732,yes
