@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute laughornot {yes,no}

@data
14.404,-13.39727,15.2647,5.19021,-47.31708,-34.51683,23.03934,-3.690903,-32.11013,24.16162,8.242085,-6.120571,14.36421,-3.32725,-6.374785,1.217527,-4.8769,1.560745,2.929875,-10.77344,0.270483,7.654206,-5.323668,-5.355559,3.367987,1.130593,-1.199681,-1.019121,-1.625628,-0.232907,-0.622756,0.475836,-0.915296,1.313763,-0.471098,0.646852,-1.141719,-0.580639,0.273775,yes
10.16829,-18.50598,22.89721,-7.037014,-40.6573,-28.59548,6.01133,-13.40523,-22.22085,2.5237,-6.660275,-0.204718,15.83676,-6.766045,-9.405846,-1.343757,-6.328075,-0.122553,4.292439,-14.1939,4.614265,8.643778,-3.347348,-7.325773,3.335771,1.905045,-0.913662,0.342301,-3.046197,1.179166,-0.540886,0.514591,0.86914,0.550677,-2.27888,0.853102,-1.311557,-1.849867,0.195758,yes
-0.114393,-42.71685,17.53608,-13.08067,-42.84325,-22.82812,-22.31387,2.518677,1.216262,8.362235,-11.08453,7.761441,19.2809,-7.606257,-9.954859,-5.62997,-5.315849,-0.711389,4.627773,-13.63969,4.667407,4.803933,-3.077569,-10.07905,0.480901,2.112239,-0.011271,3.251768,-3.302653,2.138425,0.207703,0.507198,3.864372,-1.633489,-3.430066,-0.250157,-0.105912,-2.36479,-0.097851,yes
-12.16703,-45.76672,7.410221,-17.31472,-50.16676,-18.89898,-25.25358,16.27563,-5.55444,15.32456,-18.72347,3.61728,21.43109,-5.756057,-2.873243,-10.58971,1.238406,-0.007618,4.65388,-4.994617,0.825405,-2.315059,-2.181205,-9.5516,-4.437803,1.618557,0.88155,5.175957,-1.148253,2.499882,1.45035,0.439184,6.371547,-2.799789,-2.618587,-1.347944,2.695589,-1.204802,-0.458365,yes
-12.45963,-49.5412,-5.141659,-16.25018,-46.11929,-16.22621,-29.52668,4.805696,-16.42367,2.373334,-36.12156,-5.627064,22.12824,-3.888599,6.617754,-10.67276,2.031985,2.541791,5.285143,3.948771,-6.002532,-4.016704,-7.157524,-4.772204,-4.569177,0.784582,0.722302,4.244206,1.832458,1.651846,1.977977,0.240674,5.851401,-0.707263,0.352556,-0.239553,5.077437,0.39083,-0.568103,yes
-12.43938,-29.46002,-18.71247,0.739769,-39.05737,-8.627037,-15.35535,-10.42171,-24.97618,-5.387876,-41.89977,-15.69948,22.50587,-4.217123,8.187633,-4.563627,2.497416,5.502608,6.159674,8.869598,-4.049712,-0.038837,-8.047093,3.49875,-0.1632,0.277047,0.316498,0.233548,2.935695,0.01964,1.306043,-0.545302,2.798016,1.471621,2.446514,1.506372,5.506154,1.595307,-0.49188,yes
-19.42121,-17.78143,-22.76638,-11.948,-35.68899,-1.538379,-7.519127,-14.14531,-9.156384,-17.06917,-23.35741,-5.426061,22.66642,-4.764217,5.735734,0.519278,2.313878,6.423381,5.078246,8.685206,3.568653,5.428602,-1.342393,8.782966,0.297749,-0.057521,0.650428,-3.143046,1.468977,0.215419,0.129665,-2.01365,-0.187591,1.88002,1.853369,3.185962,3.065756,0.969965,-0.328554,yes
-29.77185,-20.70844,-6.595552,-6.978738,-27.86887,4.555468,8.090636,5.502576,-9.382271,-15.18965,-7.611795,2.70078,22.54724,-3.735757,-1.264495,-1.507252,1.19566,4.581802,2.030821,6.627248,3.397919,5.194856,2.443089,11.20158,1.105267,-0.419793,1.300516,-3.334052,-1.171915,0.315221,-0.457111,-2.961393,-1.420019,-0.554134,-0.238388,2.672992,-0.382064,0.526534,-0.176905,yes
-27.61448,-25.23832,-8.603724,-0.821538,-19.59663,2.573767,2.176366,14.68682,2.922383,0.562257,-9.350711,-13.33845,21.81995,-0.877144,-4.371414,-4.856066,3.759958,3.650519,-2.71868,4.131991,-0.326245,2.633294,3.527197,6.705158,-0.353587,-0.50977,1.243717,-1.785816,-1.661882,0.496972,0.02485,-2.566954,-1.284366,-2.484985,-2.439044,0.542721,-2.56682,1.534237,0.001,yes
-27.02153,-32.05405,-33.33006,1.15484,-24.19453,-0.529004,12.93315,-7.848184,-5.041289,-1.988145,7.104809,-6.216955,20.83014,0.341923,-3.429054,-7.73553,3.350482,4.603484,-4.748829,4.046112,-4.872932,0.166876,2.88307,2.627332,2.795138,-0.381356,0.512035,0.111308,0.232521,0.402343,0.849961,-0.701761,-1.271618,-1.020321,-2.480668,-0.676587,-4.048705,1.631665,0.162522,yes
