@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute laughornot {yes,no}

@data
-11.63385,-6.608955,9.511482,-2.674262,-4.2687,3.985391,6.410194,24.58434,4.811514,-18.60923,-21.0266,-4.676753,15.15641,0.161613,2.845464,-1.538348,1.00828,-1.011472,-1.078357,-3.957099,-6.762937,0.959918,7.075822,6.37372,3.907468,0.053172,-1.271919,-0.61461,0.229538,-2.902348,0.787441,0.178397,0.700725,1.73961,-0.356834,-0.782145,-0.637706,-1.002724,0.478431,yes
-12.80629,0.729163,0.836488,-7.251734,-16.43298,-5.051142,-10.48457,-4.840198,4.711633,-3.505185,-0.156038,10.95442,14.92273,-1.595815,3.047117,0.279211,-1.807272,4.157437,0.934406,-2.618216,-6.059797,0.245949,5.736632,7.396356,3.444815,0.942552,-2.039928,-1.57414,-0.105323,-5.247033,-0.811763,-0.36092,1.768612,3.617273,-0.092933,-1.414644,-1.826549,-2.023105,0.696114,yes
-10.23957,3.949306,6.157238,4.655875,-3.243919,3.111873,-4.92792,5.481919,9.661044,9.217865,0.406713,7.045002,15.5391,-5.31927,-0.328412,-1.299436,-12.09568,0.341276,-1.192752,-1.122915,1.583542,-0.46727,3.834691,2.673871,-0.874827,2.000638,-2.097306,-2.016037,-0.835196,-5.710919,-3.171633,-1.539736,1.908106,4.087321,-0.104234,-1.834044,-1.834011,-1.960371,0.624205,yes
-20.31007,3.347501,12.58466,-15.37569,16.00609,9.094181,-1.011828,3.836558,3.616493,-3.839608,5.238517,6.686446,19.67782,-7.297586,-3.438297,-2.184418,-18.6749,-5.746661,-2.825757,3.46887,7.150189,1.208846,1.623167,-0.909099,-3.816908,2.560007,-0.738569,-1.408113,-1.127463,-2.184224,-4.211208,-2.452527,0.741775,3.116175,0.271853,-1.00839,-1.114105,-1.019006,0.134286,yes
-34.47831,-9.560186,-2.859785,-59.09069,-18.78186,-9.051032,-3.940751,28.16367,3.022736,0.731439,-10.35453,-6.916899,22.78205,-7.474031,-3.992011,-4.482514,-19.1125,-11.91759,-6.896955,2.539888,7.068674,-0.042701,-0.037664,1.356393,-2.263526,2.365468,1.178553,0.072733,0.042607,3.449445,-0.986129,-1.172863,-1.06715,-0.526047,0.175083,-0.443504,0.461813,0.65195,-0.359768,yes
-37.17485,-9.707573,-5.577089,-68.75296,-37.39732,-13.09848,6.366195,19.56987,14.07502,8.853866,0.679088,-1.149167,24.10129,-4.211277,-2.16165,-3.766565,-9.21998,-10.76917,-8.476129,-0.740743,6.778512,1.392929,2.63086,2.484567,-0.955866,1.431565,2.065284,0.862464,0.949513,5.850398,2.400307,0.770972,-2.398698,-2.515412,-0.461374,-0.520128,0.224012,0.958901,-0.596053,yes
-39.17734,-9.483213,-7.174459,-64.218,-36.13016,-20.27657,4.08251,32.95863,4.218277,2.682807,9.468394,-0.354821,25.15471,-0.969659,-0.603071,-0.295326,0.424081,-2.078114,-4.23188,-4.353861,-0.860855,0.316106,1.113326,3.286101,0.954401,0.766018,2.054218,1.033525,1.510352,4.615129,3.770253,2.913977,-0.913644,-2.991365,0.15205,-0.248871,-1.26075,0.189398,-0.56897,yes
-39.01694,-7.499235,-4.090828,-58.91193,-29.16562,-27.67369,-8.727171,35.33164,9.983369,8.339007,7.749891,-1.373923,25.64931,-0.223354,-0.820447,0.469555,0.808797,1.335139,-0.303433,-5.077746,-1.462108,-1.277425,-1.552967,-0.753893,-0.631367,0.379469,1.160222,0.677215,1.215299,1.406813,2.213829,3.898217,1.707983,-2.136842,0.29807,-0.376922,-1.564408,-0.378497,-0.397592,yes
-38.40556,-13.67971,-5.079547,-61.8908,-33.28828,-22.92282,-18.16337,15.97851,6.649088,6.555501,2.540575,-2.032518,25.83813,0.8031,0.505012,0.951184,-1.051249,0.88152,3.586581,0.140171,-3.767841,2.052726,0.809894,-3.328129,-1.478785,0.046666,0.356935,0.327354,0.727246,-0.138009,0.509954,2.814004,2.363569,-0.213451,0.328505,0.869824,-1.044612,-0.542099,-0.279311,yes
-38.67751,-11.71156,-4.27677,-65.87257,-32.14256,-13.29251,-7.899598,20.7494,6.472485,-0.847317,0.373531,-3.467153,25.65693,0.703453,0.670385,1.686678,-1.448252,-1.179843,7.105728,5.552157,-2.452207,2.014969,0.897968,-2.030356,-1.63176,-0.19672,-0.07648,-0.274787,0.823063,0.783763,0.369552,1.260713,0.678916,0.390402,-0.383538,1.690372,0.098077,0.141021,-0.204436,yes
