@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute laughornot {yes,no}

@data
-17.60773,-4.781653,3.114123,-1.546239,-9.13051,-0.994127,-4.727322,-3.160375,5.577322,0.662187,5.05523,0.680028,26.38613,-0.674085,-0.122545,-0.96502,0.539073,3.693123,1.543995,-3.203022,-0.462772,-2.629012,-0.71132,-3.887409,-0.837402,-0.00331,0.269654,0.057867,0.497087,0.77155,-0.186334,-0.762488,1.755351,0.548764,-0.154458,0.189329,0.333288,-0.727259,-0.000926,yes
-23.38533,-7.583593,-4.178976,0.135413,2.742124,1.714564,-14.94004,-1.561982,3.006043,8.727819,-0.034794,-3.473109,26.37799,0.008367,0.087015,0.794243,1.985953,3.669334,-0.479183,0.881843,0.839369,-3.068005,-1.398777,-5.194571,-3.426248,-0.004582,0.580757,0.167755,0.387384,0.631441,-1.06048,-0.341518,2.561443,0.535305,0.298206,0.414036,1.608829,-0.336917,-0.001173,yes
-18.08936,-3.993408,1.935572,0.3083,3.398789,5.371503,-15.63608,-6.273434,-6.282098,-6.927232,-11.8368,-1.430415,26.37366,0.332959,0.062008,0.640784,3.673384,2.773349,-1.256857,3.531298,1.629978,-3.181807,0.579051,-1.567389,-3.179276,-0.007304,0.310259,0.079558,-0.145483,0.037931,-1.591071,-0.016423,1.574705,-0.004207,0.636365,0.617043,2.327124,0.336282,-0.000669,yes
-17.32509,-4.740703,7.674612,7.456254,2.951508,-6.572859,5.13627,2.592998,-3.832992,-2.536988,-12.47161,-15.39599,26.36946,1.726177,0.623956,0.168998,2.129124,-1.149391,1.236829,6.237034,1.167378,-0.861583,0.713673,2.996729,-1.351048,-0.00718,-0.110206,-0.188178,-0.58345,-1.001639,-1.799777,0.303396,-1.088268,-1.101475,0.760449,-0.282281,2.032237,1.565335,0.001237,yes
-18.97306,-5.893057,0.391251,13.16026,4.631544,-3.134701,2.891016,2.912024,-6.912193,9.189845,3.436689,-9.25491,26.35388,0.018303,0.006772,-1.379812,0.657142,-1.852868,0.603872,1.99291,-0.647813,-0.550401,1.317672,3.652564,-0.193591,-0.005356,-0.373656,-0.612219,-0.312884,-1.336554,-1.126138,-0.132643,-2.743144,-1.704703,0.878062,-1.263484,0.48668,1.939833,0.003389,yes
-14.31259,-3.513991,-2.561827,4.355051,-3.621209,12.15181,6.981586,-0.317821,-0.986823,4.237646,7.312104,-6.316104,26.35198,-0.385335,-0.826258,-1.112711,-1.51412,-3.016442,0.107433,-3.790302,-3.529109,-0.581462,-3.179491,2.356636,2.907583,0.000627,-0.392098,-0.570044,0.111074,-0.675792,0.306322,-1.06979,-3.020582,-1.236596,0.172659,-1.001242,-0.773598,1.925196,0.003528,yes
-19.5041,-4.572902,0.154732,5.144613,-2.579191,-0.971474,-6.594183,-8.05709,-10.45718,-3.72619,-3.465839,-6.938313,26.35562,-0.479565,-2.273978,-0.282781,-1.187762,-1.923817,-1.355374,-5.170755,-4.545291,1.068442,-3.791785,1.186057,4.390576,0.005735,0.161831,0.166319,0.519072,-0.043627,0.479852,-0.724021,-0.673839,0.023998,0.178725,-0.226724,-0.861805,0.793358,0.001574,yes
-18.98624,-9.53207,2.229314,3.893477,-8.525331,-7.117308,-9.072639,-9.567993,-4.967807,-11.97642,2.762839,-2.016375,26.37172,0.014623,-1.08589,0.175851,-0.327382,0.417692,-3.132495,-5.284044,-3.066861,-0.807707,-1.737809,0.361992,5.982847,0.004914,0.294321,0.959207,0.443569,0.256588,1.04204,0.554294,1.867488,1.105528,-0.036137,1.237157,-1.247876,-1.324969,-0.001682,yes
-19.03406,-14.25391,-3.418227,7.452241,-2.535478,-0.277011,-14.93565,-15.18935,0.42051,-1.662045,11.64161,10.54811,26.37268,0.627476,0.968185,0.571264,-0.154365,-1.170674,-1.396268,-0.629416,-0.758949,0.456349,-0.536787,0.340861,2.235567,0.00037,0.182474,1.222731,0.185421,-0.026232,0.428235,1.193573,2.715186,1.366414,-0.258055,0.669739,-1.845827,-3.227325,-0.002872,yes
-14.47449,-4.102937,0.103908,1.564328,-1.554606,-3.857897,-15.2679,-12.08599,-10.46421,-5.483472,1.56834,14.85492,26.36802,0.532749,2.348694,0.67811,-0.747881,1.817185,2.899351,3.276468,0.105357,-0.456101,1.378796,-3.460143,-2.639759,-0.005099,-0.078663,0.046658,-0.552393,-0.058914,0.457788,1.338543,2.104648,1.200894,0.72448,0.460728,-1.593064,-3.576473,-0.00151,yes
-18.62259,-2.446543,4.073757,5.537365,-11.91792,-9.582519,-6.643631,-10.59283,-5.42724,-9.656601,-1.164288,-4.196127,26.35933,0.173741,2.122388,0.393194,-1.108673,-0.482387,1.596569,4.124918,0.700669,-0.397634,-2.001391,-6.132009,-7.434744,-0.003617,-0.11345,-0.915768,-0.82922,-0.012178,0.618032,0.344473,0.193196,0.808826,0.476528,0.434843,-0.903462,-1.619725,0.000012,yes
