@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute bellornot {yes,no}

@data
-13.56778,-13.58087,-13.20623,-7.033201,-6.81233,-8.639442,-15.61798,-16.08993,-18.83061,-11.28923,12.03169,-1.421466,18.36967,-2.328021,-0.079459,1.942607,-0.919389,-0.415498,-1.470743,0.404299,4.124357,2.945525,-1.60792,-5.59867,-3.666415,0.147892,0.051251,-1.358412,-2.071568,-1.267518,0.914366,3.678483,1.907833,-2.659957,-0.644881,-1.54853,1.085738,1.150835,0.313713,yes
-20.74763,-11.39444,-7.995,-6.527057,-3.156028,-13.94304,-10.33273,5.158602,-6.528608,-15.83113,-8.448733,-17.57742,18.31366,-3.01219,-3.314042,-1.740234,-4.056273,1.679653,6.328894,2.489126,-1.661709,0.824912,-5.291166,-3.373812,-2.042661,0.860423,0.387092,-1.468718,-3.105727,-1.630713,0.894794,4.480163,3.00248,-3.275118,-1.485156,-1.871492,1.594088,2.236925,0.37414,yes
-21.61795,-15.07138,-6.098814,-11.88322,-10.71797,-13.34136,-16.23911,-6.092411,-10.25398,-17.05788,-5.721447,-11.67556,19.13714,-1.72968,-5.254229,-6.573812,-5.688537,3.108755,13.02185,8.901052,-6.282399,0.781428,-7.508949,-1.282407,1.275882,1.360192,0.709776,-0.527765,-2.443001,-0.760144,0.346369,2.880248,3.227784,-1.495462,-0.98939,-1.117396,1.620823,1.892531,0.204152,yes
-24.60364,-29.40582,-25.46111,-24.88956,3.538756,25.35599,-2.861784,-29.39723,-18.99436,-34.86073,4.039195,-6.507721,22.28806,-0.69173,-4.835664,-9.327819,-6.68838,2.296345,13.68377,11.16832,-7.047856,-3.398205,-8.014865,0.213639,5.047063,1.412443,1.06517,1.438754,0.33469,0.966074,-1.157133,-1.488033,0.753617,1.65456,0.441936,0.893554,1.181425,0.239733,-0.20131,yes
-20.28818,-30.84632,-37.34224,-26.29463,5.384054,36.82031,25.1518,-30.22401,-8.69059,-39.31917,-0.624311,-0.576907,23.18344,0.060631,-1.957474,-6.478606,-3.404054,1.008002,9.253057,12.20362,-0.659882,0.110132,-5.833053,0.711719,2.251377,0.892642,0.91114,1.854329,2.597276,1.890276,-2.080413,-3.920182,-3.35475,2.748258,1.008355,2.069929,1.274051,-1.423802,-0.41625,yes
-24.87117,-27.68528,-39.01239,-32.76325,0.274683,29.395,24.81343,-18.01488,-24.30133,-44.77481,-9.929106,2.108566,23.35273,1.418501,2.231349,-0.114389,-0.368146,-3.055637,0.773127,4.605929,3.799834,3.37024,-1.661346,1.536251,-1.331744,0.087648,0.824164,1.128676,2.983752,1.803211,-1.370886,-2.948523,-4.511124,1.587945,1.554462,1.890798,1.257528,-1.574474,-0.365569,yes
-21.18103,-25.71902,-31.71621,-24.96664,-4.045928,30.90442,30.94137,-15.08299,-7.049837,-41.2661,4.821299,-4.726824,23.06802,1.770906,0.483911,1.805854,0.602727,-4.617321,-0.123734,-4.591502,2.035045,2.43898,-0.336063,4.426541,-2.653725,-0.058659,0.474043,-0.098011,1.36883,0.743779,-0.044645,-0.930372,-3.148427,-0.423426,-0.031736,0.536296,0.083825,0.134738,-0.139358,yes
-17.0647,-20.81272,-28.84608,-27.39429,-7.024437,32.17957,17.27308,-17.96857,-2.963538,-42.194,8.997645,-11.09148,22.78401,2.573954,-0.412974,1.448709,0.324283,-1.745423,3.629555,-2.989733,-0.455593,3.20968,-1.309371,4.643866,-0.372754,0.060247,-0.124215,-0.613418,-0.465041,0.242204,1.307345,0.790636,0.673239,-1.070402,-1.423394,-0.294428,-1.354799,1.099947,0.056832,yes
-15.33688,-31.86305,-33.39612,-25.96548,-14.05299,34.80936,5.964472,-20.07194,-7.164587,-42.28989,12.04502,-7.245505,23.1745,1.853119,-1.12537,-0.416005,-0.031375,0.129668,3.172986,0.259316,-0.649298,0.031732,-3.327561,-0.422962,2.44557,0.209555,-0.427309,0.475736,-0.84683,0.182348,1.551656,0.582809,3.174791,-0.332611,-1.219295,0.051961,-2.016062,0.684269,0.064119,yes
-14.92348,-26.67814,-30.92888,-30.64242,-3.448899,45.59031,22.35322,-17.79837,-8.195553,-50.80977,9.678362,1.504136,23.60072,0.756318,-0.031099,-1.328664,1.159926,1.107595,3.077948,5.546717,-0.210005,-2.543105,-1.637737,-2.812992,1.618341,0.237702,-0.642322,0.728369,-0.818185,0.274346,0.510902,-0.727714,1.830371,-0.304534,-1.625341,0.819699,-0.695919,-0.101476,0.015587,yes
