@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute bellornot {yes,no}

@data
-42.38445,-11.5074,-2.215938,1.80431,-15.6758,7.860811,-7.639265,-21.16576,-2.866694,19.14351,-17.23859,-15.81567,26.38168,-0.086474,0.416258,-0.691395,-2.228961,-0.316939,1.3997,3.596439,1.968885,1.147368,0.964751,2.590186,2.84701,-0.056247,0.040267,0.303333,0.440632,0.195034,0.056898,-0.30059,-0.945936,-0.493657,-0.490861,-0.756612,-0.545084,0.166735,-0.001346,yes
-44.06588,-14.01166,-5.457887,-4.10454,-17.96789,15.95119,7.585661,-9.201061,-2.609353,20.22641,-12.13443,-14.97125,26.24428,-0.349181,0.835395,0.366706,-2.356525,-0.627993,0.178685,1.397177,2.212241,1.981183,-0.068978,1.829891,3.263107,-0.0678,0.10257,0.328757,0.609084,0.423361,-0.21375,-0.860082,-1.607741,-0.701198,-0.851507,-1.275959,-1.011361,0.191281,0.007207,yes
-41.9761,-8.173979,-4.051936,-6.386072,-16.11445,10.81412,2.730468,-17.30368,2.741477,23.42581,-6.83974,-2.002835,26.16914,0.246213,1.723355,0.982713,-1.19001,0.123077,0.507257,-0.03361,-0.621077,-1.723843,-2.301444,0.244913,3.472636,-0.0572,0.054739,-0.089716,0.301744,0.710619,-0.3666,-0.861093,-1.462247,0.042698,-0.617156,-0.768125,-0.819993,-0.320115,0.017813,yes
-44.33453,-8.997133,0.535591,-5.883125,-18.59644,7.277584,-5.838243,-12.03559,4.235134,16.65746,-13.28856,-6.406556,26.14894,0.260033,1.406496,1.516971,-0.631633,-1.605697,-2.454488,-2.627241,-0.242123,-1.67456,-3.781948,-1.29398,3.490603,-0.019737,0.102486,-0.497322,-0.444317,0.802037,0.06209,-0.141398,-0.347639,0.638522,0.009493,0.124365,-0.073001,-0.520562,0.026862,yes
-41.01906,-5.397891,-0.299113,-3.25645,-14.74614,14.7339,-1.095365,-22.85388,-14.90815,9.420758,-15.43696,-2.73484,26.14334,-0.117384,-0.317872,0.242193,0.461687,-1.661085,-1.589178,-1.702587,3.409559,-0.11054,-1.019391,0.052158,1.132688,0.008786,0.083638,-0.884419,-0.795733,0.68955,0.376127,0.250792,0.323881,1.513326,1.324788,0.464481,1.047673,-0.561522,0.029441,yes
-43.24423,-8.367226,0.250558,-8.827518,-26.68053,1.718865,-3.637626,-7.636576,-2.15734,8.319191,-14.30572,2.847769,26.15849,0.345049,-0.6306,-1.484619,0.827809,0.574536,0.519914,0.49347,3.389531,1.221996,-0.088178,1.561263,1.83027,0.033516,0.374891,-0.81437,-0.784688,0.532765,0.949534,0.600977,0.604045,0.623351,1.163271,0.177617,1.220584,-0.636611,0.026763,yes
-43.10817,-10.07829,-2.698457,-2.60544,-20.37783,5.647588,-6.882777,-2.455396,5.385016,22.49799,-6.070371,-0.966559,26.20829,0.621897,-1.680193,-1.495157,1.528016,0.913593,0.274014,0.02544,5.129729,3.451822,-1.825925,4.055655,1.495191,0.063377,0.55553,-0.549125,-0.364385,0.159852,0.789976,-0.674539,0.185022,-0.784322,0.272749,-1.195387,0.528345,0.093857,0.022497,yes
-41.56472,-9.809936,-5.687833,-2.069583,-12.90791,14.42031,-0.477186,-5.287179,0.198528,9.677958,-10.16554,1.860652,26.28405,1.764848,-1.984192,-1.537793,1.499026,1.854633,-0.381199,-0.471027,2.014547,2.360613,-2.490597,2.807193,0.126297,0.086783,0.304604,-0.584627,-0.075742,-0.156803,0.23579,-2.071548,-0.676182,-1.372788,-0.307171,-0.607998,0.281838,0.23647,0.013726,yes
-38.74933,-13.0775,-4.805702,1.004664,-17.06448,9.75325,-2.548385,1.62007,1.173023,-0.388252,2.771224,5.234674,26.39745,1.950365,-2.386698,-1.553144,0.925337,1.648746,-4.511317,-0.29523,0.175443,0.683896,-5.795117,2.070919,2.453959,0.094635,-0.042218,-0.189753,-0.02284,-0.229787,0.436897,-1.696189,-0.670713,-1.940937,-0.896502,0.5376,-0.698097,-0.175327,0.000476,yes
-36.59941,-16.78858,-6.384784,-3.137442,-19.06404,-2.239961,-8.159958,0.398424,11.75172,7.309328,-4.690554,0.378637,26.49783,1.203833,-3.200485,-1.834338,0.345134,1.385908,-7.44516,-2.727103,-0.997266,1.070104,-1.143572,3.962821,2.533234,0.086517,-0.407931,0.22211,-0.13842,-0.297966,0.357259,0.084554,-0.120462,-1.340029,-0.773894,1.052295,-1.045372,-0.829233,-0.011832,yes
-35.839,-18.52246,-10.1157,2.555173,-9.056042,-8.578864,-4.517543,-4.420983,3.0279,-5.293286,1.546732,12.04424,26.57458,0.691316,-2.02081,-1.461087,0.956026,3.332441,-4.674948,-2.200086,-3.069051,-0.385433,0.188564,-0.012645,-0.584911,0.06589,-0.399028,0.702132,0.140188,-0.254661,0.063512,2.377515,0.540039,-0.643566,-0.602245,1.675437,-1.63959,-1.94591,-0.019503,yes
-37.00072,-23.08988,-12.20452,-1.11917,-9.982594,-13.63943,-13.12812,-7.252982,4.621611,6.412612,10.26081,11.12204,26.62807,0.354718,-1.056587,-2.27592,-0.006148,2.799079,0.123384,-0.12091,-3.063352,-0.974194,-0.220961,-1.377882,-2.500431,0.041998,-0.316104,1.095371,0.573966,-0.184925,-0.397411,3.239079,1.570135,-0.195602,-0.823429,0.952785,-1.742903,-1.739993,-0.02191,yes
-35.09209,-20.0309,-9.201264,4.775656,-4.942997,-7.921755,-11.06474,-9.899485,2.810913,1.002927,-4.767683,-3.061582,26.66178,0.379784,0.052011,-0.631413,-0.172327,1.259719,3.591988,1.101868,-2.009344,-1.305179,2.120764,-3.456678,-4.758761,0.019378,-0.327739,0.949611,0.838335,-0.175843,-0.946491,2.298762,1.268141,0.306318,-0.156561,1.456108,-0.083905,-0.517037,-0.019129,yes
-35.19928,-21.3173,-18.2216,-4.278423,-7.125165,-1.951594,-5.49091,-12.17909,6.989245,3.056419,-8.422757,-4.570607,26.66422,-0.22092,1.23996,0.620653,-0.015316,0.435215,4.616768,3.472593,-2.505127,-2.58717,2.65425,-3.029676,-4.079804,0.000221,-0.570372,0.690745,1.237357,-0.020475,-0.680939,0.615329,0.510266,0.348485,0.120728,1.555598,0.732996,0.330789,-0.013513,yes
-34.84081,-19.1487,-10.26423,3.273168,-4.18616,3.537156,-2.826808,-12.00465,-4.681811,6.988629,-6.394876,-3.903238,26.65339,-0.659557,1.578972,1.282302,0.081395,-0.21808,4.572169,2.343869,-1.816574,-0.361751,6.031501,0.393728,-2.380407,-0.008867,-0.431429,0.307876,0.601368,-0.167305,-0.198978,-0.937577,-0.449055,0.103524,0.54458,0.485089,0.808793,1.225002,-0.005943,yes
-38.23096,-17.33119,-8.569777,-0.444507,-8.184937,3.714952,0.115885,-18.72603,-4.567877,16.69101,-4.073976,-8.856154,26.63337,-1.977469,1.633657,2.954005,-0.235382,0.133285,2.709938,1.80942,-1.417313,-0.842266,5.601663,0.361894,-2.035665,-0.011446,0.054933,-0.26924,-0.22177,-0.262844,0.072563,-1.762056,-1.277803,0.189403,0.252997,-1.508091,0.605843,1.912004,0.001163,yes
-36.87404,-14.1291,-7.615668,3.265671,-5.503512,12.10582,-2.148789,-15.70888,6.780717,24.34314,-4.973435,-12.82084,26.63287,-0.899088,1.39454,1.208752,-0.898818,0.415795,-0.142484,-0.311822,-2.035632,0.545268,3.072504,-1.108499,0.344178,-0.004504,0.457025,-0.750378,-0.702635,-0.203746,-0.073231,-2.193143,-1.619643,-0.007828,-0.513805,-3.080191,0.648319,1.815974,0.005851,yes
-44.07001,-15.65881,-4.775858,-5.451583,-5.800063,7.313766,3.217178,-17.41354,-2.953348,22.38748,-7.324007,-10.29013,26.61725,0.173509,-0.014024,-0.451422,-0.839428,0.481094,-1.836187,-1.588577,-1.448582,-1.775695,-3.406708,0.750655,4.117925,0.003853,0.838923,-0.919669,-0.997672,0.191205,-0.455327,-1.693017,-1.723056,0.412166,-0.128552,-3.025207,1.229368,1.243991,0.007231,yes
-36.41673,-13.01219,-6.117426,1.282616,-3.299623,1.025328,-5.936564,-22.83906,-2.762736,19.50292,-10.31235,-1.465362,26.63893,0.550077,-1.349079,-0.528159,-0.635311,-0.758137,-4.120484,-4.055348,-1.840078,-2.46406,-4.865267,3.440941,3.622668,0.012741,0.311759,-0.838862,-0.392984,0.285679,-0.352813,-0.96524,-0.731238,1.081779,0.298087,-1.635149,1.170692,-0.093404,0.004659,yes
-37.59208,-17.95976,-11.57601,-3.650121,-6.881411,0.074261,-5.933114,-22.40386,-8.674628,2.077584,2.348756,6.055728,26.64961,1.492562,-1.592878,-1.165901,0.58889,-1.556382,-3.766145,-4.934099,0.545738,0.019636,-5.555488,4.234013,2.545044,0.016084,0.138036,-0.235516,-0.038495,0.412241,0.268276,-0.105052,0.990981,1.663092,1.346009,0.608602,-0.404255,-1.380552,0.000395,yes
-37.36262,-19.72402,-6.856387,-0.811615,-8.753524,-4.876849,-17.85039,-22.41411,-2.678941,10.17175,7.394889,-2.880433,26.6804,0.00018,-2.010342,-0.39893,-0.184582,-0.329531,-4.003706,-2.295251,2.376102,1.138037,-4.028849,3.003282,0.663598,0.012673,0.091664,0.236092,-0.345359,0.445564,0.927004,0.500586,2.529256,1.870154,1.017162,1.460618,-1.546307,-1.072935,-0.003495,yes
-36.13425,-20.26729,-10.23588,-1.46002,-10.85502,-8.565872,-15.49641,-14.89732,-2.897066,-0.724377,4.992435,3.142626,26.67694,1.138638,-0.860974,-0.708512,0.996412,1.608169,-2.419836,2.486281,4.75879,3.1533,-0.781909,-1.051793,-1.305298,0.005864,-0.049394,0.400841,-0.330354,0.342077,0.990944,0.56086,2.132167,1.047884,0.356791,2.032297,-1.324142,-0.643505,-0.003951,yes
-37.14474,-21.91013,-8.782136,-0.735344,-2.960474,-14.67313,-12.63117,-14.71182,0.038667,0.759651,3.382217,3.309179,26.68863,1.18536,-0.534572,-2.483646,1.388746,2.294608,-2.290707,4.88074,5.404166,1.054918,0.051033,-1.64769,0.183163,0.000378,0.082885,0.42992,-0.40059,0.188224,0.124957,0.651726,0.411189,-0.137217,-0.414654,1.396007,-0.639622,0.143055,-0.001304,yes
-32.00782,-21.17157,-14.15569,1.293803,-1.737093,-7.126777,3.888683,-2.461055,5.73307,2.874087,-0.903872,-3.565567,26.67481,0.653001,-0.326556,-1.775313,1.512611,2.086269,-1.818347,2.138741,4.271125,1.845148,2.566057,-0.061212,-0.432265,0.002477,-0.278641,0.286639,0.238247,-0.298216,-0.552889,0.466079,-1.497338,-1.410869,-1.018364,-0.061349,0.252114,0.738562,0.003303,yes
-33.49903,-21.94473,-17.31471,4.755201,-1.839448,-17.04993,-3.139231,-1.611412,-1.719422,8.627683,2.104591,1.389481,26.68335,0.657425,-0.12795,-1.86848,0.498438,0.056203,-1.04582,-0.065535,1.933847,-0.281157,1.277205,-0.690116,0.942354,0.007846,-0.350041,0.162043,0.826248,-0.639888,-0.768643,1.042296,-1.513736,-1.781691,-0.471321,-1.188214,0.246323,0.678155,0.007286,yes
-34.6921,-21.88277,-14.84616,3.357763,-0.984188,-16.46921,-9.548674,-0.091903,7.207718,8.171894,5.325187,1.941148,26.69196,0.009399,0.368912,0.175139,-0.049512,-0.037074,-0.711888,-2.52727,-0.560398,-1.270485,-1.70174,-0.27001,2.007914,0.018643,-0.181593,0.088265,0.754699,-0.462178,-0.369347,1.103587,-0.178696,-1.253853,-0.788554,-1.960215,-0.027939,0.37398,0.009789,yes
-32.51547,-22.19428,-17.7793,0.724867,-3.055912,-15.23102,-6.240167,-6.227159,-2.104444,4.49677,-3.182895,5.26759,26.71929,-0.243046,-0.07209,0.672366,-1.029631,-0.486934,2.367542,-0.354932,-1.088525,0.256128,-3.75614,-0.311679,2.353851,0.028725,-0.151706,-0.068311,0.380752,-0.200341,-0.034109,0.668257,0.55431,0.065677,0.053692,-0.780785,0.42533,-0.498201,0.010501,yes
-32.45261,-19.20223,-13.0477,3.06141,-1.314232,-11.59567,-7.197201,-2.955173,-0.426842,-3.569158,0.389821,4.534949,26.75006,0.195273,0.086839,0.727759,-0.034245,0.511103,1.992906,1.38996,-0.486954,-2.366263,-4.718346,-0.390128,0.731888,0.040982,0.057246,-0.196809,-0.305574,-0.067138,-0.291106,0.225163,0.785718,0.519493,0.855244,1.342832,-0.087331,-1.67537,0.007909,yes
-35.83401,-23.64545,-14.85211,-0.244778,-4.109096,-7.648991,-6.089626,-5.622403,3.378498,-4.282491,3.013878,11.86184,26.79793,-0.194041,-0.328468,-0.241032,-0.510901,-0.388432,0.94307,0.747401,2.225509,0.535191,-1.118416,1.496594,-0.910639,0.04918,0.162307,0.167448,-0.298689,0.006006,-0.436048,0.115231,0.045946,-0.15632,1.271917,2.911005,-0.86662,-2.399816,0.001669,yes
-32.05647,-20.72299,-12.67096,3.671363,2.097919,-10.29569,-2.674142,-2.829052,-7.365068,-11.0302,0.276159,2.303466,26.85755,0.271124,-0.486943,-0.89603,-0.644566,-1.541857,1.126161,0.850155,0.380049,2.866204,3.693558,-1.6108,-4.736691,0.04796,-0.157288,0.389718,0.007811,-0.297325,-0.833091,0.966025,-0.306134,-1.043694,1.906327,3.276945,-1.660456,-2.27011,-0.008654,yes
-33.68375,-23.07624,-19.17283,-2.134616,-6.704149,-11.16566,-4.76469,4.837328,4.040622,2.635213,4.356907,1.830138,26.91144,0.530561,1.052041,-0.009185,-0.69444,-1.640693,3.377067,0.144703,-2.303625,3.99948,6.592931,-4.034441,-6.910938,0.033579,-0.47812,0.532403,0.697219,-0.092239,-0.499664,0.938867,-0.277636,-1.238367,0.658364,1.585926,-1.815694,-1.00334,-0.01944,yes
-32.17212,-21.92155,-15.36749,0.783498,-7.725992,-4.206532,-3.608893,-6.284793,13.57311,11.43978,-8.335694,-14.13266,26.9331,-0.953468,1.345176,0.650888,-1.429101,-3.028223,5.606034,0.16064,-3.440855,5.433227,7.810706,-5.926888,-7.61851,0.005511,-0.839763,0.335726,0.813022,-0.11117,-0.207483,0.148881,-0.030373,0.285247,-0.973168,-0.516643,-0.101119,1.046373,-0.026655,yes
-33.12337,-17.78596,-13.54977,-2.273043,-7.400608,6.191766,-4.898735,-15.41266,12.9068,17.44717,-12.8524,-14.47479,26.92805,-1.972342,1.417486,2.471606,-0.579829,-2.143568,3.397469,-0.29602,-2.055875,2.543499,4.752642,-5.423829,-4.486432,-0.026793,-0.648848,-0.205582,0.518875,0.024879,-0.192123,-1.405983,0.140854,1.370923,-1.915668,-2.197663,1.427851,2.545986,-0.026555,yes
-37.10399,-16.64225,-12.22806,-3.404928,-12.69497,9.055767,-1.803918,-9.908335,15.36798,20.61734,-20.75363,-27.63662,26.8768,-2.676238,1.008966,1.928686,-1.257723,-2.327836,1.860364,0.918652,1.682409,-1.271643,2.03049,-1.421701,-0.71708,-0.055131,0.231294,-0.280454,0.024203,0.244739,0.119672,-2.159331,-0.418788,0.807645,-2.348058,-2.766502,2.062804,3.199714,-0.017987,yes
-41.07952,-18.62846,-8.384521,-2.93955,-14.9375,-0.809468,-7.147276,-3.630278,15.86068,21.80964,-16.55327,-13.85004,26.80563,-1.852292,0.192237,1.94629,-0.655734,-2.951499,-1.780012,0.469967,1.98936,-2.226426,-1.505276,0.852221,2.368277,-0.068877,0.938966,-0.105431,-0.373069,0.433969,0.470013,-0.950645,-0.444885,-0.156125,-1.313299,-2.225132,1.614989,2.094145,-0.00397,yes
-41.57523,-16.45547,-8.306685,-5.171863,-15.59672,8.595905,2.108638,-3.763938,5.73796,19.411,-13.59376,-18.03044,26.71866,0.142979,0.555532,1.034563,-0.167453,-2.025899,-2.601882,-2.316294,-1.42525,-3.922099,-2.892848,1.249108,4.952706,-0.063384,1.093636,-0.021719,-0.44372,0.64904,1.020597,-0.199842,-0.159603,-0.603173,0.015961,-1.447573,0.987613,0.983096,0.010054,yes
-40.14922,-16.91817,-5.779004,-4.668243,-20.70722,-2.478366,-4.505176,-8.538054,6.589682,10.52397,-12.17123,-7.4365,26.66274,1.31288,1.117046,1.053324,1.044882,0.055527,0.875368,-0.902972,-1.282671,-2.697768,-3.911352,1.315711,3.149399,-0.042517,0.636821,-0.09046,-0.682333,0.54809,1.373786,0.895204,0.716505,0.245953,0.638516,-0.887676,0.910403,0.05541,0.018913,yes
-36.85425,-14.71974,-8.358005,-3.377847,-19.9396,-3.119191,-14.70644,-14.5807,0.39298,11.79594,-16.69911,-6.079859,26.63132,1.209357,0.437965,0.156569,1.137167,1.271634,-0.466535,0.807105,0.302561,-0.956169,-4.004337,3.284617,3.807838,-0.018043,0.052653,-0.455522,-0.767848,-0.007405,0.968131,0.526239,1.392482,1.154994,1.085113,-0.49723,1.136684,-0.211055,0.02035,yes
-36.87561,-13.9111,-3.092244,1.38785,-12.48843,9.424917,-3.254595,-4.635252,5.044333,6.060407,-8.42204,-4.078338,26.63671,0.798625,-0.201282,-1.026377,1.432405,2.268662,1.628333,2.490793,2.355218,-0.51681,-5.387912,4.386479,3.217761,0.003016,-0.188288,-0.674489,-1.003661,-0.582046,0.097659,-0.666391,0.523009,0.319699,0.703655,0.153073,0.212846,-0.4973,0.016282,yes
-37.16525,-15.76918,-8.867223,-2.514072,-13.34795,0.311592,5.518872,-4.202535,1.729789,1.621092,0.954726,-0.670324,26.64146,0.663371,-1.062917,-1.764829,-0.398239,1.708189,-0.347172,2.949234,2.530776,0.412987,-4.640716,5.397144,3.86325,0.015598,0.018309,-0.388691,-0.721523,-0.630341,-0.193155,-0.601918,-0.390463,-0.529367,0.14696,1.094241,-1.167387,-1.272043,0.010796,yes
-36.00059,-17.39986,-10.65628,2.061895,-12.65974,3.947908,-2.163868,-1.951043,3.337227,-11.32817,0.934247,5.947536,26.67275,0.644432,-1.504955,-3.004285,-1.097646,0.325546,-2.516267,0.64101,-0.798282,0.13593,-2.827798,1.323679,0.635192,0.022074,0.199757,0.015582,-0.169925,-0.39905,-0.106657,-0.596652,-0.778552,-1.021791,-0.460537,1.691547,-1.78609,-1.569219,0.005726,yes
