@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute bellornot {yes,no}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.832196,-0.565967,-0.054464,1.061598,-0.910101,-0.335234,0.610577,0.088376,-0.040113,0.128978,1.010792,-0.294685,0.82422,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.131541,-1.494797,-0.251423,2.493622,-2.085301,-0.84519,1.555526,0.174354,-0.498589,-0.390708,2.246205,-1.011076,1.725782,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,-4.16098,-2.829834,-0.272318,5.307989,-4.550506,-1.676168,3.052885,0.441878,-0.200566,0.644889,5.053958,-1.473426,4.121099,-3.001795,-1.972366,-0.509791,4.016488,-3.094711,-1.390608,2.811521,0.492433,-1.107126,-1.66832,4.201147,-2.01148,2.03261,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,-8.577215,-6.05907,-1.120957,9.814117,-8.151253,-3.387868,6.251188,0.650832,-2.392664,-2.275984,8.704043,-4.318665,6.568359,-1.970754,-1.122884,-0.835766,4.401507,-3.336028,-1.533288,3.176811,0.62147,-1.655828,-3.096565,5.321794,-2.891195,1.254729,yes
-20.8049,-14.14917,-1.361591,26.53994,-22.75253,-8.380838,15.26443,2.209388,-1.002828,3.224443,25.26979,-7.367131,20.60549,-10.72037,-6.832293,-1.988479,15.17538,-11.39793,-5.259106,10.93201,2.136747,-4.339295,-7.20361,16.65371,-7.898065,6.878873,1.115329,0.890447,-0.976176,2.488068,-2.018781,-0.309107,1.395175,0.396435,-1.312526,-3.684144,3.799606,-2.618994,-0.876502,yes
-32.48362,-23.22076,-4.923988,35.80062,-29.38,-12.74892,23.62373,2.149463,-11.4619,-12.99214,30.88532,-17.90976,22.53905,-6.574077,-3.613192,-3.320747,17.07384,-13.25643,-5.87497,11.94449,2.259915,-6.209778,-11.55857,20.80909,-11.24365,4.894757,3.137247,2.356452,-0.353156,-0.401822,0.038042,0.646371,-0.777614,0.028561,-0.129925,-1.658643,0.893683,-0.848495,-1.922344,yes
