@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute bellornot {yes,no}

@data
-29.1789,-17.19522,-13.71094,-8.672778,-6.570908,0.6994,-6.643474,-9.72298,-1.3436,-3.950184,-3.933798,2.877275,25.97061,-0.526681,-0.606996,-0.108551,1.187626,-1.085975,-1.461358,-0.463448,3.245222,6.466937,3.303492,0.442563,0.726078,-0.007844,0.182841,-0.040709,-0.569451,-0.253375,0.411314,0.191988,0.422352,-0.891713,-0.944857,-0.581187,0.33486,0.019666,0.003657,yes
-32.73979,-19.40657,-17.76355,-9.071062,-14.89206,2.035161,-0.207051,3.313103,20.97335,7.627529,-1.008443,11.64492,25.95397,-0.404011,-1.054563,-1.340656,1.338492,-0.483439,-0.121645,1.515847,1.609362,5.555994,2.817383,1.443665,0.747714,-0.006371,0.338001,0.087631,-0.59128,-0.838412,0.721733,0.316346,0.22613,-1.347816,-2.979284,-2.269756,-0.022331,-0.278555,0.00986,yes
-30.03186,-19.12452,-12.22739,-2.535508,-7.840207,-7.275274,-12.17893,-0.014911,19.83261,6.77842,-3.183663,2.123845,25.93971,0.326191,-0.586758,-2.339751,-0.154683,0.669325,-1.171273,0.658664,-0.395412,2.198124,0.640614,1.616312,0.813589,0.009705,0.276557,0.300063,-0.348811,-1.035828,0.454246,0.789079,0.069121,-1.185201,-3.276118,-2.353365,-0.588726,-0.480914,0.013474,yes
-30.77247,-21.50338,-21.156,-5.048952,-8.353455,4.078511,3.703487,-6.530204,15.84826,4.772428,2.909459,6.99256,25.9542,0.736887,-0.178959,-1.949351,-2.333281,1.645037,-0.024669,0.106147,-1.673542,-6.295078,-6.713849,-0.255966,-0.710452,0.032679,0.013677,0.421069,0.714069,-0.255874,0.362747,0.333767,-0.801467,-0.557622,-2.359895,-0.962353,-1.094076,-1.224205,0.009241,yes
-28.5316,-19.0806,-23.71347,-11.45725,-6.493584,-6.178641,-5.305421,-6.778386,12.20956,0.680437,2.188811,9.271399,26.01901,0.285654,0.455517,-1.54826,-2.15563,0.121018,2.435546,0.587008,-1.039329,-3.988117,-3.697718,-1.651252,-0.94941,0.039999,-0.289632,0.25204,1.27519,0.958162,0.260728,0.090043,-1.083554,0.161149,-0.049221,1.264581,-0.852785,-1.40107,-0.001168,yes
-29.80548,-20.32332,-21.76727,-16.2766,-7.340183,1.363499,-3.11307,-1.672871,-6.690524,-22.89272,-4.974508,4.518881,26.07771,-0.315356,0.529645,1.833942,1.059594,1.604448,-0.256222,-2.455657,-0.856788,-3.150359,0.174786,-2.392932,-4.491809,0.024686,-0.314194,-0.04653,1.00619,1.478583,-0.326783,-0.799821,-0.915647,0.742186,2.783416,3.086852,0.197907,0.085282,-0.008008,yes
-29.08708,-17.43696,-19.66306,-7.699834,-7.741753,6.259962,-5.835607,-7.640221,11.16142,2.122404,-7.497937,-1.386368,26.07795,-0.595848,0.319141,2.144554,2.939691,1.99326,-0.605279,-3.478203,0.001956,0.379662,3.5192,-1.579129,-4.301084,0.007863,-0.134821,-0.461407,0.44447,0.314458,-0.717527,-1.200288,-0.234632,0.964669,1.661923,0.660906,0.593792,1.827772,-0.003978,yes
-32.07151,-19.67697,-14.01149,-1.629688,0.292871,-3.4219,-8.309707,-10.38323,0.620542,4.925371,-4.21183,-10.1376,26.04817,-0.393333,-0.34342,1.235191,2.511975,-0.924999,-2.503359,-2.43948,1.516745,5.438111,5.111951,0.697508,1.391794,0.008709,0.352118,-0.414691,-0.45397,-0.994571,-0.902167,0.040492,0.954378,0.613395,0.036379,-1.903803,0.457712,2.92422,0.004939,yes
-30.37783,-17.80807,-16.86859,-4.082248,-0.34381,-6.812338,-20.09812,-2.41343,10.45234,4.36739,-6.088171,-4.905782,26.0731,-0.349464,-1.414983,0.973468,-1.309531,-2.201895,-2.442323,-0.59424,2.597251,0.027263,-2.861773,-0.227513,5.24765,0.028099,0.545218,-0.139359,-0.753957,-1.318732,-0.045024,0.459646,1.136484,-0.539359,-2.212852,-2.889084,0.079072,1.610449,0.007676,yes
-31.12678,-21.85487,-16.98855,-5.52552,-15.66415,-4.617146,-8.179214,3.297459,20.85457,1.544538,-2.191851,13.23756,26.12368,1.322044,-0.676747,0.149636,-1.788648,-0.808809,0.864759,0.874249,0.91254,-2.792266,-6.153744,-0.780181,5.354923,0.039264,0.479729,0.323437,-0.892876,-0.74497,1.104978,0.604048,0.706928,-1.486168,-2.710563,-1.352242,-0.538424,-0.899336,0.001594,yes
-31.30677,-23.42293,-13.30719,-12.29957,-10.77272,-5.354033,-8.872053,-1.49431,1.180718,-10.49604,-9.645492,13.1643,26.18069,1.272555,-0.210993,-1.082454,-1.503659,1.710047,0.008891,0.547354,-2.392737,-6.569409,-5.29337,-0.444925,1.769598,0.030965,0.201958,0.389564,-1.085043,0.106405,0.750115,0.306224,0.37902,-1.254392,-0.184358,1.515238,-0.15684,-1.915496,-0.006328,yes
-24.99682,-20.25327,-15.04401,-6.464265,1.463282,0.172741,-9.551495,-6.280088,-8.704975,-18.41163,-6.334074,7.601971,26.19069,1.194303,0.671768,-2.201231,-1.115814,2.64392,-0.708729,0.524363,-3.419102,-4.81637,-0.433459,-1.885907,-1.365857,0.015246,-0.308778,0.118466,-0.453972,0.061276,-0.564596,-0.222731,0.489775,0.601096,1.486284,1.949974,0.618434,-0.995467,-0.00779,yes
-27.08003,-19.66383,-23.25313,-11.13117,-0.357289,-9.162825,-16.67521,-9.588342,-7.614933,-12.12137,-6.241685,6.76,26.19442,0.724196,-0.141422,-3.276313,-1.113925,-0.177687,-0.124462,1.475803,-1.50889,0.117528,1.854274,-0.458849,-0.969437,0.008468,-0.360823,-0.100791,0.437635,-0.11967,-1.242722,0.562083,0.407112,2.004418,1.919542,1.071022,1.213846,0.438881,-0.003631,yes
-27.26863,-20.37558,-23.02173,-11.68879,-7.652265,-6.256395,-1.655824,-9.751037,1.170541,0.18991,-13.32329,9.610422,26.19304,0.052333,-0.119204,-1.023293,-1.677137,-2.687921,-0.18222,2.858899,3.476096,1.295684,0.022306,2.318949,1.747108,0.011563,-0.311659,-0.201255,0.965097,-0.193732,-0.707664,1.078341,-0.438088,2.126578,0.488188,-0.322902,1.299677,0.954895,0.00066,yes
-26.54989,-24.06889,-25.6999,-15.25694,-7.103384,-2.761776,-5.440876,-7.303285,-3.169401,-10.52544,-8.445127,7.312893,26.22185,0.039424,-0.319463,0.516752,-1.821345,-1.837641,2.556053,1.415647,4.181753,-0.027725,-0.166144,3.521875,2.407518,0.014653,-0.128343,0.015285,0.977309,0.198273,0.609465,0.750268,-0.689199,1.023406,-0.581504,-0.08974,0.191914,0.035161,0.00042,yes
