@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute bellornot {yes,no}

@data
-36.1452,31.205,-14.92834,29.44457,-1.84637,41.11396,-15.48326,24.92763,11.18822,11.88717,22.42045,-4.735487,21.28936,2.350703,-1.936372,0.151444,-2.722326,-2.0121,-3.062006,4.165633,-3.308656,-0.164619,-1.280593,-1.154908,0.590341,-0.33388,0.373723,-0.301866,0.32427,-0.080836,0.50107,-0.551487,-0.794655,0.025994,0.424354,0.353843,0.558506,0.919524,-0.038664,yes
-30.56025,30.47075,-13.22802,22.33218,-9.772629,34.22799,-2.036186,17.46193,2.604512,3.748917,15.15762,-0.793334,20.72004,3.388693,-4.082644,0.92151,-3.548466,-1.632089,-6.074603,1.164612,-4.170066,-0.262872,-1.284234,-1.297997,2.448118,-0.644229,0.037961,0.502253,0.2759,0.845846,1.236351,0.648862,-1.044091,0.353603,0.565233,0.494896,1.124631,0.784145,0.075112,yes
-27.18416,21.89026,-15.02128,19.38914,-7.943738,29.24691,-1.378632,12.1172,14.65698,9.553326,20.27732,-3.75486,19.90462,3.700322,-2.372564,1.387763,-2.713436,0.303244,-4.313144,1.69287,-2.747982,2.006279,0.490443,1.709165,4.259072,-0.372024,-0.559735,1.568246,-0.197944,1.397791,1.344791,1.979864,-0.88202,1.001437,0.040329,0.205248,0.589402,-0.082543,0.219135,yes
-23.68225,15.44914,-10.27432,16.72996,-6.958132,16.67447,-16.71251,10.48252,8.139482,6.632915,17.00203,7.014791,18.76059,1.865698,0.792989,0.912787,1.502456,3.011982,0.807873,0.181558,-1.820976,1.576097,0.308366,3.03621,2.676701,0.06075,-1.172945,1.97009,-0.552371,1.950233,0.743386,2.768467,0.148783,1.541338,-0.033881,0.264542,0.133387,-0.943975,0.300735,yes
-21.08259,26.85298,-9.466374,18.67851,-1.737401,28.325,0.319252,14.67743,18.45213,12.89738,30.04407,12.65581,20.40897,0.313527,3.467042,-0.833916,1.741165,2.389822,3.396079,0.247062,0.523984,-0.882457,-1.050652,-0.375003,0.063337,0.409304,-1.052799,0.402601,-0.405873,1.436848,-0.353847,0.987131,-0.48033,1.307989,-0.76972,-0.170129,-0.727438,-1.696574,0.120332,yes
-24.28254,31.95433,-11.44154,30.19978,2.184113,38.72831,-1.977338,7.076936,8.587423,3.61872,25.45529,4.384832,20.77162,-0.782635,2.848002,-0.729505,3.9754,1.041554,3.91312,2.631429,1.900643,1.01209,0.809022,0.411022,-0.17389,0.468781,-0.158451,-1.334036,0.106144,-0.172567,-0.982133,-1.141104,-0.708227,0.777719,-0.9167,-0.060128,-0.682664,-1.53927,-0.143212,yes
-25.31638,30.97288,-18.60725,21.36005,-0.565753,35.20039,-7.51091,16.43991,10.02072,5.807163,14.17568,-2.123197,20.94563,-0.239509,-1.387066,0.179545,3.234332,-0.480779,-0.930111,-1.933717,1.931154,-1.560315,-0.610529,-0.615429,-2.798502,0.025621,0.542987,-1.990667,0.630834,-1.229286,-0.850492,-2.105634,-0.540674,0.052718,-0.575795,-0.299768,-0.078898,-0.979583,-0.26001,yes
-25.47853,27.6292,-9.351409,35.26619,-2.336188,32.80238,0.359717,19.10449,17.41564,14.22313,26.99133,13.53485,20.83616,1.349964,-3.450137,0.936776,-0.106962,-0.463385,-2.734549,-2.269186,1.364033,-2.668471,-0.212335,-0.256898,-3.588731,-0.463469,0.240993,-0.367465,0.545581,-2.547029,-0.332482,-1.163102,-0.60238,0.062327,-0.591794,-1.070713,-0.896303,-0.581038,-0.152946,yes
-21.68213,22.08021,-9.613713,32.31696,-1.881144,26.63741,-10.51786,18.31943,6.236445,4.542534,26.1989,-5.911702,20.5048,1.962164,-3.337224,1.487116,-2.364082,-1.110169,-3.808258,-0.005999,1.05588,-1.92115,-2.038815,-0.435533,-3.127159,-0.424621,-0.745962,1.740428,0.37573,-2.235052,0.391654,0.868904,0.448668,0.941056,0.561109,-0.019771,-0.941637,0.8035,0.111467,yes
-19.34985,19.14998,-11.25443,24.18652,0.524882,29.33705,-11.8198,12.95734,-2.862794,3.189358,18.15919,-11.66457,18.67469,-0.678506,1.985755,1.344613,-5.960536,-0.30616,-0.463318,-1.344329,2.649916,-1.766464,-3.8304,-4.160442,-2.914753,-0.070828,-1.671904,2.452915,0.075661,-0.867209,0.990752,0.62826,0.583315,0.60641,0.941825,0.754433,0.095484,1.285761,0.333705,yes
-18.5699,18.52637,-10.22017,15.07948,-7.547135,17.89176,-1.451149,24.79288,10.55419,1.129974,16.41408,-5.159284,19.90326,-2.955086,4.597127,1.854275,-5.01414,1.398879,2.278794,-0.152803,5.993491,0.794226,1.099649,-3.37184,0.882007,0.386633,-1.559814,1.523795,-0.197953,0.698964,1.744116,-0.234524,0.670202,-1.142037,0.000922,1.262008,1.161467,0.770027,0.27199,yes
-30.42718,39.3349,-2.325117,14.08225,-1.03399,34.85862,-10.89528,29.11734,6.424448,-3.222588,11.08153,-1.415127,20.78279,-4.550932,4.847263,1.131501,-3.117976,3.235851,-2.636777,0.72079,1.927275,0.682967,1.990595,1.688676,0.83549,0.79943,0.070246,-0.924999,-0.503262,1.685549,1.439021,-1.352814,1.785595,-2.653509,-0.831199,1.006928,1.492083,-0.194895,0.05705,yes
-30.9189,34.9734,-4.806993,12.2984,5.892688,35.2706,-11.74413,40.20688,5.563954,13.24675,12.87853,-6.626388,21.38391,-3.900693,2.850997,0.603906,-0.29054,5.839403,-3.894149,2.31245,-4.292983,-3.141256,1.360726,2.447243,-1.152146,0.500198,1.44179,-1.943981,-0.573185,1.610811,0.403258,-1.192725,1.604401,-2.675881,-1.64478,-0.264487,0.288244,-0.853412,-0.200583,yes
