@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute catordog {cat,dog}

@data
-25.88596,-42.8013,-34.86298,-30.03058,-9.422105,-12.45031,-2.755918,-9.566212,40.98827,34.31326,41.43711,-12.80961,25.32044,-0.301385,1.557854,-0.295893,-4.790292,-0.581942,1.218193,-1.936604,-8.358274,-2.778681,-0.019691,2.074167,6.678003,0.026071,1.706613,0.751241,1.355693,-1.185697,-1.958946,0.664032,-2.967622,1.331747,-3.841731,-3.186364,-3.587531,5.179844,-0.065985,dog
-20.39564,-32.64233,-25.43374,-23.87704,-4.551954,-0.751968,-4.083654,-15.19672,26.82751,28.96642,40.95698,-1.165656,25.36781,1.989969,2.115635,0.197669,-6.25694,-2.138931,2.288933,-5.743912,-3.176894,-6.699823,-4.076344,-3.203031,12.70165,-0.072743,1.590447,0.012965,0.970648,0.064905,-1.690325,-0.542903,-1.639121,3.176993,-2.792363,-2.19086,-4.098895,1.391738,-0.116381,dog
-21.30676,-35.95913,-30.03482,-43.00354,-13.05337,1.447722,-22.0349,-15.46426,14.43334,20.65745,40.36662,15.10334,25.2718,4.671473,1.776942,4.038664,-1.929628,-5.684094,2.02363,-7.859328,-0.738757,-10.86823,-8.291908,-8.627685,11.07892,-0.220745,1.081903,0.142116,-0.085835,1.279084,-0.235625,-1.032661,1.541738,3.565673,-1.233929,-0.691314,-3.680597,-3.71755,-0.129444,dog
-11.79737,-29.98514,-25.34787,-42.50392,-14.59896,-3.438409,-27.91254,-13.37219,9.391689,7.70524,20.62231,29.74924,24.9603,4.485242,0.911756,1.743503,-2.60188,-4.26737,-1.821876,-3.128268,3.127486,-8.616509,-5.92598,-12.09943,2.663921,-0.405096,-0.256015,0.391902,-1.403555,1.153493,1.139025,-1.038336,3.389107,2.901248,0.736067,0.902735,-1.156801,-6.049838,-0.104672,dog
-6.827731,-35.24519,-14.71259,-30.36528,-32.81907,-0.988944,-30.13812,-14.17227,-4.63499,3.484309,8.46602,27.12752,24.42047,3.860493,2.870375,-1.497986,-0.222402,-0.695849,-1.889709,4.464266,6.317902,-7.989984,-2.551442,-11.88062,-6.89088,-0.454975,-1.247785,0.90244,-1.662436,0.141779,2.340701,-0.381901,2.714914,1.672098,2.808523,2.144886,1.985675,-4.264298,-0.081643,dog
-5.208947,-28.44052,-24.37734,-43.20556,-16.00596,-8.643015,-15.67338,-0.20529,-6.720865,7.923097,-3.589887,6.141857,23.76799,1.115382,3.52843,-4.05178,-1.343087,1.062073,-0.946078,5.039828,7.801018,-4.458613,-2.432904,-7.360568,-8.562639,-0.478988,-1.389972,0.573107,0.206036,0.930072,1.18218,-0.016109,0.191062,-0.71701,3.530918,1.931632,4.521075,-0.34025,-0.080612,dog
-5.298501,-22.37956,-38.01002,-43.76472,-15.82912,-5.398522,-5.833145,9.5418,-17.46029,7.791315,-6.930377,-7.547365,23.59308,0.117477,4.980803,-1.375874,-1.85013,3.354689,-0.323775,1.631194,5.284968,1.09543,0.685982,-1.068741,-4.629294,-0.592014,-1.038773,-0.330653,2.099602,1.251388,-0.273127,-0.114557,-1.395872,-2.388084,4.019854,1.416547,4.610892,2.465298,-0.125498,dog
-6.985079,-18.7758,-33.95806,-42.51963,-17.78357,-5.964008,-14.86589,13.77587,-6.488725,-6.612785,-8.48233,4.273489,22.97906,-0.59311,2.722078,2.712625,2.862346,-0.381739,-2.685389,-0.756423,0.058906,4.495372,2.113469,5.100003,-0.168121,-0.739638,-0.306892,-1.344124,2.56884,1.901579,-0.756769,0.019979,-0.330886,-3.409055,2.586423,0.906606,2.558133,2.505291,0.02194,dog
-5.352282,-15.17353,-16.8016,-39.9589,-15.15682,-3.947322,-22.3859,5.261998,0.72609,14.18216,5.568536,4.915234,21.85487,-0.479125,1.620284,5.617821,3.931822,-1.339577,-1.59284,0.383032,-1.751463,7.632293,2.258107,4.943554,1.238353,-0.952142,0.025645,-2.775793,1.058134,1.045478,-1.210683,0.381774,0.674779,-2.803054,0.52542,-0.339067,0.031452,1.514144,0.314521,dog
-8.147605,-18.43315,-21.41842,-30.79675,-18.2508,-22.79556,-11.17912,2.22914,6.662804,15.29502,15.66068,-0.930046,20.93891,-0.120778,-1.51193,5.295573,5.27383,-0.374637,-0.211649,4.009479,-5.72604,5.205069,1.314063,2.423952,1.029993,-0.189224,0.431709,-2.91335,-0.182264,-0.952427,-0.666409,0.916112,-0.151935,-1.173032,-1.524494,-1.211668,-1.889842,0.71936,0.559946,dog
