@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute airplaneornot {yes,no}

@data
-31.47971,-6.593158,-1.409346,-5.628921,-21.37888,-10.1749,-13.5151,2.458336,5.821329,-7.742064,-11.10198,-20.47499,13.92768,-1.212636,-0.081923,2.098603,5.243765,7.129395,2.621485,3.231002,-3.730329,-5.89822,0.2776,-1.621749,3.842422,0.374158,0.231014,-0.174431,-0.013537,-0.972752,-0.495205,-0.464794,-1.027377,0.657859,0.845565,-0.16735,0.131902,-0.983062,0.021613,yes
-35.07865,-6.572105,2.263064,5.934595,-9.946729,-2.143037,-0.657771,-5.539018,-7.997807,-2.606096,-12.92625,-11.98606,14.92417,-0.655068,-0.810295,1.731928,3.368992,6.324075,2.894206,1.845804,-2.382852,-4.276364,-1.201685,-2.56135,2.188548,0.460118,0.436224,-0.017249,0.040575,-1.695335,-1.450571,-0.914384,-1.605306,1.040416,1.509308,-0.32757,0.351628,-1.723173,-0.019936,yes
-35.74342,-7.013302,7.24746,14.80815,8.55202,-1.083404,-3.788749,-12.19463,-16.7602,-8.922046,-18.29859,-5.507348,15.30022,-0.33635,-0.589892,2.214256,1.317391,5.056033,0.161157,-1.213283,-1.114774,-2.481326,0.180495,-0.492436,-0.245949,0.439244,0.436654,0.226798,-0.45805,-1.706813,-2.421634,-0.877173,-1.134293,1.153044,1.603078,0.066475,0.626198,-2.226439,-0.065502,yes
-32.62319,-10.43456,2.921891,0.997505,-4.723957,-0.249618,-9.149248,-2.129441,-4.269724,-13.1605,-20.31043,-17.01608,15.54199,0.530343,0.085816,2.243652,-1.269723,0.913224,-0.720268,-2.573385,0.163974,-0.060125,-1.311698,-0.428266,-2.729258,0.241934,0.228124,0.511441,-0.917795,-0.822777,-1.948737,-0.457443,0.083048,0.686606,1.072861,-0.00171,0.465063,-1.25228,-0.099486,yes
-34.38919,-7.61139,9.33252,3.426578,1.289895,-10.31582,-15.33577,-4.820321,-8.44934,-1.562386,-9.872069,-19.18973,15.81498,0.377931,0.604012,-0.447509,-0.970945,-2.273348,0.042858,-0.230866,0.761479,0.009048,0.664983,0.442698,-4.830868,0.155742,0.091724,0.344492,-1.483919,-0.374152,-1.154038,0.729124,1.03222,0.584222,1.061556,-0.570723,-0.076142,-0.399601,-0.07806,yes
-33.10405,-5.843982,12.43879,5.276768,-1.749548,-1.128169,-7.751181,-8.406304,-12.45387,-12.84441,-19.28084,-18.79116,15.87646,0.128413,1.149958,-1.526162,0.399273,0.245078,0.666142,1.769834,0.112051,-0.157248,-1.452481,-0.703604,-1.780392,0.10444,-0.128279,0.031553,-1.155539,0.302946,0.284719,0.354222,0.850114,0.445705,0.853306,-0.186022,0.087798,0.448889,-0.007445,yes
-33.61333,-6.288533,0.251465,7.813794,-4.301924,-0.429838,-5.642115,-5.248805,-12.62289,-5.755174,-16.59989,-28.77415,15.9117,0.323236,0.600497,-3.320431,-1.387868,-0.380085,3.113574,1.776208,1.832295,2.875013,-2.602726,-0.735477,-2.718387,0.11769,-0.07826,-0.097474,-0.024815,0.681888,1.094645,-0.177393,-0.080417,0.512173,0.669089,-0.173352,0.165741,0.911437,0.045414,yes
-32.36905,-5.346202,-0.168394,0.800263,-0.702656,-1.861903,-5.146907,-1.354945,-2.969186,-18.32651,-20.46454,-21.12583,16.01583,-0.083707,0.24534,-2.097583,0.453467,1.390189,-0.484517,0.673649,1.857089,2.773423,-0.607951,0.599813,-1.541054,0.223735,-0.080207,-0.091645,0.400939,0.813239,0.639617,-0.164706,-0.810671,0.373109,-0.383012,0.829001,0.737001,0.750821,0.082024,yes
-33.14051,-4.857793,-0.966045,-1.274509,-1.133975,5.618909,-7.756874,0.815473,1.183383,-11.83497,-12.95761,-31.61433,16.33374,0.092692,0.568951,-0.285872,2.411399,2.627322,-0.268777,-0.084861,2.449823,1.889155,-0.62404,0.619697,-0.393354,0.323166,-0.279999,0.099381,0.938948,0.971943,0.468007,-0.145853,-0.736916,-0.292051,-1.75273,0.973431,0.976181,1.283482,0.073388,yes
-33.759,-5.332654,2.559635,12.08825,3.617421,-6.575125,-3.325556,-2.152997,-5.489888,-12.84427,-18.10292,-25.07634,16.78411,-0.157349,0.707506,-1.038746,2.565835,1.93946,1.533786,-1.352988,1.668833,-1.579378,1.70318,2.303813,0.811197,0.411822,-0.309283,0.321915,0.452115,-0.300013,-0.454545,1.017305,-0.449652,-0.654743,-1.395872,0.417874,0.32129,0.854738,0.023724,yes
