@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute airplaneornot {yes,no}

@data
-11.63545,-4.866833,-9.586628,-12.0637,-9.82799,-6.486863,-8.647743,-1.627196,-3.006825,-5.221367,-6.674298,-7.13509,26.41229,0.249639,0.142978,0.829694,1.503921,0.252684,-2.926631,-1.290625,-0.931099,0.249107,2.390936,1.283164,2.157236,-0.001677,-0.080717,-0.076686,-0.150558,-0.085112,0.827136,1.375712,0.845825,0.824695,0.529855,-0.516821,0.463601,-0.799062,-0.000686,yes
-11.51998,-4.429925,-5.43754,-10.88768,-15.37822,-17.56636,-9.850806,-0.399274,2.29186,-5.976936,-8.444849,0.959396,26.4107,-0.359576,-0.485296,0.948968,1.439235,2.355627,-1.110239,1.142973,2.566931,2.455018,2.398856,4.612428,0.481402,-0.002183,-0.021986,0.012965,-0.423834,-0.287991,1.030226,2.07676,0.812276,0.367918,-0.359805,-1.289091,-0.350209,-1.110228,-0.002786,yes
-10.44499,-4.370398,-7.5127,-5.132103,-5.789452,-15.58027,-14.49934,-6.896652,-4.410631,7.111098,0.626799,-0.396151,26.4047,0.150661,0.073682,0.01727,1.110703,3.336894,3.043731,1.721699,1.443359,1.795427,-0.19713,1.936538,-1.000156,-0.004855,-0.236262,0.164084,-0.145626,-0.546388,0.471262,1.376509,0.622157,0.162031,-1.033899,-1.302175,-0.707017,-0.323928,-0.006268,yes
-14.02856,-7.541528,-5.878751,-8.333322,-0.069122,-7.491355,-0.007084,13.84219,9.970166,0.606682,12.73729,-8.097548,26.40517,0.189197,0.24245,-0.883264,0.260574,3.861712,4.47199,1.264594,-0.278739,-2.323075,-2.760488,-0.794566,-1.815209,-0.014015,-0.490538,0.005937,-0.142336,-0.287985,-0.532997,-0.174699,-0.407111,-0.649214,-0.95947,-0.49216,-1.435291,0.490964,-0.009006,yes
-9.627856,-2.942622,-9.279672,-7.787362,-0.798068,3.694289,-4.961109,-1.53113,2.131155,-9.498827,-7.582677,-7.607398,26.39078,-1.206058,0.599527,1.01768,-0.63869,1.855954,1.164799,1.759349,1.30189,-2.531341,-1.540269,0.451576,1.685902,-0.027098,-0.938691,-0.597513,0.159407,0.721755,-0.41841,-1.113653,-0.736714,-0.117928,0.833539,0.828463,-0.538733,0.972492,-0.00775,yes
-10.98256,-3.931563,-8.970373,-8.257179,1.434645,-4.843692,-8.296948,-4.475729,-12.59441,-11.47441,-8.312943,-4.511027,26.34758,-2.133906,-0.718535,-0.262914,0.874008,0.431113,-1.04427,-0.911409,-0.608405,-0.178949,0.609628,-1.821547,1.593194,-0.036091,-0.69517,-0.701878,0.339782,1.292243,-0.110089,0.081003,-0.669695,0.254184,2.295265,2.140496,-0.238548,0.821647,-0.002222,yes
-17.99828,-3.177746,-0.878489,-8.363622,2.738435,-11.0801,-1.557655,8.771757,-5.785049,5.450298,13.4098,6.240098,26.298,-3.381242,-2.433393,0.504129,4.412761,2.960143,0.233597,-0.873871,1.018555,4.891057,2.260128,-0.243638,2.158105,-0.032566,0.515527,-0.263404,-0.070641,1.616197,0.178811,0.926696,-0.008559,-0.61581,1.321177,1.02322,-0.173026,-0.428642,0.004627,yes
-20.51287,-11.01664,-11.39391,-3.675152,0.318188,-5.325508,-6.265856,5.648719,13.03352,-3.819742,-6.866682,-7.055329,26.2711,-2.199061,-1.750482,1.07242,4.196063,2.759172,5.342607,-0.767268,1.133847,5.442051,6.041793,-1.639697,2.056923,-0.022392,1.630388,0.96533,0.439515,0.266576,-0.418903,0.475926,1.09484,-0.465029,-0.997989,-0.092706,1.043077,-0.442036,0.008791,yes
-21.76891,-11.56705,-5.547255,11.98543,14.56088,5.103184,-10.34601,-1.500581,13.77247,-2.025525,-9.523996,4.455276,26.26619,1.404154,-0.201517,-0.003192,5.781266,1.585977,2.604838,1.644482,-2.648284,1.264043,0.859749,-0.504477,-0.689174,-0.010812,1.889064,1.380009,-0.010405,-1.922072,-1.797964,-1.002428,1.165991,-0.674907,-2.463823,-1.430699,0.568983,-0.969747,0.009181,yes
-20.09255,-8.489323,-1.273888,2.54861,9.319285,13.7777,-7.73911,6.329676,4.837082,22.47246,-5.044534,6.666001,26.25153,3.625334,2.992176,2.188321,1.522634,-0.976321,0.149742,3.303612,-1.100131,-3.355386,0.846289,3.524258,0.806653,-0.003012,0.888995,0.623958,-0.688547,-2.588885,-1.686794,-2.14963,0.075372,-0.677587,-2.107943,-2.73104,-0.105219,-0.96708,0.003334,yes
