@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute catornot {yes,no}

@data
-34.66734,-28.13806,-24.56185,-3.967594,-3.133036,3.581482,2.246572,4.119755,20.6244,16.71344,-3.561473,-10.74502,26.06839,-0.074976,1.73543,4.826932,1.037234,-0.007423,0.464362,-2.662501,-8.168266,-4.623572,1.147311,4.181836,1.860835,-0.012789,0.147398,0.404362,-0.59823,-0.086893,1.010335,1.007006,0.850975,0.114521,0.586086,0.595799,-0.241921,-1.947267,-0.002004,yes
-38.04369,-24.40575,-13.67858,-2.123275,-5.096946,-2.712834,-7.524758,-20.88023,3.441369,26.74334,3.127863,-5.466228,26.03807,-0.13746,2.678678,4.136706,0.576894,1.997616,2.601951,-1.427438,-7.518178,-2.608309,2.289238,4.786067,-1.67133,-0.017983,0.409494,0.234435,-1.419868,-0.100484,1.134576,1.423946,1.222077,0.574917,0.984213,0.566426,-0.898876,-1.760871,-0.001413,yes
-33.35405,-21.32707,-5.868825,0.296415,-2.188196,9.050451,-6.180266,-24.22158,6.098055,17.43504,14.00304,-4.08025,26.0196,0.693255,3.285616,2.180897,0.832938,4.041732,4.430598,0.974845,-7.920708,-2.700774,3.55534,2.670115,-6.109419,-0.020212,0.320068,-0.303726,-1.672107,-0.068468,0.134075,0.686667,0.76226,1.158454,0.60559,0.822269,-1.226136,0.026137,-0.000119,yes
-36.01129,-18.15017,-13.22483,-3.215128,6.382623,13.85675,-0.677201,-19.30046,14.84603,27.79883,11.58661,-22.43406,26.00287,1.588376,2.132511,-0.949393,0.636964,3.640878,5.600973,1.629209,-5.417462,-0.663905,2.775428,0.443317,-2.958391,-0.016142,-0.143694,-1.015662,-0.724593,-0.094838,-2.194958,-1.404247,-0.785378,2.042281,-0.191633,0.070508,-1.730185,2.542119,0.000195,yes
-32.21727,-14.83777,-13.88424,0.743021,11.33584,17.44968,3.697016,-36.27367,1.418201,33.96239,5.559728,-32.8082,25.98493,0.662443,0.489885,-0.990551,0.664859,-0.158678,2.398184,-0.379527,-3.426353,-2.567825,5.01556,0.222533,2.63505,-0.014303,-0.809829,-1.114882,0.468674,-0.442101,-3.853326,-3.165705,-2.1291,2.718868,-0.282295,-1.547389,-1.664194,3.500884,-0.007187,yes
-30.6702,-16.98785,-14.41784,0.838241,6.345428,21.09242,-4.317354,-41.9415,2.461771,32.3568,9.566103,-5.894207,25.9747,-0.840525,-1.001767,2.099468,0.186745,-6.876972,-3.403076,-4.677142,0.44605,-3.632946,1.911667,-2.641067,6.667027,-0.019961,-0.786227,-0.157824,1.248619,-0.559353,-3.743694,-3.113198,-0.669516,2.256582,-0.370321,-2.83161,-1.908576,0.956333,-0.015171,yes
-32.71238,-19.45881,-10.22508,1.594025,-2.962987,17.42354,-6.257823,-30.03283,-0.548942,40.23386,16.12596,0.825073,25.96217,-2.141437,-0.721656,2.999835,-1.152456,-9.96597,-6.895905,-6.517479,2.741876,-2.627729,-3.749726,-4.108665,6.582292,-0.054237,0.0616,0.713618,0.618343,-0.272552,-1.609964,-0.925885,1.772218,1.079308,0.343656,-3.408843,-2.063678,-1.914796,-0.010879,yes
-39.96636,-20.84849,-4.557077,-2.706907,-20.85282,-3.145559,-19.08549,-20.19063,-2.335135,34.22143,-6.901843,-5.915564,25.91445,-0.940821,1.949159,3.29851,-1.251142,-10.17395,-5.317973,1.350605,2.781335,-2.485559,-6.999978,-6.933967,-0.150347,-0.072031,1.013529,0.950403,-0.727188,0.396438,2.632285,2.175825,3.493233,-0.315485,0.521316,-1.573597,-0.548535,-3.312195,0.008704,yes
-38.27637,-16.51573,-3.815447,-3.246686,-24.89488,-4.910859,-21.50631,-33.43972,-9.321991,14.28145,-6.749624,0.113928,25.74387,1.020592,2.58251,1.501644,0.021042,-6.560011,-1.273793,5.467691,0.802546,-1.423237,-7.572832,-7.949406,-3.530243,-0.042662,0.738286,-0.142638,-1.145179,0.565032,4.910622,3.204971,2.343429,-0.385693,0.834384,1.634296,1.453597,-2.315329,0.033168,yes
-32.59231,-8.713591,-1.130102,-2.997116,-33.55835,5.669748,10.05991,-26.33138,-5.579498,10.33311,-13.66594,-6.29037,25.7237,2.646106,2.098162,-0.787378,1.582186,4.581472,4.66499,6.79644,-0.161712,-1.628611,-4.044763,-3.463373,-4.837679,0.017772,-0.421872,-1.604936,-0.926915,0.024227,4.945745,1.895986,-1.265031,-0.102796,1.097365,3.698749,3.502471,0.590659,0.037409,yes
