@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute catornot {yes,no}

@data
-32.44564,-8.203068,-10.28195,-7.317298,2.818645,9.351068,-6.149935,4.827591,-7.765468,-9.386077,-4.217449,6.149506,5.351858,0.753829,-1.031445,0.286003,0.113496,-2.110958,-2.246253,-2.468836,-1.538685,4.161113,4.165081,5.61827,1.649412,0.435001,0.026414,-0.278341,-0.311236,0.090625,0.956221,0.2615,0.012129,-0.592088,-1.357285,-0.496634,-0.584486,-1.74272,0.044456,yes
-31.96494,-9.4925,-9.783854,-10.64238,-8.209776,-3.999732,-15.74791,2.679538,7.554571,1.52848,9.566581,12.46274,6.436151,0.922834,-1.779941,-0.408075,1.149399,-0.268808,-2.495654,-3.697591,-4.630662,1.526536,3.383524,5.11341,-1.074934,0.592467,-0.211471,0.010643,-0.295541,0.304876,1.567445,1.554854,0.943587,-0.064999,-1.619258,-0.732078,-1.295231,-2.618086,0.005327,yes
-28.91684,-12.71557,-9.100981,-5.087277,-2.221933,4.795201,-13.69512,-1.791807,5.380077,5.982049,16.98189,11.23995,6.984716,0.801395,-2.048902,-0.923136,0.048671,1.749071,-0.814052,-1.793812,-2.953138,-1.308025,2.072689,2.948272,-5.702017,0.578546,-0.409629,0.390621,-0.192814,0.100322,0.875855,1.75908,1.525869,0.935651,-1.028281,-1.348136,-1.919546,-1.530707,-0.036054,yes
-29.59587,-14.84652,-12.91281,-2.685311,3.994893,-0.849269,-20.8653,-15.01602,-6.70556,-0.152519,10.74994,-1.770384,7.497762,-0.32731,-0.469499,-0.587133,1.670289,3.796252,4.811917,1.911586,-1.156455,-1.200607,1.55089,0.477113,-7.765306,0.389862,0.195922,0.871031,0.206717,0.106574,-0.764287,0.212119,1.370602,1.356512,0.0221,-1.176773,-1.890117,1.213131,-0.037551,yes
-29.62321,-15.77057,-13.33315,-11.05248,5.461665,3.705579,-12.5603,-1.090321,-7.175528,1.817866,9.932233,-15.24402,7.713785,-0.669246,0.26644,-0.588536,0.354664,0.235787,2.895358,2.355918,1.402465,0.383277,-1.65928,-1.661314,-2.658938,0.356033,1.091571,0.894326,0.246553,-0.001715,-2.402982,-2.463504,-0.574646,-0.126248,0.564938,-1.140019,-1.582754,3.125871,0.026991,yes
-33.24831,-10.3125,-10.60344,0.691669,6.929688,20.60466,-6.757394,-3.453479,7.829339,11.36502,15.47697,-13.12181,8.020927,2.637762,1.417543,0.458208,1.529273,-3.333601,-3.289763,1.080555,-0.025904,0.791387,-0.634356,-2.032384,3.469181,0.515967,1.643861,0.19147,-0.284173,-0.985199,-2.947953,-4.175442,-1.710844,-0.908238,0.033328,-0.381678,-0.404169,2.83809,0.058304,yes
-30.43685,-13.65038,-13.19835,-5.002449,-2.510397,8.545027,-8.969486,-0.560752,0.029012,-8.073122,6.311796,3.62097,8.503297,4.776714,1.479206,-0.21304,0.110604,-6.700913,-9.080732,-4.251525,-4.149654,0.520669,-2.534784,-3.710751,4.310095,0.65045,0.921395,-0.408199,-0.642262,-0.894295,-0.922904,-1.9247,-0.994319,-0.838628,-0.318562,0.833659,1.067666,0.560837,0.004278,yes
-16.00024,-8.818895,-10.68917,1.93604,-8.687081,-19.71781,-17.25793,-15.41032,-6.350896,1.621196,2.398236,6.143028,9.682841,5.169015,-0.118532,-2.195748,-3.133677,-7.475165,-10.07725,-3.338914,-2.921585,-1.102666,0.08025,-0.519015,2.94063,0.534175,-0.593563,-0.987911,-1.185903,-1.137266,1.017479,1.554079,0.390933,0.063033,-0.322908,-0.058338,1.725108,-1.035783,-0.074822,yes
-14.36367,-9.121338,-14.35548,-11.12164,-20.23452,-21.53685,-28.56766,-15.86017,2.517937,-5.984143,-2.082151,-3.32596,10.13508,2.672101,-1.006516,-2.472867,-1.785338,-2.307953,-3.334403,-0.405943,-1.342834,-0.262507,2.151711,2.920333,0.40952,0.368318,-1.05749,-0.83156,-0.913074,-0.039861,2.750622,3.219566,1.407386,0.470322,-0.350973,-0.287941,1.094666,-0.65976,-0.09529,yes
-15.43983,-13.16968,-21.00361,-11.91712,-21.58408,-14.74063,-13.65287,-10.41169,1.071549,10.72178,17.07887,5.054809,9.875911,0.722253,-2.279153,-4.341393,-3.209086,-0.442688,1.607468,1.112427,-1.114148,-0.431566,-3.269291,3.277615,0.240552,0.282921,-0.988874,-0.464842,-0.23997,0.832009,2.566529,2.209528,0.38984,0.094241,-0.080464,-0.940182,-0.846043,-0.233023,-0.087798,yes
