@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute catornot {yes,no}

@data
-24.04411,10.58751,-0.44713,18.67636,6.565297,11.84204,4.403969,4.769301,3.468618,16.95934,5.440893,-1.116295,20.98978,-0.001926,0.380746,-0.547415,-1.083386,-0.264913,-2.24338,-0.428135,2.118475,2.227016,-0.491515,0.767474,2.260595,-0.017851,0.9543,-0.520529,-1.379431,-1.579944,-1.452751,-0.653721,-1.290927,-1.118204,-0.196456,1.788481,1.882391,1.143941,0.087269,yes
-25.11409,9.565863,-0.248434,20.87679,9.257992,10.19908,1.84646,8.43492,2.10893,5.645157,5.315697,7.069227,21.00261,2.039868,-0.149605,-2.541625,-5.526972,-4.036893,-4.395913,-4.531949,-0.89818,0.874779,3.271074,4.554029,5.155292,0.141408,1.366502,-0.959886,-2.004636,-1.677676,-1.660471,-0.352706,-1.584042,-1.547204,-0.374827,1.315455,1.992355,1.16915,0.121982,yes
-23.51875,13.00206,-3.283554,12.15921,3.894387,1.446618,3.54205,13.52887,15.28354,20.15885,9.340862,6.093917,20.89411,3.748677,-1.956725,-6.447463,-6.761313,-5.64268,-4.43572,-4.830863,-1.964218,1.920856,6.569595,8.286151,6.53295,0.338864,1.11651,-1.11478,-1.489686,-0.445664,-0.875549,0.548731,-0.952883,-1.367535,-1.035391,-0.78909,0.802843,-0.185935,0.101471,yes
-14.10745,8.632208,-11.73705,-5.699929,-12.28371,-4.939818,-17.82481,-4.10138,1.935053,31.71495,26.26105,21.05506,21.74465,4.955284,-3.249947,-7.620571,-6.632803,-5.878385,-2.910742,-6.14698,-3.5762,0.505961,2.555206,6.969911,5.970167,0.413699,-0.041328,-0.733815,-0.010605,1.556806,0.59568,1.228442,0.948049,0.343617,-0.408834,-2.492161,-1.605355,-2.128822,-0.003015,yes
-10.80404,1.270707,-26.94014,-1.841854,-10.87725,-2.767112,-9.914704,1.216359,13.15984,36.77242,36.39897,24.55554,22.31308,4.122918,-3.642985,-5.456373,-2.758789,-3.721913,-0.242313,-4.385034,-3.380192,-2.765529,-4.079032,3.573749,0.92348,0.35336,-1.044313,0.089143,1.774097,2.235612,1.194035,0.855121,1.527671,1.050859,-0.451518,-2.582308,-3.158381,-2.616675,-0.096159,yes
-6.695022,-0.818195,-26.523,-5.2867,-12.74811,-2.247765,-22.16006,-3.289826,5.700589,10.1144,26.6362,27.68925,22.36162,1.646108,-2.975549,-3.090197,0.255797,-2.018876,-0.350408,-0.014619,1.52789,1.173801,-3.865419,-1.116546,-2.684082,0.119087,-1.543942,0.435132,1.894873,2.01984,0.941222,0.13292,2.246255,1.840574,0.620055,0.48882,-1.915649,-1.307913,-0.11599,yes
-6.610369,-0.487666,-23.17244,-1.841354,-14.48298,-1.110974,-16.21549,-3.77787,-0.426873,10.56397,27.02203,7.39422,22.35242,0.181697,-1.648211,0.157836,0.972446,-1.602261,-1.440281,-0.258688,0.738031,-0.670653,-3.131635,-3.462526,-2.2233,0.005376,-1.023229,0.801451,1.279269,1.024542,0.644794,-0.490886,1.159715,1.053423,0.400885,1.52219,-0.531897,0.63125,-0.078253,yes
-7.973745,-5.366349,-29.07188,-4.421194,-20.57523,-7.519926,-14.74751,6.035184,14.59741,25.49208,25.36679,16.21531,22.32042,-0.793816,-2.071676,-0.953308,1.600779,-2.232101,-1.64716,3.021124,3.56756,2.558798,4.525605,0.909801,1.003994,0.007741,-0.17348,1.14864,0.981644,0.541814,0.702161,-0.276267,-0.425611,-0.615563,-0.890538,0.239628,0.469589,0.776019,-0.017925,yes
-9.256197,-4.69627,-24.87652,2.587624,-14.975,-7.332438,-14.91442,0.244008,5.358158,13.4254,19.72104,19.17601,22.36056,0.226736,-0.087669,-0.12847,1.691432,-0.39133,-2.048369,-0.104332,0.867086,-1.453605,-0.663593,-0.098909,2.235694,0.017766,0.255889,0.923487,0.523078,0.140899,0.714754,-0.118058,-0.719471,0.033623,0.084845,0.083848,0.666201,-0.624284,0.002273,yes
-9.341188,-9.072275,-30.4375,0.502705,-23.6626,-7.372833,-7.70498,12.53704,15.60207,31.3117,34.8357,26.81833,22.39626,0.756187,1.98738,1.961178,2.605373,0.886464,-1.427697,-2.219854,-1.614452,-2.887412,-3.901302,-0.450412,-1.033483,0.023268,0.220803,0.806993,0.644989,-0.11469,1.045974,0.065858,-0.744213,-0.248081,-0.081455,-1.369213,-0.845022,-1.81766,-0.012233,yes
