@relation (null)_(null)

@attribute pcm_fftMag_mfcc[1] numeric
@attribute pcm_fftMag_mfcc[2] numeric
@attribute pcm_fftMag_mfcc[3] numeric
@attribute pcm_fftMag_mfcc[4] numeric
@attribute pcm_fftMag_mfcc[5] numeric
@attribute pcm_fftMag_mfcc[6] numeric
@attribute pcm_fftMag_mfcc[7] numeric
@attribute pcm_fftMag_mfcc[8] numeric
@attribute pcm_fftMag_mfcc[9] numeric
@attribute pcm_fftMag_mfcc[10] numeric
@attribute pcm_fftMag_mfcc[11] numeric
@attribute pcm_fftMag_mfcc[12] numeric
@attribute pcm_LOGenergy numeric
@attribute pcm_fftMag_mfcc_de[1] numeric
@attribute pcm_fftMag_mfcc_de[2] numeric
@attribute pcm_fftMag_mfcc_de[3] numeric
@attribute pcm_fftMag_mfcc_de[4] numeric
@attribute pcm_fftMag_mfcc_de[5] numeric
@attribute pcm_fftMag_mfcc_de[6] numeric
@attribute pcm_fftMag_mfcc_de[7] numeric
@attribute pcm_fftMag_mfcc_de[8] numeric
@attribute pcm_fftMag_mfcc_de[9] numeric
@attribute pcm_fftMag_mfcc_de[10] numeric
@attribute pcm_fftMag_mfcc_de[11] numeric
@attribute pcm_fftMag_mfcc_de[12] numeric
@attribute pcm_LOGenergy_de numeric
@attribute pcm_fftMag_mfcc_de_de[1] numeric
@attribute pcm_fftMag_mfcc_de_de[2] numeric
@attribute pcm_fftMag_mfcc_de_de[3] numeric
@attribute pcm_fftMag_mfcc_de_de[4] numeric
@attribute pcm_fftMag_mfcc_de_de[5] numeric
@attribute pcm_fftMag_mfcc_de_de[6] numeric
@attribute pcm_fftMag_mfcc_de_de[7] numeric
@attribute pcm_fftMag_mfcc_de_de[8] numeric
@attribute pcm_fftMag_mfcc_de_de[9] numeric
@attribute pcm_fftMag_mfcc_de_de[10] numeric
@attribute pcm_fftMag_mfcc_de_de[11] numeric
@attribute pcm_fftMag_mfcc_de_de[12] numeric
@attribute pcm_LOGenergy_de_de numeric
@attribute catornot {yes,no}

@data
-15.01215,-6.990676,-14.51796,-7.7151,-1.225351,-4.119127,-1.786593,1.505716,-2.735542,6.71345,-0.298383,3.637159,26.39428,-0.551305,-0.931721,0.700573,-2.501665,-6.357791,-3.814484,-6.403182,-3.072098,-0.911088,-1.704758,-0.026021,-0.431628,-0.007248,0.085579,0.169185,0.003236,0.284295,0.878442,-0.258973,-0.069929,-0.581293,0.054932,-0.443836,-1.04161,-0.858046,-0.00053,yes
-15.2913,-12.71362,-14.70272,-12.1388,-15.76244,-7.181878,-14.5414,-1.401068,-2.807967,8.034572,15.30499,6.498587,26.37756,-0.416633,-0.618179,1.232903,-2.02489,-4.443776,-4.233572,-7.536684,-5.289875,-1.540295,-3.078096,-1.848942,-2.982888,-0.008249,-0.026268,0.091548,-0.329948,0.732117,1.882465,-0.083518,0.869839,-0.410221,0.681899,-0.078874,-0.724966,0.488542,-0.001473,yes
-17.6291,-8.787809,-10.92272,-18.01157,-25.74577,-21.66017,-27.4251,-12.40138,-7.254771,-2.470899,-8.230177,0.048304,26.36641,-0.190748,-0.242564,0.450589,-1.318577,-2.922588,-4.899805,-6.186073,-4.869675,-0.321826,-3.23727,-4.32261,-3.446228,-0.009397,-0.03595,-0.038582,-0.725148,0.743561,1.945972,0.519411,2.100455,1.156093,1.313997,0.357631,0.622884,2.552336,-0.002391,yes
-15.78684,-9.183007,-10.15106,-12.69132,-11.18403,-16.51647,-26.65076,-17.99011,-8.177402,-4.084853,-5.577198,-9.482854,26.36697,-0.862923,-0.818559,-0.824175,0.567378,1.336931,-3.689415,-2.162543,-4.224414,2.203773,-1.332871,-1.502555,3.518382,-0.013539,-0.062872,-0.065106,-0.621938,0.430288,1.044925,1.129318,2.832766,2.255976,0.559727,0.677492,1.244318,3.124635,-0.002056,yes
-15.71813,-9.968802,-14.54084,-14.03172,-18.1275,-23.95086,-26.66228,-14.54814,-1.659955,-3.413189,-11.47034,-5.603261,26.35259,-0.507912,-1.024441,-1.89663,-0.079992,0.481714,-1.48951,1.412021,2.175634,3.78686,-0.789215,2.915206,9.079417,-0.016557,-0.100344,-0.079618,-0.115667,-0.098465,0.124463,1.403488,2.321484,2.126098,-0.902819,0.848953,2.174467,2.149315,-0.002635,yes
-20.56141,-16.21592,-17.01453,-11.29183,-12.88692,-24.48361,-25.73552,-21.44976,5.413493,1.841364,9.412296,26.91628,26.31677,-0.57241,-0.552773,-0.703178,-0.492745,-0.921303,-0.29213,2.828097,2.467349,-0.796004,-0.914664,0.753741,6.377464,-0.014948,-0.193572,0.081562,0.350426,-0.51949,-1.023562,1.163992,1.458994,1.673655,-1.613309,1.54566,2.881247,-0.490177,-0.004446,yes
-17.78138,-10.39356,-16.97413,-19.11127,-22.48575,-25.12415,-20.82261,0.206612,4.88408,-9.380082,-1.148894,27.24583,26.30873,-0.837723,-0.773546,-0.188243,-1.28084,-1.171156,0.418991,2.926025,2.414935,-3.336034,0.798389,5.421574,5.870808,-0.021869,-0.49376,0.013464,0.501069,-0.224101,-0.749347,0.895469,0.946366,-0.079556,-1.254926,2.610346,3.996904,-1.10029,-0.006913,yes
-17.61726,-11.7345,-12.4503,-12.61527,-13.61142,-17.39047,-15.43011,-13.03074,-15.42944,-5.674727,-6.969215,5.979923,26.31417,-1.665875,-0.536196,0.073761,-1.42965,-2.954446,1.176293,4.375423,4.024211,-2.301324,5.60163,11.65049,2.671803,-0.033115,-0.399538,0.124929,0.125453,-0.285731,-0.421405,1.00264,0.964109,-0.183762,0.938345,2.881806,3.505493,-0.30596,-0.007562,yes
-21.37881,-16.07724,-17.76417,-19.77421,-23.62103,-25.40247,-17.18486,-6.682972,-7.918661,4.336802,23.82829,34.21896,26.24454,-2.429979,-0.96541,0.220245,-0.732044,-2.248452,2.253624,5.370188,0.999424,-1.735112,9.004366,17.45135,5.430797,-0.042039,0.022523,0.372612,0.034058,-0.030392,0.388355,1.361919,0.541491,-0.807448,2.26882,1.640582,-1.038488,-1.20275,-0.001908,yes
-27.09207,-16.05506,-16.25071,-18.10861,-27.09151,-18.46298,-5.677278,2.116091,0.308245,22.99107,55.17617,36.78873,26.18329,-1.773969,0.167802,-0.280157,-2.1958,-2.48968,3.803751,6.426562,2.256292,3.095261,9.391376,12.26632,5.067669,-0.042673,0.470436,0.302377,-0.082742,0.015747,1.262531,1.208318,-0.681723,-1.164548,3.148672,-0.230983,-5.051966,-1.995603,0.005335,yes
